Time[s],Wavelength [nm],Voltage [V]
3726664068.8185143500,611.3125000000,0.2342182000
3726664069.6959743500,611.4062500000,0.2445871000
3726664070.5819726000,611.5000000000,0.2767435000
3726664071.4624080600,611.5937500000,0.3217564000
3726664072.3467869700,611.6875000000,0.3533685000
3726664073.2272086100,611.8125000000,0.3555620000
3726664074.1054711300,611.9062500000,0.3580771000
3726664074.9856505400,612.0000000000,0.3465624000
3726664075.8639240300,612.0937500000,0.3183375000
3726664076.7407159800,612.1875000000,0.2643374000
3726664077.6180000300,612.3125000000,0.2414970000
3726664078.4977488500,612.4062500000,0.2242966000
3726664079.3790807700,612.5000000000,0.1955037000
3726664080.2593569700,612.5937500000,0.1547848000
3726664081.1398353600,612.6875000000,0.1320139000
3726664082.0267262400,612.8125000000,0.1307630000
3726664082.9086561200,612.9062500000,0.1279864000
3726664083.7909431400,613.0000000000,0.1258961000
3726664084.6697936000,613.0937500000,0.1259216000
3726664085.5525693900,613.1875000000,0.1249107000
3726664086.4341535600,613.3125000000,0.1237149000
3726664087.3201293900,613.4062500000,0.1256868000
3726664088.2020926500,613.5000000000,0.1239028000
3726664089.0828185100,613.5937500000,0.1207566000
3726664089.9661994000,613.6875000000,0.1259186000
3726664090.8470878600,613.8125000000,0.1217022000
3726664091.7323646500,613.9062500000,0.1258849000
3726664092.6139946000,614.0000000000,0.1299297000
3726664093.5017066000,614.0937500000,0.1538586000
3726664094.3821105900,614.1875000000,0.1538382000
3726664095.2638278000,614.3125000000,0.1272502000
3726664096.1446361500,614.4062500000,0.1222332000
3726664097.0292191500,614.5000000000,0.1229449000
3726664097.9097318600,614.5937500000,0.1275892000
3726664098.7908616100,614.6875000000,0.1226304000
3726664099.6745648400,614.8125000000,0.1221770000
3726664100.5564160300,614.9062500000,0.1239150000
3726664101.4406566600,615.0000000000,0.1230266000
3726664102.3226542500,615.0937500000,0.1252436000
3726664103.2046761500,615.1875000000,0.1260615000
3726664104.0855832100,615.3125000000,0.1239130000
3726664104.9740448000,615.4062500000,0.1239273000
3726664105.8580350900,615.5000000000,0.1213203000
3726664106.7438821800,615.5937500000,0.1245104000
3726664107.6265230200,615.6875000000,0.1220678000
3726664108.5086536400,615.8125000000,0.1234371000
3726664109.3935408600,615.9062500000,0.1253620000
3726664110.2704672800,616.0000000000,0.1201388000
3726664111.1502561600,616.0937500000,0.1244695000
3726664112.0289249400,616.1875000000,0.1217635000
3726664112.9137854600,616.3125000000,0.1255846000
3726664113.7986049600,616.4062500000,0.1241632000
3726664114.6785416600,616.5000000000,0.1255663000
3726664115.5652337100,616.5937500000,0.1233412000
3726664116.4393153200,616.6875000000,0.1241622000
3726664117.3212761900,616.8125000000,0.1247044000
3726664118.1982264500,616.9062500000,0.1224670000
3726664119.0805602100,617.0000000000,0.1250618000
3726664119.9655070300,617.0937500000,0.1272828000
3726664120.8431024500,617.1875000000,0.1250924000
3726664121.7259793300,617.3125000000,0.1234188000
3726664122.6062688800,617.4062500000,0.1260717000
3726664123.4897632600,617.5000000000,0.1258420000
3726664124.3699865300,617.5937500000,0.1246370000
3726664125.2526712400,617.6875000000,0.1238272000
3726664126.1314625700,617.8125000000,0.1263801000
3726664127.0135183300,617.9062500000,0.1263515000
3726664127.8956160500,618.0000000000,0.1228694000
3726664128.7852120400,618.0937500000,0.1269908000
3726664129.6674017900,618.1875000000,0.1229327000
3726664130.5464248600,618.3125000000,0.1232942000
3726664131.4227671600,618.4062500000,0.1238987000
3726664132.3013176900,618.5000000000,0.1247922000
3726664133.1835112600,618.5937500000,0.1253008000
3726664134.0640311200,618.6875000000,0.1287707000
3726664134.9471650100,618.8125000000,0.1277720000
3726664135.8320078800,618.9062500000,0.1291608000
3726664136.7152023300,619.0000000000,0.1283112000
3726664137.5951848000,619.0937500000,0.1324407000
3726664138.4738678900,619.1875000000,0.1342268000
3726664139.3629975300,619.3125000000,0.1405079000
3726664140.2497062700,619.4062500000,0.1422909000
3726664141.1302433000,619.5000000000,0.1421071000
3726664142.0135822300,619.5937500000,0.1465205000
3726664142.8968992200,619.6875000000,0.1468800000
3726664143.7783122100,619.8125000000,0.1450531000
3726664144.6609382600,619.9062500000,0.1448897000
3726664145.5384225800,620.0000000000,0.1431936000
3726664146.4144029600,620.0937500000,0.1369941000
3726664147.2953953700,620.1875000000,0.1372800000
3726664148.1749978100,620.3125000000,0.1307140000
3726664149.0561919200,620.4062500000,0.1346669000
3726664149.9365510900,620.5000000000,0.1302871000
3726664150.8166222600,620.5937500000,0.1278598000
3726664151.7024946200,620.6875000000,0.1245329000
3726664152.5869479200,620.8125000000,0.1262944000
3726664153.4646735200,620.9062500000,0.1233943000
3726664154.3505353900,621.0000000000,0.1238068000
3726664155.2377438500,621.0937500000,0.1240590000
3726664156.1203351000,621.1875000000,0.1253620000
3726664157.0035095200,621.3125000000,0.1247248000
3726664157.8832154300,621.4062500000,0.1248719000
3726664158.7652006100,621.5000000000,0.1227938000
3726664159.6514406200,621.5937500000,0.1263638000
3726664160.5327200900,621.6875000000,0.1237047000
3726664161.4094872500,621.8125000000,0.1239916000
3726664162.2906503700,621.9062500000,0.1261248000
3726664163.1758136700,622.0000000000,0.1259655000
3726664164.0592265100,622.0937500000,0.1221025000
3726664164.9405927600,622.1875000000,0.1223516000
3726664165.8219695100,622.3125000000,0.1245717000
3726664166.7033968000,622.4062500000,0.1232247000
3726664167.5866894700,622.5000000000,0.1239620000
3726664168.4684481600,622.5937500000,0.1221903000
3726664169.3540129600,622.6875000000,0.1222373000
3726664170.2371344600,622.8125000000,0.1228163000
3726664171.1209616600,622.9062500000,0.1226018000
3726664172.0019183100,623.0000000000,0.1201204000
3726664172.8874449700,623.0937500000,0.1239110000
3726664173.7658615100,623.1875000000,0.1240274000
3726664174.6441631300,623.3125000000,0.1219616000
3726664175.5311961200,623.4062500000,0.1205605000
3726664176.4147191000,623.5000000000,0.1255070000
3726664177.2954888300,623.5937500000,0.1215551000
3726664178.1725454300,623.6875000000,0.1215225000
3726664179.0577817000,623.8125000000,0.1223159000
3726664179.9432783100,623.9062500000,0.1248004000
3726664180.8253927200,624.0000000000,0.1254315000
3726664181.7075142800,624.0937500000,0.1221556000
3726664182.5889158200,624.1875000000,0.1230123000
3726664183.4726333600,624.3125000000,0.1222608000
3726664184.3545255600,624.4062500000,0.1237700000
3726664185.2347679100,624.5000000000,0.1265313000
3726664186.1142959600,624.5937500000,0.1234719000
3726664186.9994559300,624.6875000000,0.1236250000
3726664187.8806834200,624.8125000000,0.1243184000
3726664188.7619457200,624.9062500000,0.1219166000
3726664189.6477465600,625.0000000000,0.1235066000
3726664190.5338616400,625.0937500000,0.1229123000
3726664191.4164080600,625.1875000000,0.1258941000
3726664192.2998495100,625.3125000000,0.1253334000
3726664193.1843485800,625.4062500000,0.1247187000
3726664194.0710578000,625.5000000000,0.1227979000
3726664194.9555935800,625.5937500000,0.1267273000
3726664195.8426985700,625.6875000000,0.1252844000
3726664196.7270970300,625.8125000000,0.1224507000
3726664197.6099567400,625.9062500000,0.1245696000
3726664198.4774985300,626.0000000000,0.1244879000
3726664199.3503489500,626.0937500000,0.1240743000
3726664200.2189297700,626.1875000000,0.1266089000
3726664201.0887966100,626.3125000000,0.1238844000
3726664201.9589982000,626.4062500000,0.1234984000
3726664202.8281455000,626.5000000000,0.1241305000
3726664203.6974425300,626.5937500000,0.1237312000
3726664204.5674414600,626.6875000000,0.1282764000
3726664205.4384417500,626.8125000000,0.1234086000
3726664206.3074417100,626.9062500000,0.1250720000
3726664207.1774406400,627.0000000000,0.1260023000
3726664208.0484414100,627.0937500000,0.1246799000
3726664208.9204382900,627.1875000000,0.1316504000
3726664209.7884392700,627.3125000000,0.1331811000
3726664210.6571841200,627.4062500000,0.1344943000
3726664211.5261840800,627.5000000000,0.1376170000
3726664212.3981823900,627.5937500000,0.1431650000
3726664213.2691817300,627.6875000000,0.1548154000
3726664214.1411809900,627.8125000000,0.1536748000
3726664215.0096640600,627.9062500000,0.1534604000
3726664215.8812093700,628.0000000000,0.1528068000
3726664216.7502336500,628.0937500000,0.1519909000
3726664217.6190838800,628.1875000000,0.1420192000
3726664218.4910831400,628.3125000000,0.1392703000
3726664219.3631157900,628.4062500000,0.1415812000
3726664220.2310833900,628.5000000000,0.1345474000
3726664221.1040830600,628.5937500000,0.1293527000
3726664221.9751105300,628.6875000000,0.1274820000
3726664222.8470816600,628.8125000000,0.1249699000
3726664223.7170815500,628.9062500000,0.1254846000
3726664224.5870800000,629.0000000000,0.1247657000
3726664225.4560813900,629.0937500000,0.1245962000
3726664226.3260808000,629.1875000000,0.1218063000
3726664227.1970801300,629.3125000000,0.1248821000
3726664228.0670785900,629.4062500000,0.1232901000
3726664228.9380798300,629.5000000000,0.1254274000
3726664229.8050799400,629.5937500000,0.1221556000
3726664230.6782512700,629.6875000000,0.1247350000
3726664231.5480690000,629.8125000000,0.1214694000
3726664232.4114537200,629.9062500000,0.1217247000
3726664233.2804193500,630.0000000000,0.1250863000
3726664234.1517720200,630.0937500000,0.1263822000
3726664235.0210399600,630.1875000000,0.1233840000
3726664235.8894648500,630.3125000000,0.1239110000
3726664236.7621784200,630.4062500000,0.1218635000
3726664237.6331791900,630.5000000000,0.1232350000
3726664238.5062112800,630.5937500000,0.1222720000
3726664239.3755774500,630.6875000000,0.1218329000
3726664240.2483282100,630.8125000000,0.1236373000
3726664241.1163744900,630.9062500000,0.1223833000
3726664241.9864416100,631.0000000000,0.1225977000
3726664242.8550286300,631.0937500000,0.1231533000
3726664243.7236752500,631.1875000000,0.1244389000
3726664244.5946121200,631.3125000000,0.1283397000
3726664245.4653677900,631.4062500000,0.1226713000
3726664246.3330121000,631.5000000000,0.1232901000
3726664247.2047414800,631.5937500000,0.1242285000
3726664248.0754714000,631.6875000000,0.1232411000
3726664248.9476833300,631.8125000000,0.1229266000
3726664249.8185062400,631.9062500000,0.1216470000
3726664250.6878495200,632.0000000000,0.1233759000
3726664251.5545287100,632.0937500000,0.1224548000
3726664252.4242520300,632.1875000000,0.1265272000
3726664253.2949247400,632.3125000000,0.1246574000
3726664254.1647791900,632.4062500000,0.1228326000
3726664255.0369143500,632.5000000000,0.1232002000
3726664255.9097695300,632.5937500000,0.1263352000
3726664256.7798810000,632.6875000000,0.1206637000
3726664257.6492366800,632.8125000000,0.1218880000
3726664258.5199551600,632.9062500000,0.1216348000
3726664259.3902301800,633.0000000000,0.1274707000
3726664260.2605743400,633.0937500000,0.1236230000
3726664261.1306920000,633.1875000000,0.1243021000
3726664262.0006089200,633.3125000000,0.1207586000
3726664262.8726415600,633.4062500000,0.1221617000
3726664263.7460842100,633.5000000000,0.1231655000
3726664264.6173224400,633.5937500000,0.1219595000
3726664265.4883418100,633.6875000000,0.1218737000
3726664266.3609809900,633.8125000000,0.1237598000
3726664267.2343378100,633.9062500000,0.1209527000
3726664268.1083169000,634.0000000000,0.1229082000
3726664268.9812927200,634.0937500000,0.1252089000
3726664269.8545694300,634.1875000000,0.1234902000
3726664270.7257685600,634.3125000000,0.1242449000
3726664271.5956177700,634.4062500000,0.1270541000
3726664272.4626536400,634.5000000000,0.1224466000
3726664273.3362903600,634.5937500000,0.1226059000
3726664274.2069902400,634.6875000000,0.1229490000
3726664275.0753445600,634.8125000000,0.1237680000
3726664275.9416790000,634.9062500000,0.1235842000
3726664276.8114762300,635.0000000000,0.1242816000
3726664277.6804761900,635.0937500000,0.1255928000
3726664278.5498390200,635.1875000000,0.1230205000
3726664279.4199438100,635.3125000000,0.1227407000
3726664280.2889294600,635.4062500000,0.1266395000
3726664281.1589303000,635.5000000000,0.1231798000
3726664282.0329294200,635.5937500000,0.1263230000
3726664282.8997125600,635.6875000000,0.1277659000
3726664283.7722568500,635.8125000000,0.1300482000
3726664284.6430535300,635.9062500000,0.1342022000
3726664285.5133504900,636.0000000000,0.1349160000
3726664286.3835854500,636.0937500000,0.1410665000
3726664287.2542471900,636.1875000000,0.1425972000
3726664288.1270194000,636.3125000000,0.1447406000
3726664288.9950184800,636.4062500000,0.1471669000
3726664289.8659849200,636.5000000000,0.1447202000
3726664290.7374014800,636.5937500000,0.1446630000
3726664291.6070127500,636.6875000000,0.1388679000
3726664292.4773702600,636.8125000000,0.1369716000
3726664293.3471288700,636.9062500000,0.1370574000
3726664294.2185897800,637.0000000000,0.1315074000
3726664295.0869121500,637.0937500000,0.1274575000
3726664295.9586119600,637.1875000000,0.1281682000
3726664296.8270154000,637.3125000000,0.1261330000
3726664297.6992096900,637.4062500000,0.1262658000
3726664298.5684704800,637.5000000000,0.1250475000
3726664299.4394698100,637.5937500000,0.1240498000
3726664300.3084721600,637.6875000000,0.1254111000
3726664301.1823649400,637.8125000000,0.1230450000
3726664302.0496525800,637.9062500000,0.1263087000
3726664302.9217119200,638.0000000000,0.1234004000
3726664303.7877712200,638.0937500000,0.1244552000
3726664304.6546216000,638.1875000000,0.1233371000
3726664305.5225930200,638.3125000000,0.1206381000
3726664306.3967905000,638.4062500000,0.1224119000
3726664307.2674493800,638.5000000000,0.1238456000
3726664308.1376743300,638.5937500000,0.1241591000
3726664309.0068426100,638.6875000000,0.1244042000
3726664309.8782854100,638.8125000000,0.1257051000
3726664310.7476625400,638.9062500000,0.1250169000
3726664311.6177253700,639.0000000000,0.1233187000
3726664312.4910774200,639.0937500000,0.1249556000
3726664313.3595247300,639.1875000000,0.1234739000
3726664314.2308015800,639.3125000000,0.1254948000
3726664315.1000933600,639.4062500000,0.1239293000
3726664315.9704279900,639.5000000000,0.1231308000
3726664316.8406510300,639.5937500000,0.1246881000
3726664317.7114553400,639.6875000000,0.1262106000
3726664318.5774993900,639.8125000000,0.1242102000
3726664319.4451842300,639.9062500000,0.1211875000
3726664320.3142032600,640.0000000000,0.1223588000
3726664321.1842269900,640.0937500000,0.1252068000
3726664322.0542006500,640.1875000000,0.1235127000
3726664322.9242014900,640.3125000000,0.1240784000
3726664323.7952008200,640.4062500000,0.1225222000
3726664324.6682014500,640.5000000000,0.1229858000
3726664325.5392007800,640.5937500000,0.1241918000
3726664326.4063825600,640.6875000000,0.1201286000
3726664327.2735481200,640.8125000000,0.1236720000
3726664328.1432790700,640.9062500000,0.1228510000
3726664329.0131640400,641.0000000000,0.1241152000
3726664329.8812193900,641.0937500000,0.1219534000
3726664330.7517895700,641.1875000000,0.1232778000
3726664331.6228313400,641.3125000000,0.1262923000
3726664332.4917006500,641.4062500000,0.1215306000
3726664333.3599185900,641.5000000000,0.1241581000
3726664334.2299184800,641.5937500000,0.1248862000
3726664335.1019792500,641.6875000000,0.1235250000
3726664335.9725317900,641.8125000000,0.1228796000
3726664336.8415055300,641.9062500000,0.1219942000
3726664337.7110328700,642.0000000000,0.1211242000
3726664338.5798416100,642.0937500000,0.1235801000
3726664339.4483895300,642.1875000000,0.1202246000
3726664340.3236126900,642.3125000000,0.1223363000
3726664341.1972231900,642.4062500000,0.1224630000
3726664342.0666255900,642.5000000000,0.1248045000
3726664342.9386887500,642.5937500000,0.1234371000
3726664343.8051624300,642.6875000000,0.1247350000
3726664344.6724815400,642.8125000000,0.1228959000
3726664345.5456094700,642.9062500000,0.1235352000
3726664346.4160103800,643.0000000000,0.1218431000
3726664347.2857217800,643.0937500000,0.1220126000
3726664348.1525616600,643.1875000000,0.1236781000
3726664349.0221977200,643.3125000000,0.1253151000
3726664349.8904905300,643.4062500000,0.1221311000
3726664350.7604327200,643.5000000000,0.1248372000
3726664351.6294856100,643.5937500000,0.1216123000
3726664352.4989528600,643.6875000000,0.1252048000
3726664353.3677487400,643.8125000000,0.1274421000
3726664354.2390589700,643.9062500000,0.1250557000
3726664355.1111359600,644.0000000000,0.1275361000
3726664355.9798345600,644.0937500000,0.1271889000
3726664356.8486399600,644.1875000000,0.1278823000
3726664357.7205672300,644.3125000000,0.1249474000
3726664358.5908842100,644.4062500000,0.1238905000
3726664359.4622201900,644.5000000000,0.1278986000
3726664360.3320817900,644.5937500000,0.1284255000
3726664361.2037534700,644.6875000000,0.1314911000
3726664362.0752272600,644.8125000000,0.1277965000
3726664362.9447417200,644.9062500000,0.1275279000
3726664363.8135137500,645.0000000000,0.1273686000
3726664364.6873397800,645.0937500000,0.1321752000
3726664365.5584569000,645.1875000000,0.1282846000
3726664366.4276976600,645.3125000000,0.1232554000
3726664367.2982521000,645.4062500000,0.1239069000
3726664368.1616525600,645.5000000000,0.1256255000
3726664369.0351600600,645.5937500000,0.1250843000
3726664369.9081792800,645.6875000000,0.1234617000
3726664370.7785830500,645.8125000000,0.1258062000
3726664371.6504192300,645.9062500000,0.1216532000
3726664372.5193920100,646.0000000000,0.1242081000
3726664373.3905887600,646.0937500000,0.1240253000
3726664374.2575054200,646.1875000000,0.1248208000
3726664375.1238017100,646.3125000000,0.1224977000
3726664375.9928197800,646.4062500000,0.1233412000
3726664376.8644185100,646.5000000000,0.1223271000
3726664377.7380209000,646.5937500000,0.1216450000
3726664378.6110458400,646.6875000000,0.1231778000
3726664379.4820432700,646.8125000000,0.1220841000
3726664380.3516845700,646.9062500000,0.1247800000
3726664381.2213501900,647.0000000000,0.1238967000
3726664382.0903377500,647.0937500000,0.1244124000
3726664382.9576153700,647.1875000000,0.1220433000
3726664383.8265857700,647.3125000000,0.1224711000
3726664384.6975841500,647.4062500000,0.1239008000
3726664385.5685682300,647.5000000000,0.1225671000
3726664386.4383406600,647.5937500000,0.1247616000
3726664387.3075242000,647.6875000000,0.1230552000
3726664388.1763978000,647.8125000000,0.1227142000
3726664389.0474085800,647.9062500000,0.1225794000
3726664389.9194078400,648.0000000000,0.1205952000
3726664390.7866358700,648.0937500000,0.1216246000
3726664391.6566977500,648.1875000000,0.1249862000
3726664392.5325098000,648.3125000000,0.1247105000
3726664393.4012136400,648.4062500000,0.1214326000
3726664394.2739200600,648.5000000000,0.1241795000
3726664395.1434783900,648.5937500000,0.1224681000
3726664396.0136895200,648.6875000000,0.1241918000
3726664396.8821473100,648.8125000000,0.1236291000
3726664397.7531709700,648.9062500000,0.1245431000
3726664398.6211786300,649.0000000000,0.1237108000
3726664399.4921855900,649.0937500000,0.1255663000
3726664400.3628449400,649.1875000000,0.1238211000
3726664401.2340369200,649.3125000000,0.1228224000
3726664402.1084094000,649.4062500000,0.1234188000
3726664402.9812784200,649.5000000000,0.1251619000
3726664403.8508024200,649.5937500000,0.1231022000
3726664404.7190160700,649.6875000000,0.1228837000
3726664405.5900054000,649.8125000000,0.1236659000
3726664406.4596881900,649.9062500000,0.1241458000
3726664407.3321886100,650.0000000000,0.1246554000
3726664408.1990032200,650.0937500000,0.1235781000
3726664409.0683102600,650.1875000000,0.1240008000
3726664409.9350433300,650.3125000000,0.1215899000
3726664410.8020415300,650.4062500000,0.1264761000
3726664411.6720414200,650.5000000000,0.1251946000
3726664412.5420417800,650.5937500000,0.1240417000
3726664413.4142966300,650.6875000000,0.1259441000
3726664414.2802743900,650.8125000000,0.1217675000
3726664415.1501278900,650.9062500000,0.1227448000
3726664416.0187592500,651.0000000000,0.1243552000
3726664416.8890113800,651.0937500000,0.1265599000
3726664417.7581210100,651.1875000000,0.1266558000
3726664418.6284318000,651.3125000000,0.1247391000
3726664419.5015358900,651.4062500000,0.1241356000
3726664420.3718304600,651.5000000000,0.1237312000
3726664421.2418017400,651.5937500000,0.1216858000
3726664422.1098337200,651.6875000000,0.1245594000
3726664422.9818010300,651.8125000000,0.1244716000
3726664423.8551526100,651.9062500000,0.1228755000
3726664424.7237873100,652.0000000000,0.1222761000
3726664425.5944528600,652.0937500000,0.1244205000
3726664426.4624314300,652.1875000000,0.1239232000
3726664427.3359870900,652.3125000000,0.1211671000
3726664428.2074360800,652.4062500000,0.1239375000
3726664429.0797128700,652.5000000000,0.1277536000
3726664429.9511375400,652.5937500000,0.1244838000
3726664430.8194513300,652.6875000000,0.1298480000
3726664431.6863622700,652.8125000000,0.1261841000
3726664432.5563154200,652.9062500000,0.1242388000
3726664433.4288888000,653.0000000000,0.1280559000
3726664434.2957544300,653.0937500000,0.1260554000
3726664435.1643486000,653.1875000000,0.1266170000
3726664436.0325493800,653.3125000000,0.1294007000
3726664436.9020290400,653.4062500000,0.1237455000
3726664437.7731189700,653.5000000000,0.1244144000
3726664438.6421799600,653.5937500000,0.1298889000
3726664439.5125775300,653.6875000000,0.1253477000
3726664440.3815503100,653.8125000000,0.1253437000
3726664441.2515592600,653.9062500000,0.1245921000
3726664442.1243705700,654.0000000000,0.1234371000
3726664442.9988622700,654.0937500000,0.1207995000
3726664443.8638119700,654.1875000000,0.1247963000
3726664444.7333097400,654.3125000000,0.1195955000
3726664445.6026606600,654.4062500000,0.1207872000
3726664446.4697361000,654.5000000000,0.1206524000
3726664447.3393726300,654.5937500000,0.1220392000
3726664448.2106671300,654.6875000000,0.1238415000
3726664449.0800328200,654.8125000000,0.1253110000
3726664449.9458518000,654.9062500000,0.1232002000
3726664450.8155546200,655.0000000000,0.1229633000
3726664451.6864304500,655.0937500000,0.1247943000
3726664452.5556254400,655.1875000000,0.1218697000
3726664453.4222855600,655.3125000000,0.1231635000
3726664454.2945160900,655.4062500000,0.1221515000
3726664455.1637320500,655.5000000000,0.1232493000
3726664456.0324206300,655.5937500000,0.1259278000
3726664456.9035081900,655.6875000000,0.1231737000
3726664457.7740345000,655.8125000000,0.1225242000
3726664458.6399846100,655.9062500000,0.1240692000
3726664459.5110487900,656.0000000000,0.1217042000
3726664460.3802738200,656.0937500000,0.1238558000
3726664461.2477026000,656.1875000000,0.1243572000
3726664462.1169433600,656.3125000000,0.1184059000
3726664462.9891614900,656.4062500000,0.1242408000
3726664463.8579654700,656.5000000000,0.1217859000
3726664464.7296414400,656.5937500000,0.1219432000
3726664465.5984191900,656.6875000000,0.1229245000
3726664466.4698829600,656.8125000000,0.1229715000
3726664467.3421993200,656.9062500000,0.1260146000
3726664468.2101159100,657.0000000000,0.1238824000
3726664469.0792741800,657.0937500000,0.1241622000
3726664469.9500064800,657.1875000000,0.1221638000
3726664470.8208551400,657.3125000000,0.1252027000
3726664471.6912465100,657.4062500000,0.1226427000
3726664472.5606112500,657.5000000000,0.1223169000
3726664473.4279065100,657.5937500000,0.1236884000
3726664474.2979016300,657.6875000000,0.1206892000
3726664475.1657786400,657.8125000000,0.1223200000
3726664476.0364575400,657.9062500000,0.1230266000
3726664476.9071855500,658.0000000000,0.1234780000
3726664477.7767729700,658.0937500000,0.1209710000
3726664478.6476936300,658.1875000000,0.1273359000
3726664479.5200362200,658.3125000000,0.1247555000
3726664480.3897485700,658.4062500000,0.1230042000
3726664481.2597889900,658.5000000000,0.1236250000
3726664482.1313777000,658.5937500000,0.1227856000
3726664482.9999790200,658.6875000000,0.1213264000
3726664483.8711743300,658.8125000000,0.1265027000
3726664484.7427582700,658.9062500000,0.1239293000
3726664485.6113376600,659.0000000000,0.1227530000
3726664486.4806351600,659.0937500000,0.1249086000
3726664487.3533701900,659.1875000000,0.1217553000
3726664488.2253904300,659.3125000000,0.1229919000
3726664489.0978622400,659.4062500000,0.1236986000
3726664489.9676528000,659.5000000000,0.1254172000
3726664490.8385911000,659.5937500000,0.1207362000
3726664491.7072281800,659.6875000000,0.1239784000
3726664492.5779709800,659.8125000000,0.1211855000
3726664493.4463682200,659.9062500000,0.1205289000
3726664494.3154969200,660.0000000000,0.1217063000
3726664495.1880254700,660.0937500000,0.1230675000
3726664496.0559182200,660.1875000000,0.1230818000
3726664496.9254527100,660.3125000000,0.1207157000
3726664497.7967991800,660.4062500000,0.1249331000
3726664498.6673216800,660.5000000000,0.1200183000
3726664499.5373449300,660.5937500000,0.1217635000
3726664500.4082984900,660.6875000000,0.1206504000
3726664501.2758879600,660.8125000000,0.1236332000
3726664502.1449327500,660.9062500000,0.1254784000
3726664503.0113353700,661.0000000000,0.1243511000
3726664503.8823094400,661.0937500000,0.1247024000
3726664504.7553072000,661.1875000000,0.1234126000
3726664505.6207871400,661.3125000000,0.1240407000
3726664506.4909782400,661.4062500000,0.1255418000
3726664507.3597607600,661.5000000000,0.1239824000
3726664508.2277421900,661.5937500000,0.1311816000
3726664509.0959234200,661.6875000000,0.1295274000
3726664509.9639320400,661.8125000000,0.1348058000
3726664510.8342919300,661.9062500000,0.1296601000
3726664511.6993346200,662.0000000000,0.1357391000
3726664512.5696353900,662.0937500000,0.1383461000
3726664513.4431791300,662.1875000000,0.1410726000
3726664514.3130621900,662.3125000000,0.1397952000
3726664515.1825289700,662.4062500000,0.1435438000
3726664516.0544734000,662.5000000000,0.1414525000
3726664516.9224143000,662.5937500000,0.1418150000
3726664517.7905216200,662.6875000000,0.1367000000
3726664518.6560449600,662.8125000000,0.1365152000
3726664519.5250992800,662.9062500000,0.1324448000
3726664520.3965673400,663.0000000000,0.1282642000
3726664521.2685327500,663.0937500000,0.1277005000
3726664522.1382784800,663.1875000000,0.1250251000
3726664523.0067906400,663.3125000000,0.1227877000
3726664523.8787369700,663.4062500000,0.1246248000
3726664524.7503042200,663.5000000000,0.1250312000
3726664525.6211032900,663.5937500000,0.1234555000
3726664526.4895367600,663.6875000000,0.1224476000
3726664527.3575358400,663.8125000000,0.1233044000
3726664528.2308130300,663.9062500000,0.1209506000
3726664529.1018233300,664.0000000000,0.1234269000
3726664529.9720406500,664.0937500000,0.1234269000
3726664530.8376030900,664.1875000000,0.1221678000
3726664531.7070217100,664.3125000000,0.1211651000
3726664532.5753488500,664.4062500000,0.1254703000
3726664533.4471502300,664.5000000000,0.1224507000
3726664534.3204793900,664.5937500000,0.1213141000
3726664535.1875257500,664.6875000000,0.1237925000
3726664536.0597262400,664.8125000000,0.1239845000
3726664536.9312081300,664.9062500000,0.1227816000
3726664537.7965574300,665.0000000000,0.1228306000
3726664538.6663880300,665.0937500000,0.1261146000
3726664539.5356349900,665.1875000000,0.1261575000
3726664540.4041447600,665.3125000000,0.1230430000
3726664541.2718377100,665.4062500000,0.1217022000
3726664542.1399326300,665.5000000000,0.1230164000
3726664543.0105013800,665.5937500000,0.1231676000
3726664543.8805336900,665.6875000000,0.1224088000
3726664544.7481846800,665.8125000000,0.1244430000
3726664545.6189632400,665.9062500000,0.1221913000
3726664546.4881262800,666.0000000000,0.1254131000
3726664547.3558678600,666.0937500000,0.1217430000
3726664548.2274317700,666.1875000000,0.1229490000
3726664549.0975799600,666.3125000000,0.1248372000
3726664549.9689784000,666.4062500000,0.1215184000
3726664550.8374600400,666.5000000000,0.1258011000
3726664551.7055425600,666.5937500000,0.1207648000
3726664552.5721273400,666.6875000000,0.1213999000
3726664553.4423022300,666.8125000000,0.1220841000
3726664554.3162398300,666.9062500000,0.1237823000
3726664555.1839447000,667.0000000000,0.1203737000
3726664556.0519399600,667.0937500000,0.1231206000
3726664556.9224615100,667.1875000000,0.1242224000
3726664557.7896752300,667.3125000000,0.1241928000
3726664558.6617345800,667.4062500000,0.1235270000
3726664559.5289702400,667.5000000000,0.1242142000
3726664560.3979725800,667.5937500000,0.1249209000
3726664561.2661657300,667.6875000000,0.1236189000
3726664562.1349840200,667.8125000000,0.1264169000
3726664563.0035162000,667.9062500000,0.1254294000
3726664563.8731470100,668.0000000000,0.1225222000
3726664564.7374358200,668.0937500000,0.1243205000
3726664565.6103038800,668.1875000000,0.1236414000
3726664566.4796953200,668.3125000000,0.1216001000
3726664567.3541240700,668.4062500000,0.1224915000
3726664568.2260584800,668.5000000000,0.1230144000
3726664569.0949606900,668.5937500000,0.1223312000
3726664569.9637742000,668.6875000000,0.1259941000
3726664570.8333888000,668.8125000000,0.1241019000
3726664571.7050385500,668.9062500000,0.1227489000
3726664572.5751094800,669.0000000000,0.1207117000
3726664573.4447174100,669.0937500000,0.1228939000
3726664574.3137798300,669.1875000000,0.1233840000
3726664575.1836733800,669.3125000000,0.1234596000
3726664576.0552649500,669.4062500000,0.1253722000
