Time[s],Wavelength [nm],Voltage [V]
3726699849.8066577900,660.0937500000,0.1128947000
3726699850.6882200200,660.1875000000,0.1114497000
3726699851.5719823800,660.3125000000,0.1088509000
3726699852.4566369000,660.4062500000,0.1092838000
3726699853.3369321800,660.5000000000,0.1106920000
3726699854.2203254700,660.5937500000,0.1091286000
3726699855.1051921800,660.6875000000,0.1123616000
3726699855.9876942600,660.8125000000,0.1115192000
3726699856.8606991800,660.9062500000,0.1074222000
3726699857.7389774300,661.0000000000,0.1095473000
3726699858.6222767800,661.0937500000,0.1076551000
3726699859.5018777800,661.1875000000,0.1100722000
3726699860.3856983200,661.3125000000,0.1084669000
3726699861.2670288100,661.4062500000,0.1130437000
3726699862.1489296000,661.5000000000,0.1111413000
3726699863.0338177700,661.5937500000,0.1134890000
3726699863.9191079100,661.6875000000,0.1186162000
3726699864.8025174100,661.8125000000,0.1166730000
3726699865.6797208800,661.9062500000,0.1210466000
3726699866.5640878700,662.0000000000,0.1201000000
3726699867.4463086100,662.0937500000,0.1276362000
3726699868.3328838300,662.1875000000,0.1284092000
3726699869.2150325800,662.3125000000,0.1299072000
3726699870.0965080200,662.4062500000,0.1266395000
3726699870.9812336000,662.5000000000,0.1285256000
3726699871.8621888200,662.5937500000,0.1209935000
3726699872.7459263800,662.6875000000,0.1197610000
3726699873.6302018200,662.8125000000,0.1200877000
3726699874.5179958300,662.9062500000,0.1182200000
3726699875.3972888000,663.0000000000,0.1117898000
3726699876.2765207300,663.0937500000,0.1145295000
3726699877.1588425600,663.1875000000,0.1121390000
3726699878.0388617500,663.3125000000,0.1085077000
3726699878.9189815500,663.4062500000,0.1131459000
3726699879.7991342500,663.5000000000,0.1122105000
3726699880.6829848300,663.5937500000,0.1103285000
3726699881.5630846000,663.6875000000,0.1132602000
3726699882.4475216900,663.8125000000,0.1074896000
3726699883.3319344500,663.9062500000,0.1104714000
3726699884.2153534900,664.0000000000,0.1088774000
3726699885.0994534500,664.0937500000,0.1095452000
3726699885.9833917600,664.1875000000,0.1110964000
3726699886.8644471200,664.3125000000,0.1127640000
3726699887.7450985900,664.4062500000,0.1101345000
3726699888.6258072800,664.5000000000,0.1102468000
3726699889.5095534300,664.5937500000,0.1099976000
3726699890.3936758000,664.6875000000,0.1119062000
3726699891.2697157800,664.8125000000,0.1097148000
3726699892.1488943100,664.9062500000,0.1112291000
3726699893.0239687000,665.0000000000,0.1105348000
3726699893.9081549600,665.0937500000,0.1099496000
3726699894.7903647400,665.1875000000,0.1102835000
3726699895.6738600700,665.3125000000,0.1109861000
3726699896.5577096900,665.4062500000,0.1102468000
3726699897.4361825000,665.5000000000,0.1107676000
3726699898.3176770200,665.5937500000,0.1099660000
3726699899.2069134700,665.6875000000,0.1100650000
3726699900.0897197700,665.8125000000,0.1106552000
3726699900.9740238200,665.9062500000,0.1118214000
3726699901.8555088000,666.0000000000,0.1088794000
3726699902.7356281300,666.0937500000,0.1088509000
3726699903.6223926500,666.1875000000,0.1100957000
3726699904.5009145700,666.3125000000,0.1127762000
3726699905.3820238100,666.4062500000,0.1097188000
3726699906.2668957700,666.5000000000,0.1101896000
3726699907.1490678800,666.5937500000,0.1096637000
3726699908.0331320800,666.6875000000,0.1100272000
3726699908.9212398500,666.8125000000,0.1077735000
3726699909.8022174800,666.9062500000,0.1127456000
3726699910.6859369300,667.0000000000,0.1130744000
3726699911.5718832000,667.0937500000,0.1118204000
3726699912.4546952200,667.1875000000,0.1085670000
3726699913.3323617000,667.3125000000,0.1113047000
3726699914.2161536200,667.4062500000,0.1083668000
3726699915.1030178100,667.5000000000,0.1105531000
3726699915.9889974600,667.5937500000,0.1108350000
3726699916.8713350300,667.6875000000,0.1104347000
3726699917.7594151500,667.8125000000,0.1120941000
3726699918.6421504000,667.9062500000,0.1110678000
3726699919.5245537700,668.0000000000,0.1122146000
3726699920.4051022500,668.0937500000,0.1096617000
3726699921.2844858200,668.1875000000,0.1119103000
3726699922.1639080000,668.3125000000,0.1119572000
3726699923.0458440800,668.4062500000,0.1113374000
3726699923.9304800000,668.5000000000,0.1113823000
3726699924.8139534000,668.5937500000,0.1082177000
3726699925.7002382300,668.6875000000,0.1115723000
3726699926.5808191300,668.8125000000,0.1116999000
3726699927.4672718000,668.9062500000,0.1111679000
3726699928.3485369700,669.0000000000,0.1099598000
3726699929.2272968300,669.0937500000,0.1076612000
3726699930.1121974000,669.1875000000,0.1101835000
3726699930.9973855000,669.3125000000,0.1117581000
3726699931.8788909900,669.4062500000,0.1112394000
3726699932.7548718400,669.5000000000,0.1099057000
3726699933.6369414300,669.5937500000,0.1120879000
3726699934.5230336200,669.6875000000,0.1093533000
3726699935.4078064000,669.8125000000,0.1110719000
3726699936.2928319000,669.9062500000,0.1087692000
3726699937.1755762100,670.0000000000,0.1127987000
3726699938.0590319600,670.0937500000,0.1114415000
3726699938.9474887800,670.1875000000,0.1115396000
3726699939.8327026400,670.3125000000,0.1129600000
3726699940.7189030600,670.4062500000,0.1106328000
3726699941.6044287700,670.5000000000,0.1113170000
3726699942.4911847100,670.5937500000,0.1138658000
3726699943.3719248800,670.6875000000,0.1168343000
3726699944.2605376200,670.8125000000,0.1220371000
3726699945.1441745700,670.9062500000,0.1221025000
3726699946.0311751400,671.0000000000,0.1247207000
3726699946.9143295300,671.0937500000,0.1248269000
3726699947.7978463200,671.1875000000,0.1226468000
3726699948.6892738300,671.3125000000,0.1253682000
3726699949.5689630500,671.4062500000,0.1260513000
3726699950.4520654700,671.5000000000,0.1268723000
3726699951.3362193100,671.5937500000,0.1278455000
3726699952.2162303900,671.6875000000,0.1239416000
3726699953.0931329700,671.8125000000,0.1234923000
3726699953.9782238000,671.9062500000,0.1184508000
3726699954.8630662000,672.0000000000,0.1186183000
3726699955.7443790400,672.0937500000,0.1146194000
3726699956.6312766100,672.1875000000,0.1080595000
3726699957.5130777300,672.3125000000,0.1104817000
3726699958.3932561900,672.4062500000,0.1130764000
3726699959.2747287700,672.5000000000,0.1121962000
3726699960.1523337400,672.5937500000,0.1099027000
3726699961.0359735500,672.6875000000,0.1101651000
3726699961.9166960700,672.8125000000,0.1098924000
3726699962.8003253900,672.9062500000,0.1067769000
3726699963.6826000200,673.0000000000,0.1126639000
3726699964.5650959000,673.0937500000,0.1111148000
3726699965.4466648100,673.1875000000,0.1082627000
3726699966.3235216100,673.3125000000,0.1111352000
3726699967.2083063100,673.4062500000,0.1074059000
3726699968.0947613700,673.5000000000,0.1100701000
3726699968.9759264000,673.5937500000,0.1119634000
3726699969.8630976700,673.6875000000,0.1100568000
3726699970.7492623300,673.8125000000,0.1126046000
3726699971.6288318600,673.9062500000,0.1123187000
3726699972.5045113600,674.0000000000,0.1101651000
3726699973.3825454700,674.0937500000,0.1077286000
3726699974.2700138100,674.1875000000,0.1073855000
3726699975.1534743300,674.3125000000,0.1100058000
3726699976.0381951300,674.4062500000,0.1092001000
3726699976.9186801900,674.5000000000,0.1103326000
3726699977.8005743000,674.5937500000,0.1115294000
3726699978.6842503500,674.6875000000,0.1100426000
3726699979.5664062500,674.8125000000,0.1085629000
3726699980.4506368600,674.9062500000,0.1096351000
3726699981.3350143400,675.0000000000,0.1117938000
3726699982.2132873500,675.0937500000,0.1097760000
3726699983.0958790800,675.1875000000,0.1071894000
3726699983.9743680900,675.3125000000,0.1081166000
3726699984.8564105000,675.4062500000,0.1123289000
3726699985.7362289400,675.5000000000,0.1090776000
3726699986.6215105000,675.5937500000,0.1087263000
3726699987.5023598700,675.6875000000,0.1078287000
3726699988.3860178000,675.8125000000,0.1095779000
3726699989.2686920200,675.9062500000,0.1110106000
3726699990.1556553800,676.0000000000,0.1081064000
3726699991.0352330200,676.0937500000,0.1077163000
3726699991.9183321000,676.1875000000,0.1107472000
3726699992.8013877900,676.3125000000,0.1098026000
3726699993.6844477600,676.4062500000,0.1108411000
3726699994.5702519400,676.5000000000,0.1103081000
3726699995.4511790300,676.5937500000,0.1094268000
3726699996.3361177400,676.6875000000,0.1074406000
3726699997.2151269900,676.8125000000,0.1078879000
3726699998.0961976000,676.9062500000,0.1106961000
3726699998.9736542700,677.0000000000,0.1118510000
3726699999.8572664200,677.0937500000,0.1080288000
3726700000.7453517900,677.1875000000,0.1107676000
3726700001.6270136800,677.3125000000,0.1120655000
3726700002.5111041100,677.4062500000,0.1086364000
3726700003.3947095900,677.5000000000,0.1119603000
3726700004.2778554000,677.5937500000,0.1113823000
3726700005.1609959600,677.6875000000,0.1104919000
3726700006.0468626000,677.8125000000,0.1114334000
3726700006.9300785100,677.9062500000,0.1108084000
3726700007.8085479700,678.0000000000,0.1108493000
3726700008.6875886900,678.0937500000,0.1118449000
3726700009.5678753800,678.1875000000,0.1108023000
3726700010.4523582400,678.3125000000,0.1108962000
3726700011.3373079300,678.4062500000,0.1081667000
3726700012.2222142200,678.5000000000,0.1091184000
3726700013.0968713800,678.5937500000,0.1104531000
3726700013.9832401300,678.6875000000,0.1104959000
3726700014.8688144700,678.8125000000,0.1071772000
3726700015.7488832500,678.9062500000,0.1083341000
3726700016.6310224500,679.0000000000,0.1087242000
3726700017.5126423800,679.0937500000,0.1095943000
3726700018.3919258100,679.1875000000,0.1122983000
3726700019.2776942200,679.3125000000,0.1120083000
3726700020.1643261900,679.4062500000,0.1106981000
3726700021.0497880000,679.5000000000,0.1110412000
3726700021.9308271400,679.5937500000,0.1113905000
3726700022.8114447600,679.6875000000,0.1105102000
3726700023.7007269800,679.8125000000,0.1126149000
3726700024.5842413900,679.9062500000,0.1118061000
3726700025.4698977500,680.0000000000,0.1127578000
3726700026.3493318500,680.0937500000,0.1115457000
3726700027.2328333800,680.1875000000,0.1117275000
3726700028.1166448600,680.3125000000,0.1128967000
3726700028.9995574900,680.4062500000,0.1102938000
3726700029.8790993700,680.5000000000,0.1129743000
3726700030.7632150600,680.5937500000,0.1130397000
3726700031.6481046700,680.6875000000,0.1106818000
3726700032.5299778000,680.8125000000,0.1122289000
3726700033.4076786000,680.9062500000,0.1116172000
3726700034.2888407700,681.0000000000,0.1120369000
3726700035.1731033300,681.0937500000,0.1111720000
3726700036.0546197900,681.1875000000,0.1110637000
3726700036.9383440000,681.3125000000,0.1076837000
3726700037.8119878800,681.4062500000,0.1111474000
3726700038.6985263800,681.5000000000,0.1097005000
3726700039.5818734200,681.5937500000,0.1114518000
3726700040.4621806100,681.6875000000,0.1110372000
3726700041.3429718000,681.8125000000,0.1098373000
3726700042.2205896400,681.9062500000,0.1058670000
3726700043.0960559800,682.0000000000,0.1078573000
3726700043.9774489400,682.0937500000,0.1104286000
3726700044.8630609500,682.1875000000,0.1085057000
3726700045.7497730200,682.3125000000,0.1121145000
3726700046.6376409500,682.4062500000,0.1114824000
3726700047.5171408600,682.5000000000,0.1114375000
3726700048.4008703200,682.5937500000,0.1120941000
3726700049.2822022400,682.6875000000,0.1103591000
3726700050.1667408900,682.8125000000,0.1099221000
3726700051.0552129700,682.9062500000,0.1099854000
3726700051.9369416200,683.0000000000,0.1084689000
3726700052.8233408900,683.0937500000,0.1097781000
3726700053.7037262900,683.1875000000,0.1110208000
3726700054.5893821700,683.3125000000,0.1104612000
3726700055.4651856400,683.4062500000,0.1103183000
3726700056.3471121800,683.5000000000,0.1135451000
3726700057.2327055900,683.5937500000,0.1118909000
3726700058.1121177700,683.6875000000,0.1111025000
3726700058.9969697000,683.8125000000,0.1117009000
3726700059.8770737600,683.9062500000,0.1123432000
3726700060.7588310200,684.0000000000,0.1103203000
3726700061.6451625800,684.0937500000,0.1105348000
3726700062.5295577000,684.1875000000,0.1117775000
3726700063.4131193200,684.3125000000,0.1093778000
3726700064.2950482400,684.4062500000,0.1111801000
3726700065.1768598500,684.5000000000,0.1111127000
3726700066.0620222100,684.5937500000,0.1102876000
3726700066.9400687200,684.6875000000,0.1089959000
3726700067.8257670400,684.8125000000,0.1090142000
3726700068.7073674200,684.9062500000,0.1113292000
3726700069.5919742600,685.0000000000,0.1084465000
3726700070.4724006600,685.0937500000,0.1100630000
3726700071.3580617900,685.1875000000,0.1111066000
3726700072.2391448000,685.3125000000,0.1097413000
3726700073.1140942600,685.4062500000,0.1134451000
3726700074.0010857600,685.5000000000,0.1119205000
3726700074.8856735200,685.5937500000,0.1093574000
3726700075.7709717700,685.6875000000,0.1102815000
3726700076.6548600200,685.8125000000,0.1105368000
3726700077.5363264100,685.9062500000,0.1101120000
3726700078.4211463900,686.0000000000,0.1098771000
3726700079.3065934200,686.0937500000,0.1093533000
3726700080.1915392900,686.1875000000,0.1095555000
3726700081.0741415000,686.3125000000,0.1102447000
3726700081.9573502500,686.4062500000,0.1101692000
3726700082.8415126800,686.5000000000,0.1096065000
3726700083.7251687000,686.5937500000,0.1098679000
3726700084.6077446900,686.6875000000,0.1133133000
3726700085.4904079400,686.8125000000,0.1107083000
3726700086.3766870500,686.9062500000,0.1095595000
3726700087.2634730300,687.0000000000,0.1097699000
3726700088.1488637900,687.0937500000,0.1103387000
3726700089.0330858200,687.1875000000,0.1103612000
3726700089.9161248200,687.3125000000,0.1094962000
3726700090.8002495800,687.4062500000,0.1094595000
3726700091.6841921800,687.5000000000,0.1081677000
3726700092.5634455700,687.5937500000,0.1125536000
3726700093.4435911200,687.6875000000,0.1116458000
3726700094.3221921900,687.8125000000,0.1109044000
3726700095.2105593700,687.9062500000,0.1114824000
3726700096.0861454000,688.0000000000,0.1098679000
3726700096.9736456900,688.0937500000,0.1083444000
3726700097.8584904700,688.1875000000,0.1130172000
3726700098.7388272300,688.3125000000,0.1118633000
3726700099.6173143400,688.4062500000,0.1097965000
3726700100.5019168800,688.5000000000,0.1106655000
3726700101.3849711400,688.5937500000,0.1104878000
3726700102.2688393600,688.6875000000,0.1113313000
3726700103.1528320300,688.8125000000,0.1142273000
3726700104.0385823200,688.9062500000,0.1111250000
3726700104.9249181700,689.0000000000,0.1133960000
3726700105.8096103700,689.0937500000,0.1113068000
3726700106.6873760200,689.1875000000,0.1143457000
3726700107.5697383900,689.3125000000,0.1115437000
3726700108.4507985100,689.4062500000,0.1118653000
3726700109.3293786000,689.5000000000,0.1166730000
3726700110.2053256000,689.5937500000,0.1150177000
3726700111.0904574400,689.6875000000,0.1127394000
3726700111.9780736000,689.8125000000,0.1161093000
3726700112.8638615600,689.9062500000,0.1128436000
3726700113.7451410300,690.0000000000,0.1126435000
3726700114.6273007400,690.0937500000,0.1151473000
3726700115.5127711300,690.1875000000,0.1106226000
3726700116.3962922100,690.3125000000,0.1138433000
3726700117.2776269900,690.4062500000,0.1122717000
3726700118.1597456900,690.5000000000,0.1120083000
3726700119.0421400100,690.5937500000,0.1094247000
3726700119.9230065300,690.6875000000,0.1097862000
3726700120.7997760800,690.8125000000,0.1098557000
3726700121.6844511000,690.9062500000,0.1091960000
3726700122.5615553800,691.0000000000,0.1100211000
3726700123.4405822700,691.0937500000,0.1109800000
3726700124.3271598800,691.1875000000,0.1096698000
3726700125.2076792700,691.3125000000,0.1087344000
3726700126.0857906300,691.4062500000,0.1105266000
3726700126.9692792900,691.5000000000,0.1117091000
3726700127.8534607900,691.5937500000,0.1122595000
3726700128.7338042200,691.6875000000,0.1102039000
3726700129.6168217600,691.8125000000,0.1085077000
3726700130.4952898000,691.9062500000,0.1115334000
3726700131.3780808400,692.0000000000,0.1090653000
3726700132.2556495700,692.0937500000,0.1123902000
3726700133.1311821900,692.1875000000,0.1100834000
3726700134.0132327100,692.3125000000,0.1123351000
3726700134.9066176400,692.4062500000,0.1139311000
3726700135.7864394200,692.5000000000,0.1124515000
3726700136.6721010200,692.5937500000,0.1117928000
3726700137.5559110600,692.6875000000,0.1132827000
3726700138.4374613800,692.8125000000,0.1104755000
3726700139.3237128200,692.9062500000,0.1129478000
3726700140.2065234200,693.0000000000,0.1113333000
3726700141.0937070800,693.0937500000,0.1118163000
3726700141.9782094900,693.1875000000,0.1115416000
3726700142.8616352100,693.3125000000,0.1124903000
3726700143.7361369100,693.4062500000,0.1116856000
3726700144.6216983800,693.5000000000,0.1104959000
3726700145.5004181800,693.5937500000,0.1090653000
3726700146.3827686300,693.6875000000,0.1094370000
3726700147.2674064600,693.8125000000,0.1090898000
3726700148.1448450100,693.9062500000,0.1098383000
3726700149.0275440200,694.0000000000,0.1112230000
3726700149.9131217000,694.0937500000,0.1076796000
3726700150.7902102500,694.1875000000,0.1115008000
3726700151.6752071400,694.3125000000,0.1124801000
3726700152.5560655600,694.4062500000,0.1106410000
3726700153.4365744600,694.5000000000,0.1116213000
3726700154.3216753000,694.5937500000,0.1130785000
3726700155.2060480100,694.6875000000,0.1142314000
3726700156.0888013800,694.8125000000,0.1133093000
3726700156.9617314300,694.9062500000,0.1089040000
3726700157.8397345500,695.0000000000,0.1084138000
3726700158.7193322200,695.0937500000,0.1082218000
3726700159.6012697200,695.1875000000,0.1079757000
3726700160.4831681200,695.3125000000,0.1099272000
3726700161.3677454000,695.4062500000,0.1134114000
3726700162.2505297600,695.5000000000,0.1080840000
3726700163.1337337500,695.5937500000,0.1106491000
3726700164.0130829800,695.6875000000,0.1093859000
3726700164.8950672100,695.8125000000,0.1095432000
3726700165.7790989900,695.9062500000,0.1098547000
3726700166.6630191800,696.0000000000,0.1085915000
3726700167.5468640300,696.0937500000,0.1100834000
3726700168.4310336100,696.1875000000,0.1110719000
3726700169.3125982300,696.3125000000,0.1109473000
3726700170.1960878400,696.4062500000,0.1105388000
3726700171.0772481000,696.5000000000,0.1101059000
3726700171.9615678800,696.5937500000,0.1084710000
3726700172.8430151900,696.6875000000,0.1070689000
3726700173.7217054400,696.8125000000,0.1088243000
3726700174.6029510500,696.9062500000,0.1088754000
3726700175.4850578300,697.0000000000,0.1138127000
3726700176.3700494800,697.0937500000,0.1104939000
3726700177.2588872900,697.1875000000,0.1107124000
3726700178.1371951100,697.3125000000,0.1087855000
3726700179.0165247900,697.4062500000,0.1111903000
3726700179.8996129000,697.5000000000,0.1111801000
3726700180.7848920800,697.5937500000,0.1094860000
3726700181.6678094900,697.6875000000,0.1111536000
3726700182.5505023000,697.8125000000,0.1114538000
3726700183.4397583000,697.9062500000,0.1087916000
3726700184.3281159400,698.0000000000,0.1103448000
3726700185.2151041000,698.0937500000,0.1104347000
3726700186.0939216600,698.1875000000,0.1128824000
3726700186.9794478400,698.3125000000,0.1098843000
3726700187.8614678400,698.4062500000,0.1117510000
3726700188.7379522300,698.5000000000,0.1120185000
3726700189.6169185600,698.5937500000,0.1124801000
3726700190.5018167500,698.6875000000,0.1130397000
3726700191.3798031800,698.8125000000,0.1135002000
3726700192.2612834000,698.9062500000,0.1141313000
3726700193.1379480400,699.0000000000,0.1157049000
3726700194.0211567900,699.0937500000,0.1198855000
3726700194.9034113900,699.1875000000,0.1221597000
3726700195.7850742300,699.3125000000,0.1192769000
3726700196.6702737800,699.4062500000,0.1218758000
3726700197.5501070000,699.5000000000,0.1223649000
3726700198.4327936200,699.5937500000,0.1200836000
3726700199.3133130100,699.6875000000,0.1199734000
3726700200.1964535700,699.8125000000,0.1199141000
3726700201.0837407100,699.9062500000,0.1207586000
3726700201.9717912700,700.0000000000,0.1180975000
3726700202.8560137700,700.0937500000,0.1124801000
3726700203.7378525700,700.1875000000,0.1121084000
3726700204.6205248800,700.3125000000,0.1107369000
3726700205.5025110200,700.4062500000,0.1114109000
3726700206.3853144600,700.5000000000,0.1118878000
3726700207.2663998600,700.5937500000,0.1104081000
3726700208.1476144800,700.6875000000,0.1127864000
3726700209.0331678400,700.8125000000,0.1152801000
3726700209.9160976400,700.9062500000,0.1087794000
3726700210.8007464400,701.0000000000,0.1093083000
3726700211.6828289000,701.0937500000,0.1082851000
3726700212.5622630100,701.1875000000,0.1111413000
3726700213.4407663300,701.3125000000,0.1080472000
3726700214.3217425300,701.4062500000,0.1093002000
3726700215.2049818000,701.5000000000,0.1112189000
3726700216.0873489400,701.5937500000,0.1101794000
3726700216.9709234200,701.6875000000,0.1134420000
3726700217.8485422100,701.8125000000,0.1100793000
3726700218.7254567100,701.9062500000,0.1082218000
3726700219.6068110500,702.0000000000,0.1123984000
3726700220.4883365600,702.0937500000,0.1093083000
3726700221.3730602300,702.1875000000,0.1117765000
3726700222.2535343200,702.3125000000,0.1110453000
3726700223.1371097600,702.4062500000,0.1134042000
3726700224.0255856500,702.5000000000,0.1137535000
3726700224.9072456400,702.5937500000,0.1125168000
3726700225.7894253700,702.6875000000,0.1156518000
3726700226.6727671600,702.8125000000,0.1142518000
3726700227.5570726400,702.9062500000,0.1141701000
3726700228.4404902400,703.0000000000,0.1129518000
3726700229.3239264500,703.0937500000,0.1132255000
3726700230.2109575300,703.1875000000,0.1151045000
3726700231.0955295600,703.3125000000,0.1151933000
3726700231.9797344200,703.4062500000,0.1148767000
3726700232.8587741800,703.5000000000,0.1113987000
3726700233.7399296800,703.5937500000,0.1125066000
3726700234.6225233100,703.6875000000,0.1129028000
3726700235.5028839100,703.8125000000,0.1129764000
3726700236.3861169800,703.9062500000,0.1124270000
3726700237.2712001800,704.0000000000,0.1113170000
3726700238.1533975600,704.0937500000,0.1138249000
3726700239.0398335400,704.1875000000,0.1118163000
3726700239.9241566600,704.3125000000,0.1137575000
3726700240.8057112700,704.4062500000,0.1113272000
3726700241.6879577600,704.5000000000,0.1107982000
3726700242.5691490200,704.5937500000,0.1092307000
3726700243.4537878000,704.6875000000,0.1086936000
3726700244.3359575300,704.8125000000,0.1120696000
3726700245.2191696200,704.9062500000,0.1132664000
3726700246.0971584300,705.0000000000,0.1076265000
3726700246.9790630300,705.0937500000,0.1106205000
3726700247.8628773700,705.1875000000,0.1103346000
3726700248.7501993200,705.3125000000,0.1093145000
3726700249.6384239200,705.4062500000,0.1079533000
3726700250.5240154300,705.5000000000,0.1110045000
3726700251.4061465300,705.5937500000,0.1092573000
3726700252.2896528200,705.6875000000,0.1113578000
3726700253.1649398800,705.8125000000,0.1127190000
3726700254.0476656000,705.9062500000,0.1150646000
3726700254.9360418300,706.0000000000,0.1163932000
3726700255.8254184700,706.0937500000,0.1199100000
3726700256.7066664700,706.1875000000,0.1225630000
3726700257.5906744000,706.3125000000,0.1200734000
3726700258.4674510900,706.4062500000,0.1218697000
3726700259.3461360900,706.5000000000,0.1202511000
3726700260.2314624800,706.5937500000,0.1177421000
3726700261.1170873600,706.6875000000,0.1191238000
3726700261.9997205700,706.8125000000,0.1171886000
3726700262.8797845800,706.9062500000,0.1190318000
3726700263.7668933900,707.0000000000,0.1175154000
3726700264.6467762000,707.0937500000,0.1137882000
3726700265.5299181900,707.1875000000,0.1113088000
3726700266.4126000400,707.3125000000,0.1088835000
3726700267.2967305200,707.4062500000,0.1106001000
3726700268.1781535100,707.5000000000,0.1101488000
3726700269.0562086100,707.5937500000,0.1100773000
3726700269.9367976200,707.6875000000,0.1111699000
3726700270.8179345100,707.8125000000,0.1081820000
3726700271.6993255600,707.9062500000,0.1084873000
3726700272.5828490200,708.0000000000,0.1105960000
3726700273.4633817700,708.0937500000,0.1072629000
3726700274.3433938000,708.1875000000,0.1131295000
3726700275.2260789900,708.3125000000,0.1090102000
3726700276.1096901900,708.4062500000,0.1145724000
3726700276.9930830000,708.5000000000,0.1132827000
3726700277.8793687800,708.5937500000,0.1120777000
3726700278.7548079500,708.6875000000,0.1113496000
3726700279.6320743600,708.8125000000,0.1137657000
3726700280.5117821700,708.9062500000,0.1129028000
3726700281.3900623300,709.0000000000,0.1126006000
3726700282.2741856600,709.0937500000,0.1172295000
3726700283.1559433900,709.1875000000,0.1171488000
3726700284.0386872300,709.3125000000,0.1189849000
3726700284.9224681800,709.4062500000,0.1160623000
3726700285.8088822400,709.5000000000,0.1199264000
3726700286.6953949900,709.5937500000,0.1189645000
3726700287.5825119000,709.6875000000,0.1140394000
3726700288.4698758100,709.8125000000,0.1137902000
3726700289.3512911800,709.9062500000,0.1110862000
3726700290.2407302800,710.0000000000,0.1110903000
3726700291.1248846000,710.0937500000,0.1118092000
3726700292.0096793200,710.1875000000,0.1115477000
3726700292.8941416700,710.3125000000,0.1072936000
3726700293.7761158900,710.4062500000,0.1108840000
3726700294.6607193900,710.5000000000,0.1114130000
3726700295.5460815400,710.5937500000,0.1099752000
3726700296.4219598800,710.6875000000,0.1087998000
3726700297.3037886600,710.8125000000,0.1126026000
3726700298.1900057800,710.9062500000,0.1104265000
3726700299.0737638500,711.0000000000,0.1126577000
3726700299.9463377000,711.0937500000,0.1105429000
3726700300.8173008000,711.1875000000,0.1103040000
3726700301.6893358200,711.3125000000,0.1105388000
3726700302.5613346100,711.4062500000,0.1086977000
3726700303.4303994200,711.5000000000,0.1086405000
3726700304.3043999700,711.5937500000,0.1107145000
3726700305.1743969900,711.6875000000,0.1109208000
3726700306.0443983100,711.8125000000,0.1104306000
3726700306.9135727900,711.9062500000,0.1107349000
3726700307.7970290200,712.0000000000,0.1125699000
3726700308.6818976400,712.0937500000,0.1104980000
3726700309.5645208300,712.1875000000,0.1103244000
3726700310.4474368100,712.3125000000,0.1095636000
3726700311.3292417500,712.4062500000,0.1100405000
3726700312.2131505000,712.5000000000,0.1118122000
3726700313.0922765700,712.5937500000,0.1110882000
3726700313.9787077900,712.6875000000,0.1113129000
3726700314.8612046200,712.8125000000,0.1110412000
3726700315.7454338100,712.9062500000,0.1106838000
3726700316.6295399700,713.0000000000,0.1103040000
3726700317.5173854800,713.0937500000,0.1126680000
3726700318.4019632300,713.1875000000,0.1127190000
3726700319.2811327000,713.3125000000,0.1081003000
3726700320.1653657000,713.4062500000,0.1113435000
3726700321.0454120600,713.5000000000,0.1124658000
3726700321.9293279600,713.5937500000,0.1087487000
3726700322.8113112400,713.6875000000,0.1105348000
3726700323.6961383800,713.8125000000,0.1106267000
3726700324.5827097900,713.9062500000,0.1100793000
3726700325.4670238500,714.0000000000,0.1100119000
3726700326.3472504600,714.0937500000,0.1107860000
3726700327.2317647900,714.1875000000,0.1090245000
3726700328.1166591600,714.3125000000,0.1120593000
3726700329.0006928400,714.4062500000,0.1087120000
3726700329.8790478700,714.5000000000,0.1101916000
3726700330.7617478400,714.5937500000,0.1069300000
3726700331.6429424300,714.6875000000,0.1101222000
3726700332.5288271900,714.8125000000,0.1101671000
3726700333.4077086400,714.9062500000,0.1109861000
3726700334.2865543400,715.0000000000,0.1130478000
3726700335.1696682000,715.0937500000,0.1104592000
3726700336.0537633900,715.1875000000,0.1106900000
3726700336.9357929200,715.3125000000,0.1102345000
3726700337.8244175900,715.4062500000,0.1101385000
3726700338.7080345100,715.5000000000,0.1097168000
3726700339.5887928000,715.5937500000,0.1081350000
3726700340.4658246000,715.6875000000,0.1092021000
3726700341.3493824000,715.8125000000,0.1130928000
3726700342.2373561800,715.9062500000,0.1102999000
3726700343.1111426300,716.0000000000,0.1093145000
3726700343.9891023600,716.0937500000,0.1105899000
3726700344.8736329100,716.1875000000,0.1111025000
3726700345.7610096900,716.3125000000,0.1098536000
3726700346.6477689700,716.4062500000,0.1104551000
3726700347.5317850100,716.5000000000,0.1124413000
3726700348.4171261800,716.5937500000,0.1080349000
3726700349.3021674100,716.6875000000,0.1091552000
3726700350.1829385700,716.8125000000,0.1120961000
3726700351.0670390100,716.9062500000,0.1121063000
3726700351.9522833800,717.0000000000,0.1098904000
3726700352.8361072500,717.0937500000,0.1127721000
3726700353.7206864300,717.1875000000,0.1142742000
3726700354.6028623600,717.3125000000,0.1106757000
3726700355.4854049700,717.4062500000,0.1125209000
3726700356.3716821700,717.5000000000,0.1112863000
3726700357.2556753100,717.5937500000,0.1110351000
3726700358.1414070100,717.6875000000,0.1089305000
3726700359.0246462800,717.8125000000,0.1107900000
3726700359.9056711200,717.9062500000,0.1100323000
3726700360.7878894800,718.0000000000,0.1091552000
3726700361.6721234300,718.0937500000,0.1099302000
3726700362.5573058100,718.1875000000,0.1103019000
