Imaginary time (a.u.), E_T (Hartee energy units), Number of walkers
1.60000000e+01, -2.88236644e+00, 8.66000000e+02
1.61000000e+01, -2.87960202e+00, 8.62000000e+02
1.62000000e+01, -2.87739767e+00, 8.59000000e+02
1.63000000e+01, -2.88098657e+00, 8.66000000e+02
1.64000000e+01, -2.88112228e+00, 8.67000000e+02
1.65000000e+01, -2.88126354e+00, 8.68000000e+02
1.66000000e+01, -2.88198531e+00, 8.70000000e+02
1.67000000e+01, -2.88728019e+00, 8.80000000e+02
1.68000000e+01, -2.88973033e+00, 8.85000000e+02
1.69000000e+01, -2.89049540e+00, 8.87000000e+02
1.70000000e+01, -2.89126677e+00, 8.89000000e+02
1.71000000e+01, -2.89372498e+00, 8.94000000e+02
1.72000000e+01, -2.89003034e+00, 8.88000000e+02
1.73000000e+01, -2.88855764e+00, 8.86000000e+02
1.74000000e+01, -2.89604672e+00, 9.00000000e+02
1.75000000e+01, -2.90016877e+00, 9.08000000e+02
1.76000000e+01, -2.89934206e+00, 9.07000000e+02
1.77000000e+01, -2.90126498e+00, 9.11000000e+02
1.78000000e+01, -2.89769769e+00, 9.05000000e+02
1.79000000e+01, -2.89631110e+00, 9.03000000e+02
1.80000000e+01, -2.89713228e+00, 9.05000000e+02
1.81000000e+01, -2.89850972e+00, 9.08000000e+02
1.82000000e+01, -2.89934323e+00, 9.10000000e+02
1.83000000e+01, -2.89743306e+00, 9.07000000e+02
1.84000000e+01, -2.89661479e+00, 9.06000000e+02
1.85000000e+01, -2.89854918e+00, 9.10000000e+02
1.86000000e+01, -2.89664321e+00, 9.07000000e+02
1.87000000e+01, -2.89361685e+00, 9.02000000e+02
1.88000000e+01, -2.89278644e+00, 9.01000000e+02
1.89000000e+01, -2.89250918e+00, 9.01000000e+02
1.90000000e+01, -2.89555198e+00, 9.07000000e+02
1.91000000e+01, -2.89694618e+00, 9.10000000e+02
1.92000000e+01, -2.89998518e+00, 9.16000000e+02
1.93000000e+01, -2.90247853e+00, 9.21000000e+02
1.94000000e+01, -2.90389134e+00, 9.24000000e+02
1.95000000e+01, -2.90206161e+00, 9.21000000e+02
1.96000000e+01, -2.90130741e+00, 9.20000000e+02
1.97000000e+01, -2.89891605e+00, 9.16000000e+02
1.98000000e+01, -2.89760046e+00, 9.14000000e+02
1.99000000e+01, -2.89955679e+00, 9.18000000e+02
2.00000000e+01, -2.90151574e+00, 9.22000000e+02
2.01000000e+01, -2.90131271e+00, 9.22000000e+02
2.02000000e+01, -2.90002492e+00, 9.20000000e+02
2.03000000e+01, -2.89490315e+00, 9.11000000e+02
2.04000000e+01, -2.89631739e+00, 9.14000000e+02
2.05000000e+01, -2.89390401e+00, 9.10000000e+02
2.06000000e+01, -2.89750542e+00, 9.17000000e+02
2.07000000e+01, -2.89346367e+00, 9.10000000e+02
2.08000000e+01, -2.89433356e+00, 9.12000000e+02
2.09000000e+01, -2.89466008e+00, 9.13000000e+02
2.10000000e+01, -2.89444233e+00, 9.13000000e+02
2.11000000e+01, -2.89477296e+00, 9.14000000e+02
2.12000000e+01, -2.89291603e+00, 9.11000000e+02
2.13000000e+01, -2.89488677e+00, 9.15000000e+02
2.14000000e+01, -2.89685928e+00, 9.19000000e+02
2.15000000e+01, -2.90099564e+00, 9.27000000e+02
2.16000000e+01, -2.90565031e+00, 9.36000000e+02
2.17000000e+01, -2.90922261e+00, 9.43000000e+02
2.18000000e+01, -2.90589589e+00, 9.37000000e+02
2.19000000e+01, -2.90360760e+00, 9.33000000e+02
2.20000000e+01, -2.90558831e+00, 9.37000000e+02
2.21000000e+01, -2.90061464e+00, 9.28000000e+02
2.22000000e+01, -2.89936683e+00, 9.26000000e+02
2.23000000e+01, -2.89485526e+00, 9.18000000e+02
2.24000000e+01, -2.89083617e+00, 9.11000000e+02
2.25000000e+01, -2.88787632e+00, 9.06000000e+02
2.26000000e+01, -2.88488992e+00, 9.01000000e+02
2.27000000e+01, -2.88410403e+00, 9.00000000e+02
2.28000000e+01, -2.88608926e+00, 9.04000000e+02
2.29000000e+01, -2.88807544e+00, 9.08000000e+02
2.30000000e+01, -2.88731375e+00, 9.07000000e+02
2.31000000e+01, -2.89203851e+00, 9.16000000e+02
2.32000000e+01, -2.89348348e+00, 9.19000000e+02
2.33000000e+01, -2.88892982e+00, 9.11000000e+02
2.34000000e+01, -2.88542582e+00, 9.05000000e+02
2.35000000e+01, -2.88741760e+00, 9.09000000e+02
2.36000000e+01, -2.88940999e+00, 9.13000000e+02
2.37000000e+01, -2.88921716e+00, 9.13000000e+02
2.38000000e+01, -2.89121093e+00, 9.17000000e+02
2.39000000e+01, -2.89374777e+00, 9.22000000e+02
2.40000000e+01, -2.89466130e+00, 9.24000000e+02
2.41000000e+01, -2.89557771e+00, 9.26000000e+02
2.42000000e+01, -2.89541820e+00, 9.26000000e+02
2.43000000e+01, -2.89741453e+00, 9.30000000e+02
2.44000000e+01, -2.89511003e+00, 9.26000000e+02
2.45000000e+01, -2.89603124e+00, 9.28000000e+02
2.46000000e+01, -2.89802928e+00, 9.32000000e+02
2.47000000e+01, -2.89895796e+00, 9.34000000e+02
2.48000000e+01, -2.89881974e+00, 9.34000000e+02
2.49000000e+01, -2.89492065e+00, 9.27000000e+02
2.50000000e+01, -2.90066663e+00, 9.38000000e+02
2.51000000e+01, -2.90266628e+00, 9.42000000e+02
2.52000000e+01, -2.90624902e+00, 9.49000000e+02
2.53000000e+01, -2.90772328e+00, 9.52000000e+02
2.54000000e+01, -2.90657454e+00, 9.50000000e+02
2.55000000e+01, -2.90541982e+00, 9.48000000e+02
2.56000000e+01, -2.90584226e+00, 9.49000000e+02
2.57000000e+01, -2.90836746e+00, 9.54000000e+02
2.58000000e+01, -2.90932296e+00, 9.56000000e+02
2.59000000e+01, -2.91028069e+00, 9.58000000e+02
2.60000000e+01, -2.90758142e+00, 9.53000000e+02
2.61000000e+01, -2.90591239e+00, 9.50000000e+02
2.62000000e+01, -2.90476038e+00, 9.48000000e+02
2.63000000e+01, -2.90465847e+00, 9.48000000e+02
2.64000000e+01, -2.90928139e+00, 9.57000000e+02
2.65000000e+01, -2.91439570e+00, 9.67000000e+02
2.66000000e+01, -2.91484918e+00, 9.68000000e+02
2.67000000e+01, -2.91582004e+00, 9.70000000e+02
2.68000000e+01, -2.91833370e+00, 9.75000000e+02
2.69000000e+01, -2.91879903e+00, 9.76000000e+02
2.70000000e+01, -2.91721462e+00, 9.73000000e+02
2.71000000e+01, -2.92176755e+00, 9.82000000e+02
2.72000000e+01, -2.92325920e+00, 9.85000000e+02
2.73000000e+01, -2.92068688e+00, 9.80000000e+02
2.74000000e+01, -2.92115983e+00, 9.81000000e+02
2.75000000e+01, -2.92417361e+00, 9.87000000e+02
2.76000000e+01, -2.92617207e+00, 9.91000000e+02
2.77000000e+01, -2.92716375e+00, 9.93000000e+02
2.78000000e+01, -2.92715107e+00, 9.93000000e+02
2.79000000e+01, -2.92309393e+00, 9.85000000e+02
2.80000000e+01, -2.91898935e+00, 9.77000000e+02
2.81000000e+01, -2.91894780e+00, 9.77000000e+02
2.82000000e+01, -2.92247602e+00, 9.84000000e+02
2.83000000e+01, -2.92396949e+00, 9.87000000e+02
2.84000000e+01, -2.92140700e+00, 9.82000000e+02
2.85000000e+01, -2.91779811e+00, 9.75000000e+02
2.86000000e+01, -2.91672700e+00, 9.73000000e+02
2.87000000e+01, -2.91667914e+00, 9.73000000e+02
2.88000000e+01, -2.91353866e+00, 9.67000000e+02
2.89000000e+01, -2.91502919e+00, 9.70000000e+02
2.90000000e+01, -2.91600636e+00, 9.72000000e+02
2.91000000e+01, -2.90818119e+00, 9.57000000e+02
2.92000000e+01, -2.90285352e+00, 9.47000000e+02
2.93000000e+01, -2.90011337e+00, 9.42000000e+02
2.94000000e+01, -2.89841651e+00, 9.39000000e+02
2.95000000e+01, -2.89724337e+00, 9.37000000e+02
2.96000000e+01, -2.89873137e+00, 9.40000000e+02
2.97000000e+01, -2.89809466e+00, 9.39000000e+02
2.98000000e+01, -2.89585422e+00, 9.35000000e+02
2.99000000e+01, -2.89198406e+00, 9.28000000e+02
3.00000000e+01, -2.89347287e+00, 9.31000000e+02
3.01000000e+01, -2.88686714e+00, 9.19000000e+02
3.02000000e+01, -2.89267605e+00, 9.30000000e+02
3.03000000e+01, -2.89523688e+00, 9.35000000e+02
3.04000000e+01, -2.89566044e+00, 9.36000000e+02
3.05000000e+01, -2.89715166e+00, 9.39000000e+02
3.06000000e+01, -2.90076203e+00, 9.46000000e+02
3.07000000e+01, -2.89802161e+00, 9.41000000e+02
3.08000000e+01, -2.89632597e+00, 9.38000000e+02
3.09000000e+01, -2.90046837e+00, 9.46000000e+02
3.10000000e+01, -2.90248826e+00, 9.50000000e+02
3.11000000e+01, -2.90135178e+00, 9.48000000e+02
3.12000000e+01, -2.90020996e+00, 9.46000000e+02
3.13000000e+01, -2.89906280e+00, 9.44000000e+02
3.14000000e+01, -2.90055720e+00, 9.47000000e+02
3.15000000e+01, -2.89782358e+00, 9.42000000e+02
3.16000000e+01, -2.89825924e+00, 9.43000000e+02
3.17000000e+01, -2.89657318e+00, 9.40000000e+02
3.18000000e+01, -2.89380891e+00, 9.35000000e+02
3.19000000e+01, -2.89102226e+00, 9.30000000e+02
3.20000000e+01, -2.89144586e+00, 9.31000000e+02
3.21000000e+01, -2.88972038e+00, 9.28000000e+02
3.22000000e+01, -2.88852524e+00, 9.26000000e+02
3.23000000e+01, -2.88948460e+00, 9.28000000e+02
3.24000000e+01, -2.89098271e+00, 9.31000000e+02
3.25000000e+01, -2.88655735e+00, 9.23000000e+02
3.26000000e+01, -2.88967383e+00, 9.29000000e+02
3.27000000e+01, -2.89170911e+00, 9.33000000e+02
3.28000000e+01, -2.90010487e+00, 9.49000000e+02
3.29000000e+01, -2.90002507e+00, 9.49000000e+02
3.30000000e+01, -2.90204857e+00, 9.53000000e+02
3.31000000e+01, -2.90039917e+00, 9.50000000e+02
3.32000000e+01, -2.89821198e+00, 9.46000000e+02
3.33000000e+01, -2.89547866e+00, 9.41000000e+02
3.34000000e+01, -2.89697887e+00, 9.44000000e+02
3.35000000e+01, -2.89583215e+00, 9.42000000e+02
3.36000000e+01, -2.89627347e+00, 9.43000000e+02
3.37000000e+01, -2.90093551e+00, 9.52000000e+02
3.38000000e+01, -2.90138747e+00, 9.53000000e+02
3.39000000e+01, -2.90393269e+00, 9.58000000e+02
3.40000000e+01, -2.90282447e+00, 9.56000000e+02
3.41000000e+01, -2.90484599e+00, 9.60000000e+02
3.42000000e+01, -2.90165132e+00, 9.54000000e+02
3.43000000e+01, -2.90679629e+00, 9.64000000e+02
3.44000000e+01, -2.90932950e+00, 9.69000000e+02
3.45000000e+01, -2.90669707e+00, 9.64000000e+02
3.46000000e+01, -2.90819753e+00, 9.67000000e+02
3.47000000e+01, -2.90711384e+00, 9.65000000e+02
3.48000000e+01, -2.90706251e+00, 9.65000000e+02
3.49000000e+01, -2.90907957e+00, 9.69000000e+02
3.50000000e+01, -2.90540938e+00, 9.62000000e+02
3.51000000e+01, -2.90327070e+00, 9.58000000e+02
3.52000000e+01, -2.90216464e+00, 9.56000000e+02
3.53000000e+01, -2.90833781e+00, 9.68000000e+02
3.54000000e+01, -2.90673975e+00, 9.65000000e+02
3.55000000e+01, -2.90565209e+00, 9.63000000e+02
3.56000000e+01, -2.90559899e+00, 9.63000000e+02
3.57000000e+01, -2.90346487e+00, 9.59000000e+02
3.58000000e+01, -2.90392734e+00, 9.60000000e+02
3.59000000e+01, -2.90750293e+00, 9.67000000e+02
3.60000000e+01, -2.91106260e+00, 9.74000000e+02
3.61000000e+01, -2.91409664e+00, 9.80000000e+02
3.62000000e+01, -2.91661320e+00, 9.85000000e+02
3.63000000e+01, -2.91760652e+00, 9.87000000e+02
3.64000000e+01, -2.91504913e+00, 9.82000000e+02
3.65000000e+01, -2.92009008e+00, 9.92000000e+02
3.66000000e+01, -2.91805887e+00, 9.88000000e+02
3.67000000e+01, -2.91702921e+00, 9.86000000e+02
3.68000000e+01, -2.91903429e+00, 9.90000000e+02
3.69000000e+01, -2.91851533e+00, 9.89000000e+02
3.70000000e+01, -2.91748820e+00, 9.87000000e+02
3.71000000e+01, -2.91493115e+00, 9.82000000e+02
3.72000000e+01, -2.91132975e+00, 9.75000000e+02
3.73000000e+01, -2.91639781e+00, 9.85000000e+02
3.74000000e+01, -2.91637755e+00, 9.85000000e+02
3.75000000e+01, -2.91737154e+00, 9.87000000e+02
3.76000000e+01, -2.91735409e+00, 9.87000000e+02
3.77000000e+01, -2.91885415e+00, 9.90000000e+02
3.78000000e+01, -2.91833551e+00, 9.89000000e+02
3.79000000e+01, -2.91933098e+00, 9.91000000e+02
3.80000000e+01, -2.91729681e+00, 9.87000000e+02
3.81000000e+01, -2.91778592e+00, 9.88000000e+02
3.82000000e+01, -2.91777008e+00, 9.88000000e+02
3.83000000e+01, -2.92329031e+00, 9.99000000e+02
3.84000000e+01, -2.92378926e+00, 1.00000000e+03
3.85000000e+01, -2.92528701e+00, 1.00300000e+03
3.86000000e+01, -2.92229089e+00, 9.97000000e+02
3.87000000e+01, -2.92278826e+00, 9.98000000e+02
3.88000000e+01, -2.92027436e+00, 9.93000000e+02
3.89000000e+01, -2.92277662e+00, 9.98000000e+02
3.90000000e+01, -2.92477405e+00, 1.00200000e+03
3.91000000e+01, -2.92427736e+00, 1.00100000e+03
3.92000000e+01, -2.92327863e+00, 9.99000000e+02
3.93000000e+01, -2.92377761e+00, 1.00000000e+03
3.94000000e+01, -2.92277661e+00, 9.98000000e+02
3.95000000e+01, -2.92676610e+00, 1.00600000e+03
3.96000000e+01, -2.92478164e+00, 1.00200000e+03
3.97000000e+01, -2.92328491e+00, 9.99000000e+02
3.98000000e+01, -2.92378390e+00, 1.00000000e+03
3.99000000e+01, -2.92228165e+00, 9.97000000e+02
4.00000000e+01, -2.92077110e+00, 9.94000000e+02
4.01000000e+01, -2.92076358e+00, 9.94000000e+02
4.02000000e+01, -2.91772882e+00, 9.88000000e+02
4.03000000e+01, -2.91415869e+00, 9.81000000e+02
4.04000000e+01, -2.91464431e+00, 9.82000000e+02
4.05000000e+01, -2.91665435e+00, 9.86000000e+02
4.06000000e+01, -2.91562172e+00, 9.84000000e+02
4.07000000e+01, -2.91610973e+00, 9.85000000e+02
4.08000000e+01, -2.91659852e+00, 9.86000000e+02
4.09000000e+01, -2.91708808e+00, 9.87000000e+02
4.10000000e+01, -2.92261370e+00, 9.98000000e+02
4.11000000e+01, -2.92160825e+00, 9.96000000e+02
4.12000000e+01, -2.92310714e+00, 9.99000000e+02
4.13000000e+01, -2.91706355e+00, 9.87000000e+02
4.14000000e+01, -2.91144398e+00, 9.76000000e+02
4.15000000e+01, -2.90987539e+00, 9.73000000e+02
4.16000000e+01, -2.91189370e+00, 9.77000000e+02
4.17000000e+01, -2.91237724e+00, 9.78000000e+02
4.18000000e+01, -2.91286155e+00, 9.79000000e+02
4.19000000e+01, -2.91385658e+00, 9.81000000e+02
4.20000000e+01, -2.91179078e+00, 9.77000000e+02
4.21000000e+01, -2.91022541e+00, 9.74000000e+02
4.22000000e+01, -2.91019412e+00, 9.74000000e+02
4.23000000e+01, -2.91221209e+00, 9.78000000e+02
4.24000000e+01, -2.91269678e+00, 9.79000000e+02
4.25000000e+01, -2.91369216e+00, 9.81000000e+02
4.26000000e+01, -2.91213820e+00, 9.78000000e+02
4.27000000e+01, -2.91770442e+00, 9.89000000e+02
4.28000000e+01, -2.91515725e+00, 9.84000000e+02
4.29000000e+01, -2.91767262e+00, 9.89000000e+02
4.30000000e+01, -2.91866983e+00, 9.91000000e+02
4.31000000e+01, -2.91562287e+00, 9.85000000e+02
4.32000000e+01, -2.91306081e+00, 9.80000000e+02
4.33000000e+01, -2.91710249e+00, 9.88000000e+02
4.34000000e+01, -2.91607537e+00, 9.86000000e+02
4.35000000e+01, -2.91300724e+00, 9.80000000e+02
4.36000000e+01, -2.91196257e+00, 9.78000000e+02
4.37000000e+01, -2.90937426e+00, 9.73000000e+02
4.38000000e+01, -2.91036964e+00, 9.75000000e+02
4.39000000e+01, -2.91034074e+00, 9.75000000e+02
4.40000000e+01, -2.90928521e+00, 9.73000000e+02
4.41000000e+01, -2.90719437e+00, 9.69000000e+02
4.42000000e+01, -2.90818959e+00, 9.71000000e+02
4.43000000e+01, -2.90764111e+00, 9.70000000e+02
4.44000000e+01, -2.90605794e+00, 9.67000000e+02
4.45000000e+01, -2.91116423e+00, 9.77000000e+02
4.46000000e+01, -2.91216058e+00, 9.79000000e+02
4.47000000e+01, -2.91315719e+00, 9.81000000e+02
4.48000000e+01, -2.91921484e+00, 9.93000000e+02
4.49000000e+01, -2.91870322e+00, 9.92000000e+02
4.50000000e+01, -2.91869428e+00, 9.92000000e+02
4.51000000e+01, -2.91969240e+00, 9.94000000e+02
4.52000000e+01, -2.92119251e+00, 9.97000000e+02
4.53000000e+01, -2.91917913e+00, 9.93000000e+02
4.54000000e+01, -2.91866760e+00, 9.92000000e+02
4.55000000e+01, -2.91562538e+00, 9.86000000e+02
4.56000000e+01, -2.91662306e+00, 9.88000000e+02
4.57000000e+01, -2.91458142e+00, 9.84000000e+02
4.58000000e+01, -2.90996956e+00, 9.75000000e+02
4.59000000e+01, -2.90582243e+00, 9.67000000e+02
4.60000000e+01, -2.91246292e+00, 9.80000000e+02
4.61000000e+01, -2.91346033e+00, 9.82000000e+02
4.62000000e+01, -2.91394953e+00, 9.83000000e+02
4.63000000e+01, -2.91798368e+00, 9.91000000e+02
4.64000000e+01, -2.91645800e+00, 9.88000000e+02
4.65000000e+01, -2.91796091e+00, 9.91000000e+02
4.66000000e+01, -2.92046755e+00, 9.96000000e+02
4.67000000e+01, -2.91643097e+00, 9.88000000e+02
4.68000000e+01, -2.91692386e+00, 9.89000000e+02
4.69000000e+01, -2.91285111e+00, 9.81000000e+02
4.70000000e+01, -2.91283066e+00, 9.81000000e+02
4.71000000e+01, -2.91076735e+00, 9.77000000e+02
4.72000000e+01, -2.91329497e+00, 9.82000000e+02
4.73000000e+01, -2.91378464e+00, 9.83000000e+02
4.74000000e+01, -2.91731442e+00, 9.90000000e+02
4.75000000e+01, -2.92182874e+00, 9.99000000e+02
4.76000000e+01, -2.92382569e+00, 1.00300000e+03
4.77000000e+01, -2.92382884e+00, 1.00300000e+03
4.78000000e+01, -2.92631831e+00, 1.00800000e+03
4.79000000e+01, -2.92483633e+00, 1.00500000e+03
