X-Axis_A (relative inverse cm), sample_A_spectrum (CCD counts), X-Axis_B (relative inverse cm), sample_B_spectrum (CCD counts), X-Axis_C (relative inverse cm),sample_C_spectrum (CCD counts)
 2.45151E+03, 1.57170E+03, 2.45151E+03, 1.58800E+03, 2.45151E+03, 1.58990E+03
 2.45369E+03, 1.56980E+03, 2.45369E+03, 1.59330E+03, 2.45369E+03, 1.59420E+03
 2.45587E+03, 1.56930E+03, 2.45587E+03, 1.58880E+03, 2.45587E+03, 1.59150E+03
 2.45805E+03, 1.57190E+03, 2.45805E+03, 1.59410E+03, 2.45805E+03, 1.59140E+03
 2.46023E+03, 1.56860E+03, 2.46023E+03, 1.59190E+03, 2.46023E+03, 1.59200E+03
 2.46241E+03, 1.56980E+03, 2.46241E+03, 1.58900E+03, 2.46241E+03, 1.59200E+03
 2.46459E+03, 1.57080E+03, 2.46459E+03, 1.59400E+03, 2.46459E+03, 1.58590E+03
 2.46677E+03, 1.57420E+03, 2.46677E+03, 1.59380E+03, 2.46677E+03, 1.59140E+03
 2.46895E+03, 1.57020E+03, 2.46895E+03, 1.59200E+03, 2.46895E+03, 1.58850E+03
 2.47112E+03, 1.57040E+03, 2.47112E+03, 1.59190E+03, 2.47112E+03, 1.58770E+03
 2.47330E+03, 1.57130E+03, 2.47330E+03, 1.59020E+03, 2.47330E+03, 1.59270E+03
 2.47548E+03, 1.57220E+03, 2.47548E+03, 1.59200E+03, 2.47548E+03, 1.59340E+03
 2.47765E+03, 1.57080E+03, 2.47765E+03, 1.59580E+03, 2.47765E+03, 1.59170E+03
 2.47983E+03, 1.57210E+03, 2.47983E+03, 1.59710E+03, 2.47983E+03, 1.59280E+03
 2.48200E+03, 1.56850E+03, 2.48200E+03, 1.59350E+03, 2.48200E+03, 1.59030E+03
 2.48417E+03, 1.57220E+03, 2.48417E+03, 1.59020E+03, 2.48417E+03, 1.58940E+03
 2.48635E+03, 1.57300E+03, 2.48635E+03, 1.58710E+03, 2.48635E+03, 1.59070E+03
 2.48852E+03, 1.57110E+03, 2.48852E+03, 1.59570E+03, 2.48852E+03, 1.59200E+03
 2.49069E+03, 1.57130E+03, 2.49069E+03, 1.59130E+03, 2.49069E+03, 1.59190E+03
 2.49286E+03, 1.57060E+03, 2.49286E+03, 1.59040E+03, 2.49286E+03, 1.59170E+03
 2.49503E+03, 1.56990E+03, 2.49503E+03, 1.59520E+03, 2.49503E+03, 1.59230E+03
 2.49720E+03, 1.57220E+03, 2.49720E+03, 1.59440E+03, 2.49720E+03, 1.59190E+03
 2.49937E+03, 1.56960E+03, 2.49937E+03, 1.59080E+03, 2.49937E+03, 1.59250E+03
 2.50154E+03, 1.56880E+03, 2.50154E+03, 1.59210E+03, 2.50154E+03, 1.59140E+03
 2.50370E+03, 1.57030E+03, 2.50370E+03, 1.59510E+03, 2.50370E+03, 1.58660E+03
 2.50587E+03, 1.57150E+03, 2.50587E+03, 1.59530E+03, 2.50587E+03, 1.59270E+03
 2.50804E+03, 1.56980E+03, 2.50804E+03, 1.58990E+03, 2.50804E+03, 1.59090E+03
 2.51020E+03, 1.57090E+03, 2.51020E+03, 1.59690E+03, 2.51020E+03, 1.59280E+03
 2.51237E+03, 1.57100E+03, 2.51237E+03, 1.59060E+03, 2.51237E+03, 1.58960E+03
 2.51453E+03, 1.57200E+03, 2.51453E+03, 1.59030E+03, 2.51453E+03, 1.59060E+03
 2.51670E+03, 1.57060E+03, 2.51670E+03, 1.59280E+03, 2.51670E+03, 1.58980E+03
 2.51886E+03, 1.57040E+03, 2.51886E+03, 1.59090E+03, 2.51886E+03, 1.59020E+03
 2.52102E+03, 1.57020E+03, 2.52102E+03, 1.59250E+03, 2.52102E+03, 1.59040E+03
 2.52318E+03, 1.57100E+03, 2.52318E+03, 1.59010E+03, 2.52318E+03, 1.58930E+03
 2.52534E+03, 1.56930E+03, 2.52534E+03, 1.59060E+03, 2.52534E+03, 1.59320E+03
 2.52751E+03, 1.57050E+03, 2.52751E+03, 1.59370E+03, 2.52751E+03, 1.59280E+03
 2.52967E+03, 1.57070E+03, 2.52967E+03, 1.59210E+03, 2.52967E+03, 1.58970E+03
 2.53183E+03, 1.57060E+03, 2.53183E+03, 1.59340E+03, 2.53183E+03, 1.59430E+03
 2.53398E+03, 1.57240E+03, 2.53398E+03, 1.59230E+03, 2.53398E+03, 1.58940E+03
 2.53614E+03, 1.56890E+03, 2.53614E+03, 1.59200E+03, 2.53614E+03, 1.59060E+03
 2.53830E+03, 1.57110E+03, 2.53830E+03, 1.59020E+03, 2.53830E+03, 1.58910E+03
 2.54046E+03, 1.57050E+03, 2.54046E+03, 1.59010E+03, 2.54046E+03, 1.59380E+03
 2.54261E+03, 1.56950E+03, 2.54261E+03, 1.59240E+03, 2.54261E+03, 1.59000E+03
 2.54477E+03, 1.57220E+03, 2.54477E+03, 1.59060E+03, 2.54477E+03, 1.58910E+03
 2.54693E+03, 1.57280E+03, 2.54693E+03, 1.58940E+03, 2.54693E+03, 1.59020E+03
 2.54908E+03, 1.57080E+03, 2.54908E+03, 1.59010E+03, 2.54908E+03, 1.59070E+03
 2.55123E+03, 1.57300E+03, 2.55123E+03, 1.59310E+03, 2.55123E+03, 1.59050E+03
 2.55339E+03, 1.57190E+03, 2.55339E+03, 1.59500E+03, 2.55339E+03, 1.59220E+03
 2.55554E+03, 1.56950E+03, 2.55554E+03, 1.59140E+03, 2.55554E+03, 1.59280E+03
 2.55769E+03, 1.57130E+03, 2.55769E+03, 1.59340E+03, 2.55769E+03, 1.58930E+03
 2.55984E+03, 1.56920E+03, 2.55984E+03, 1.59010E+03, 2.55984E+03, 1.59220E+03
 2.56200E+03, 1.57240E+03, 2.56200E+03, 1.59530E+03, 2.56200E+03, 1.59290E+03
 2.56415E+03, 1.57070E+03, 2.56415E+03, 1.58990E+03, 2.56415E+03, 1.59060E+03
 2.56630E+03, 1.57070E+03, 2.56630E+03, 1.59360E+03, 2.56630E+03, 1.59080E+03
 2.56844E+03, 1.57090E+03, 2.56844E+03, 1.58930E+03, 2.56844E+03, 1.59250E+03
 2.57059E+03, 1.57140E+03, 2.57059E+03, 1.59200E+03, 2.57059E+03, 1.58740E+03
 2.57274E+03, 1.56970E+03, 2.57274E+03, 1.59240E+03, 2.57274E+03, 1.59160E+03
 2.57489E+03, 1.57090E+03, 2.57489E+03, 1.59320E+03, 2.57489E+03, 1.58950E+03
 2.57704E+03, 1.57270E+03, 2.57704E+03, 1.59060E+03, 2.57704E+03, 1.58980E+03
 2.57918E+03, 1.56840E+03, 2.57918E+03, 1.59370E+03, 2.57918E+03, 1.59420E+03
 2.58133E+03, 1.57000E+03, 2.58133E+03, 1.59430E+03, 2.58133E+03, 1.58820E+03
 2.58347E+03, 1.56980E+03, 2.58347E+03, 1.59330E+03, 2.58347E+03, 1.58990E+03
 2.58562E+03, 1.56930E+03, 2.58562E+03, 1.59660E+03, 2.58562E+03, 1.58560E+03
 2.58776E+03, 1.56940E+03, 2.58776E+03, 1.59020E+03, 2.58776E+03, 1.58710E+03
 2.58990E+03, 1.56940E+03, 2.58990E+03, 1.59350E+03, 2.58990E+03, 1.58910E+03
 2.59205E+03, 1.56930E+03, 2.59205E+03, 1.59220E+03, 2.59205E+03, 1.59030E+03
 2.59419E+03, 1.56960E+03, 2.59419E+03, 1.59240E+03, 2.59419E+03, 1.59130E+03
 2.59633E+03, 1.56790E+03, 2.59633E+03, 1.58910E+03, 2.59633E+03, 1.59250E+03
 2.59847E+03, 1.57140E+03, 2.59847E+03, 1.59350E+03, 2.59847E+03, 1.58990E+03
 2.60061E+03, 1.56990E+03, 2.60061E+03, 1.59490E+03, 2.60061E+03, 1.58850E+03
 2.60275E+03, 1.57070E+03, 2.60275E+03, 1.59250E+03, 2.60275E+03, 1.58840E+03
 2.60489E+03, 1.56900E+03, 2.60489E+03, 1.58750E+03, 2.60489E+03, 1.59100E+03
 2.60703E+03, 1.56860E+03, 2.60703E+03, 1.59410E+03, 2.60703E+03, 1.58930E+03
 2.60917E+03, 1.56980E+03, 2.60917E+03, 1.59420E+03, 2.60917E+03, 1.58930E+03
 2.61130E+03, 1.56970E+03, 2.61130E+03, 1.59560E+03, 2.61130E+03, 1.59230E+03
 2.61344E+03, 1.57160E+03, 2.61344E+03, 1.58620E+03, 2.61344E+03, 1.58680E+03
 2.61557E+03, 1.57080E+03, 2.61557E+03, 1.59290E+03, 2.61557E+03, 1.58880E+03
 2.61771E+03, 1.56940E+03, 2.61771E+03, 1.58930E+03, 2.61771E+03, 1.59310E+03
 2.61984E+03, 1.57100E+03, 2.61984E+03, 1.59130E+03, 2.61984E+03, 1.59060E+03
 2.62198E+03, 1.57320E+03, 2.62198E+03, 1.59170E+03, 2.62198E+03, 1.58740E+03
 2.62411E+03, 1.57210E+03, 2.62411E+03, 1.58850E+03, 2.62411E+03, 1.58990E+03
 2.62625E+03, 1.56980E+03, 2.62625E+03, 1.58800E+03, 2.62625E+03, 1.58830E+03
 2.62838E+03, 1.57040E+03, 2.62838E+03, 1.59070E+03, 2.62838E+03, 1.59120E+03
 2.63051E+03, 1.57050E+03, 2.63051E+03, 1.58990E+03, 2.63051E+03, 1.59120E+03
 2.63264E+03, 1.57220E+03, 2.63264E+03, 1.58710E+03, 2.63264E+03, 1.58900E+03
 2.63477E+03, 1.57180E+03, 2.63477E+03, 1.59100E+03, 2.63477E+03, 1.58840E+03
 2.63690E+03, 1.56780E+03, 2.63690E+03, 1.59350E+03, 2.63690E+03, 1.59010E+03
 2.63903E+03, 1.57080E+03, 2.63903E+03, 1.59560E+03, 2.63903E+03, 1.58860E+03
 2.64116E+03, 1.57070E+03, 2.64116E+03, 1.59500E+03, 2.64116E+03, 1.58660E+03
 2.64329E+03, 1.56850E+03, 2.64329E+03, 1.58960E+03, 2.64329E+03, 1.59170E+03
 2.64542E+03, 1.57160E+03, 2.64542E+03, 1.59020E+03, 2.64542E+03, 1.59230E+03
 2.64754E+03, 1.56910E+03, 2.64754E+03, 1.59020E+03, 2.64754E+03, 1.58780E+03
 2.64967E+03, 1.56830E+03, 2.64967E+03, 1.59030E+03, 2.64967E+03, 1.58870E+03
 2.65179E+03, 1.57120E+03, 2.65179E+03, 1.59140E+03, 2.65179E+03, 1.58950E+03
 2.65392E+03, 1.57020E+03, 2.65392E+03, 1.58920E+03, 2.65392E+03, 1.58970E+03
 2.65604E+03, 1.57200E+03, 2.65604E+03, 1.58930E+03, 2.65604E+03, 1.58880E+03
 2.65817E+03, 1.57060E+03, 2.65817E+03, 1.59050E+03, 2.65817E+03, 1.58540E+03
 2.66029E+03, 1.57140E+03, 2.66029E+03, 1.59180E+03, 2.66029E+03, 1.58600E+03
 2.66241E+03, 1.57200E+03, 2.66241E+03, 1.59150E+03, 2.66241E+03, 1.58780E+03
 2.66454E+03, 1.57300E+03, 2.66454E+03, 1.59150E+03, 2.66454E+03, 1.58970E+03
 2.66666E+03, 1.57280E+03, 2.66666E+03, 1.59210E+03, 2.66666E+03, 1.59020E+03
 2.66878E+03, 1.57020E+03, 2.66878E+03, 1.59030E+03, 2.66878E+03, 1.59000E+03
 2.67090E+03, 1.57190E+03, 2.67090E+03, 1.58930E+03, 2.67090E+03, 1.58970E+03
 2.67302E+03, 1.57300E+03, 2.67302E+03, 1.59000E+03, 2.67302E+03, 1.58850E+03
 2.67514E+03, 1.56980E+03, 2.67514E+03, 1.58900E+03, 2.67514E+03, 1.59010E+03
 2.67726E+03, 1.57190E+03, 2.67726E+03, 1.58950E+03, 2.67726E+03, 1.58630E+03
 2.67938E+03, 1.57170E+03, 2.67938E+03, 1.58840E+03, 2.67938E+03, 1.58910E+03
 2.68149E+03, 1.57300E+03, 2.68149E+03, 1.59240E+03, 2.68149E+03, 1.58680E+03
 2.68361E+03, 1.57180E+03, 2.68361E+03, 1.58940E+03, 2.68361E+03, 1.58700E+03
 2.68573E+03, 1.57270E+03, 2.68573E+03, 1.58980E+03, 2.68573E+03, 1.58890E+03
 2.68784E+03, 1.57180E+03, 2.68784E+03, 1.59040E+03, 2.68784E+03, 1.58980E+03
 2.68996E+03, 1.57070E+03, 2.68996E+03, 1.59090E+03, 2.68996E+03, 1.58990E+03
 2.69207E+03, 1.57200E+03, 2.69207E+03, 1.59060E+03, 2.69207E+03, 1.59010E+03
 2.69419E+03, 1.57040E+03, 2.69419E+03, 1.59220E+03, 2.69419E+03, 1.58990E+03
 2.69630E+03, 1.57020E+03, 2.69630E+03, 1.58840E+03, 2.69630E+03, 1.58920E+03
 2.69841E+03, 1.56920E+03, 2.69841E+03, 1.59160E+03, 2.69841E+03, 1.59010E+03
 2.70052E+03, 1.57060E+03, 2.70052E+03, 1.59580E+03, 2.70052E+03, 1.58850E+03
 2.70264E+03, 1.57110E+03, 2.70264E+03, 1.59540E+03, 2.70264E+03, 1.58610E+03
 2.70475E+03, 1.56800E+03, 2.70475E+03, 1.58930E+03, 2.70475E+03, 1.59020E+03
 2.70686E+03, 1.56770E+03, 2.70686E+03, 1.59100E+03, 2.70686E+03, 1.58570E+03
 2.70897E+03, 1.57120E+03, 2.70897E+03, 1.59150E+03, 2.70897E+03, 1.59010E+03
 2.71108E+03, 1.57190E+03, 2.71108E+03, 1.59190E+03, 2.71108E+03, 1.58980E+03
 2.71318E+03, 1.57170E+03, 2.71318E+03, 1.59440E+03, 2.71318E+03, 1.59210E+03
 2.71529E+03, 1.57220E+03, 2.71529E+03, 1.58870E+03, 2.71529E+03, 1.58780E+03
 2.71740E+03, 1.57020E+03, 2.71740E+03, 1.59370E+03, 2.71740E+03, 1.58620E+03
 2.71951E+03, 1.57090E+03, 2.71951E+03, 1.59220E+03, 2.71951E+03, 1.58650E+03
 2.72161E+03, 1.57060E+03, 2.72161E+03, 1.58680E+03, 2.72161E+03, 1.58970E+03
 2.72372E+03, 1.57020E+03, 2.72372E+03, 1.59190E+03, 2.72372E+03, 1.58850E+03
 2.72582E+03, 1.57200E+03, 2.72582E+03, 1.59090E+03, 2.72582E+03, 1.58770E+03
 2.72793E+03, 1.57070E+03, 2.72793E+03, 1.59220E+03, 2.72793E+03, 1.58840E+03
 2.73003E+03, 1.57080E+03, 2.73003E+03, 1.58930E+03, 2.73003E+03, 1.58920E+03
 2.73214E+03, 1.57340E+03, 2.73214E+03, 1.59240E+03, 2.73214E+03, 1.59160E+03
 2.73424E+03, 1.57050E+03, 2.73424E+03, 1.59150E+03, 2.73424E+03, 1.58950E+03
 2.73634E+03, 1.57050E+03, 2.73634E+03, 1.59220E+03, 2.73634E+03, 1.58820E+03
 2.73844E+03, 1.57120E+03, 2.73844E+03, 1.59110E+03, 2.73844E+03, 1.58720E+03
 2.74054E+03, 1.57040E+03, 2.74054E+03, 1.58930E+03, 2.74054E+03, 1.58780E+03
 2.74264E+03, 1.57210E+03, 2.74264E+03, 1.58840E+03, 2.74264E+03, 1.58840E+03
 2.74474E+03, 1.56950E+03, 2.74474E+03, 1.58770E+03, 2.74474E+03, 1.58720E+03
 2.74684E+03, 1.56740E+03, 2.74684E+03, 1.59090E+03, 2.74684E+03, 1.58890E+03
 2.74894E+03, 1.57360E+03, 2.74894E+03, 1.59050E+03, 2.74894E+03, 1.58850E+03
 2.75104E+03, 1.57230E+03, 2.75104E+03, 1.58800E+03, 2.75104E+03, 1.58870E+03
 2.75314E+03, 1.57160E+03, 2.75314E+03, 1.58960E+03, 2.75314E+03, 1.59140E+03
 2.75523E+03, 1.57060E+03, 2.75523E+03, 1.59050E+03, 2.75523E+03, 1.59130E+03
 2.75733E+03, 1.57140E+03, 2.75733E+03, 1.59080E+03, 2.75733E+03, 1.58800E+03
 2.75943E+03, 1.57100E+03, 2.75943E+03, 1.58730E+03, 2.75943E+03, 1.58790E+03
 2.76152E+03, 1.57100E+03, 2.76152E+03, 1.58960E+03, 2.76152E+03, 1.58730E+03
 2.76362E+03, 1.57320E+03, 2.76362E+03, 1.58790E+03, 2.76362E+03, 1.58740E+03
 2.76571E+03, 1.56870E+03, 2.76571E+03, 1.58900E+03, 2.76571E+03, 1.58790E+03
 2.76780E+03, 1.56990E+03, 2.76780E+03, 1.59010E+03, 2.76780E+03, 1.58760E+03
 2.76990E+03, 1.57020E+03, 2.76990E+03, 1.59140E+03, 2.76990E+03, 1.58690E+03
 2.77199E+03, 1.56990E+03, 2.77199E+03, 1.59180E+03, 2.77199E+03, 1.58790E+03
 2.77408E+03, 1.57090E+03, 2.77408E+03, 1.59070E+03, 2.77408E+03, 1.58610E+03
 2.77617E+03, 1.57090E+03, 2.77617E+03, 1.58990E+03, 2.77617E+03, 1.58450E+03
 2.77826E+03, 1.57000E+03, 2.77826E+03, 1.59410E+03, 2.77826E+03, 1.58840E+03
 2.78035E+03, 1.56930E+03, 2.78035E+03, 1.58890E+03, 2.78035E+03, 1.58860E+03
 2.78244E+03, 1.57010E+03, 2.78244E+03, 1.58760E+03, 2.78244E+03, 1.58780E+03
 2.78453E+03, 1.56930E+03, 2.78453E+03, 1.58790E+03, 2.78453E+03, 1.58610E+03
 2.78662E+03, 1.57120E+03, 2.78662E+03, 1.59000E+03, 2.78662E+03, 1.58680E+03
 2.78871E+03, 1.57060E+03, 2.78871E+03, 1.59310E+03, 2.78871E+03, 1.58850E+03
 2.79079E+03, 1.56950E+03, 2.79079E+03, 1.58720E+03, 2.79079E+03, 1.58990E+03
 2.79288E+03, 1.57380E+03, 2.79288E+03, 1.58970E+03, 2.79288E+03, 1.58620E+03
 2.79497E+03, 1.57060E+03, 2.79497E+03, 1.59280E+03, 2.79497E+03, 1.58810E+03
 2.79705E+03, 1.57190E+03, 2.79705E+03, 1.58870E+03, 2.79705E+03, 1.58730E+03
 2.79914E+03, 1.56930E+03, 2.79914E+03, 1.58600E+03, 2.79914E+03, 1.58690E+03
 2.80122E+03, 1.56940E+03, 2.80122E+03, 1.58760E+03, 2.80122E+03, 1.58830E+03
 2.80330E+03, 1.56980E+03, 2.80330E+03, 1.58790E+03, 2.80330E+03, 1.59250E+03
 2.80539E+03, 1.57050E+03, 2.80539E+03, 1.58530E+03, 2.80539E+03, 1.58950E+03
 2.80747E+03, 1.57110E+03, 2.80747E+03, 1.58860E+03, 2.80747E+03, 1.58590E+03
 2.80955E+03, 1.57290E+03, 2.80955E+03, 1.58840E+03, 2.80955E+03, 1.58790E+03
 2.81163E+03, 1.56970E+03, 2.81163E+03, 1.59090E+03, 2.81163E+03, 1.58920E+03
 2.81371E+03, 1.57080E+03, 2.81371E+03, 1.58750E+03, 2.81371E+03, 1.59250E+03
 2.81579E+03, 1.57110E+03, 2.81579E+03, 1.59200E+03, 2.81579E+03, 1.58920E+03
 2.81787E+03, 1.57000E+03, 2.81787E+03, 1.58930E+03, 2.81787E+03, 1.58910E+03
 2.81995E+03, 1.57160E+03, 2.81995E+03, 1.58770E+03, 2.81995E+03, 1.58940E+03
 2.82203E+03, 1.56870E+03, 2.82203E+03, 1.58970E+03, 2.82203E+03, 1.58750E+03
 2.82411E+03, 1.57130E+03, 2.82411E+03, 1.58970E+03, 2.82411E+03, 1.58550E+03
 2.82619E+03, 1.57000E+03, 2.82619E+03, 1.58700E+03, 2.82619E+03, 1.59060E+03
 2.82826E+03, 1.56970E+03, 2.82826E+03, 1.58830E+03, 2.82826E+03, 1.58810E+03
 2.83034E+03, 1.56870E+03, 2.83034E+03, 1.58980E+03, 2.83034E+03, 1.58630E+03
 2.83242E+03, 1.57050E+03, 2.83242E+03, 1.58930E+03, 2.83242E+03, 1.58620E+03
 2.83449E+03, 1.56860E+03, 2.83449E+03, 1.59050E+03, 2.83449E+03, 1.58720E+03
 2.83657E+03, 1.57020E+03, 2.83657E+03, 1.58790E+03, 2.83657E+03, 1.59010E+03
 2.83864E+03, 1.56980E+03, 2.83864E+03, 1.59110E+03, 2.83864E+03, 1.58870E+03
 2.84071E+03, 1.57050E+03, 2.84071E+03, 1.58970E+03, 2.84071E+03, 1.58440E+03
 2.84279E+03, 1.56770E+03, 2.84279E+03, 1.59040E+03, 2.84279E+03, 1.58610E+03
 2.84486E+03, 1.57070E+03, 2.84486E+03, 1.58710E+03, 2.84486E+03, 1.58510E+03
 2.84693E+03, 1.57000E+03, 2.84693E+03, 1.58720E+03, 2.84693E+03, 1.59110E+03
 2.84900E+03, 1.57140E+03, 2.84900E+03, 1.58880E+03, 2.84900E+03, 1.58900E+03
 2.85107E+03, 1.56950E+03, 2.85107E+03, 1.58740E+03, 2.85107E+03, 1.58810E+03
 2.85314E+03, 1.57130E+03, 2.85314E+03, 1.58750E+03, 2.85314E+03, 1.58950E+03
 2.85521E+03, 1.57050E+03, 2.85521E+03, 1.58860E+03, 2.85521E+03, 1.58600E+03
 2.85728E+03, 1.57030E+03, 2.85728E+03, 1.59130E+03, 2.85728E+03, 1.58530E+03
 2.85935E+03, 1.57100E+03, 2.85935E+03, 1.58870E+03, 2.85935E+03, 1.58730E+03
 2.86142E+03, 1.56990E+03, 2.86142E+03, 1.59000E+03, 2.86142E+03, 1.58630E+03
 2.86348E+03, 1.57400E+03, 2.86348E+03, 1.58910E+03, 2.86348E+03, 1.58670E+03
 2.86555E+03, 1.56930E+03, 2.86555E+03, 1.58640E+03, 2.86555E+03, 1.59120E+03
 2.86761E+03, 1.57070E+03, 2.86761E+03, 1.58870E+03, 2.86761E+03, 1.58460E+03
 2.86968E+03, 1.57000E+03, 2.86968E+03, 1.58620E+03, 2.86968E+03, 1.58660E+03
 2.87175E+03, 1.57030E+03, 2.87175E+03, 1.58960E+03, 2.87175E+03, 1.58940E+03
 2.87381E+03, 1.56920E+03, 2.87381E+03, 1.59050E+03, 2.87381E+03, 1.58820E+03
 2.87587E+03, 1.57200E+03, 2.87587E+03, 1.58810E+03, 2.87587E+03, 1.58870E+03
 2.87794E+03, 1.57130E+03, 2.87794E+03, 1.58640E+03, 2.87794E+03, 1.58360E+03
 2.88000E+03, 1.57110E+03, 2.88000E+03, 1.58760E+03, 2.88000E+03, 1.58980E+03
 2.88206E+03, 1.56990E+03, 2.88206E+03, 1.59330E+03, 2.88206E+03, 1.58840E+03
 2.88412E+03, 1.56940E+03, 2.88412E+03, 1.58520E+03, 2.88412E+03, 1.58320E+03
 2.88618E+03, 1.56770E+03, 2.88618E+03, 1.59020E+03, 2.88618E+03, 1.58910E+03
 2.88824E+03, 1.56950E+03, 2.88824E+03, 1.58930E+03, 2.88824E+03, 1.58940E+03
 2.89030E+03, 1.56820E+03, 2.89030E+03, 1.58560E+03, 2.89030E+03, 1.58570E+03
 2.89236E+03, 1.56910E+03, 2.89236E+03, 1.59020E+03, 2.89236E+03, 1.58790E+03
 2.89442E+03, 1.56930E+03, 2.89442E+03, 1.58710E+03, 2.89442E+03, 1.58490E+03
 2.89648E+03, 1.57000E+03, 2.89648E+03, 1.58820E+03, 2.89648E+03, 1.58850E+03
 2.89854E+03, 1.56770E+03, 2.89854E+03, 1.59000E+03, 2.89854E+03, 1.58840E+03
 2.90059E+03, 1.56940E+03, 2.90059E+03, 1.58670E+03, 2.90059E+03, 1.58640E+03
 2.90265E+03, 1.57090E+03, 2.90265E+03, 1.58810E+03, 2.90265E+03, 1.58580E+03
 2.90471E+03, 1.56720E+03, 2.90471E+03, 1.59180E+03, 2.90471E+03, 1.58730E+03
 2.90676E+03, 1.57100E+03, 2.90676E+03, 1.59030E+03, 2.90676E+03, 1.58580E+03
 2.90882E+03, 1.56740E+03, 2.90882E+03, 1.58430E+03, 2.90882E+03, 1.58770E+03
 2.91087E+03, 1.56970E+03, 2.91087E+03, 1.58710E+03, 2.91087E+03, 1.58550E+03
 2.91292E+03, 1.57130E+03, 2.91292E+03, 1.59120E+03, 2.91292E+03, 1.58900E+03
 2.91498E+03, 1.57150E+03, 2.91498E+03, 1.58890E+03, 2.91498E+03, 1.58850E+03
 2.91703E+03, 1.56930E+03, 2.91703E+03, 1.58870E+03, 2.91703E+03, 1.58670E+03
 2.91908E+03, 1.56950E+03, 2.91908E+03, 1.58900E+03, 2.91908E+03, 1.58530E+03
 2.92113E+03, 1.57200E+03, 2.92113E+03, 1.58790E+03, 2.92113E+03, 1.58530E+03
 2.92318E+03, 1.57180E+03, 2.92318E+03, 1.59120E+03, 2.92318E+03, 1.59060E+03
 2.92523E+03, 1.56920E+03, 2.92523E+03, 1.59030E+03, 2.92523E+03, 1.58690E+03
 2.92728E+03, 1.56960E+03, 2.92728E+03, 1.58690E+03, 2.92728E+03, 1.58620E+03
 2.92933E+03, 1.57020E+03, 2.92933E+03, 1.58640E+03, 2.92933E+03, 1.58910E+03
 2.93138E+03, 1.57060E+03, 2.93138E+03, 1.59010E+03, 2.93138E+03, 1.58450E+03
 2.93343E+03, 1.57060E+03, 2.93343E+03, 1.58530E+03, 2.93343E+03, 1.58640E+03
 2.93548E+03, 1.56730E+03, 2.93548E+03, 1.58900E+03, 2.93548E+03, 1.58730E+03
 2.93752E+03, 1.57110E+03, 2.93752E+03, 1.58640E+03, 2.93752E+03, 1.58430E+03
 2.93957E+03, 1.57100E+03, 2.93957E+03, 1.58990E+03, 2.93957E+03, 1.58670E+03
 2.94162E+03, 1.57360E+03, 2.94162E+03, 1.58760E+03, 2.94162E+03, 1.58550E+03
 2.94366E+03, 1.56960E+03, 2.94366E+03, 1.58720E+03, 2.94366E+03, 1.58340E+03
 2.94571E+03, 1.57130E+03, 2.94571E+03, 1.58540E+03, 2.94571E+03, 1.58820E+03
 2.94775E+03, 1.57110E+03, 2.94775E+03, 1.58940E+03, 2.94775E+03, 1.58770E+03
 2.94979E+03, 1.57110E+03, 2.94979E+03, 1.58830E+03, 2.94979E+03, 1.58570E+03
 2.95184E+03, 1.57080E+03, 2.95184E+03, 1.58600E+03, 2.95184E+03, 1.58580E+03
 2.95388E+03, 1.56830E+03, 2.95388E+03, 1.59230E+03, 2.95388E+03, 1.58820E+03
 2.95592E+03, 1.57070E+03, 2.95592E+03, 1.58780E+03, 2.95592E+03, 1.58720E+03
 2.95796E+03, 1.56950E+03, 2.95796E+03, 1.58710E+03, 2.95796E+03, 1.58640E+03
 2.96000E+03, 1.56880E+03, 2.96000E+03, 1.58890E+03, 2.96000E+03, 1.58770E+03
 2.96204E+03, 1.57050E+03, 2.96204E+03, 1.58870E+03, 2.96204E+03, 1.58680E+03
 2.96408E+03, 1.56960E+03, 2.96408E+03, 1.58790E+03, 2.96408E+03, 1.58100E+03
 2.96612E+03, 1.56920E+03, 2.96612E+03, 1.58560E+03, 2.96612E+03, 1.58540E+03
 2.96816E+03, 1.57030E+03, 2.96816E+03, 1.58860E+03, 2.96816E+03, 1.58770E+03
 2.97020E+03, 1.56990E+03, 2.97020E+03, 1.58850E+03, 2.97020E+03, 1.58750E+03
 2.97224E+03, 1.57230E+03, 2.97224E+03, 1.58570E+03, 2.97224E+03, 1.58640E+03
 2.97427E+03, 1.57040E+03, 2.97427E+03, 1.58310E+03, 2.97427E+03, 1.58840E+03
 2.97631E+03, 1.57140E+03, 2.97631E+03, 1.58720E+03, 2.97631E+03, 1.58510E+03
 2.97835E+03, 1.57050E+03, 2.97835E+03, 1.58630E+03, 2.97835E+03, 1.58430E+03
 2.98038E+03, 1.57020E+03, 2.98038E+03, 1.58710E+03, 2.98038E+03, 1.58580E+03
 2.98242E+03, 1.57040E+03, 2.98242E+03, 1.58560E+03, 2.98242E+03, 1.58770E+03
 2.98445E+03, 1.56990E+03, 2.98445E+03, 1.58490E+03, 2.98445E+03, 1.58700E+03
 2.98648E+03, 1.57230E+03, 2.98648E+03, 1.58750E+03, 2.98648E+03, 1.58500E+03
 2.98852E+03, 1.57090E+03, 2.98852E+03, 1.58870E+03, 2.98852E+03, 1.58710E+03
 2.99055E+03, 1.56990E+03, 2.99055E+03, 1.59180E+03, 2.99055E+03, 1.58330E+03
