X-Axis_A (relative inverse cm), sample_A_spectrum (CCD counts), X-Axis_B (relative inverse cm), sample_B_spectrum (CCD counts), X-Axis_C (relative inverse cm),sample_C_spectrum (CCD counts)
 1.23995E+03, 1.57150E+03, 1.23995E+03, 1.62380E+03, 1.23995E+03, 1.61350E+03
 1.24249E+03, 1.57020E+03, 1.24249E+03, 1.61990E+03, 1.24249E+03, 1.61650E+03
 1.24504E+03, 1.57040E+03, 1.24504E+03, 1.61730E+03, 1.24504E+03, 1.61600E+03
 1.24759E+03, 1.56920E+03, 1.24759E+03, 1.62340E+03, 1.24759E+03, 1.61450E+03
 1.25013E+03, 1.56920E+03, 1.25013E+03, 1.62470E+03, 1.25013E+03, 1.62170E+03
 1.25268E+03, 1.56740E+03, 1.25268E+03, 1.62120E+03, 1.25268E+03, 1.61830E+03
 1.25522E+03, 1.56930E+03, 1.25522E+03, 1.61810E+03, 1.25522E+03, 1.61540E+03
 1.25776E+03, 1.57200E+03, 1.25776E+03, 1.62310E+03, 1.25776E+03, 1.61460E+03
 1.26031E+03, 1.56720E+03, 1.26031E+03, 1.61900E+03, 1.26031E+03, 1.61410E+03
 1.26285E+03, 1.56870E+03, 1.26285E+03, 1.62120E+03, 1.26285E+03, 1.61320E+03
 1.26539E+03, 1.56840E+03, 1.26539E+03, 1.61730E+03, 1.26539E+03, 1.61800E+03
 1.26793E+03, 1.56830E+03, 1.26793E+03, 1.62280E+03, 1.26793E+03, 1.61720E+03
 1.27047E+03, 1.56930E+03, 1.27047E+03, 1.61690E+03, 1.27047E+03, 1.61980E+03
 1.27301E+03, 1.57000E+03, 1.27301E+03, 1.61890E+03, 1.27301E+03, 1.61910E+03
 1.27554E+03, 1.57050E+03, 1.27554E+03, 1.62180E+03, 1.27554E+03, 1.62150E+03
 1.27808E+03, 1.56950E+03, 1.27808E+03, 1.62340E+03, 1.27808E+03, 1.61670E+03
 1.28062E+03, 1.56900E+03, 1.28062E+03, 1.62470E+03, 1.28062E+03, 1.62200E+03
 1.28315E+03, 1.56880E+03, 1.28315E+03, 1.62340E+03, 1.28315E+03, 1.61570E+03
 1.28568E+03, 1.57090E+03, 1.28568E+03, 1.62090E+03, 1.28568E+03, 1.61890E+03
 1.28822E+03, 1.57140E+03, 1.28822E+03, 1.62620E+03, 1.28822E+03, 1.61590E+03
 1.29075E+03, 1.57050E+03, 1.29075E+03, 1.61720E+03, 1.29075E+03, 1.62300E+03
 1.29328E+03, 1.57160E+03, 1.29328E+03, 1.62080E+03, 1.29328E+03, 1.61580E+03
 1.29581E+03, 1.57030E+03, 1.29581E+03, 1.61730E+03, 1.29581E+03, 1.62110E+03
 1.29834E+03, 1.57180E+03, 1.29834E+03, 1.62070E+03, 1.29834E+03, 1.61570E+03
 1.30087E+03, 1.57230E+03, 1.30087E+03, 1.61940E+03, 1.30087E+03, 1.61650E+03
 1.30340E+03, 1.57050E+03, 1.30340E+03, 1.61940E+03, 1.30340E+03, 1.62310E+03
 1.30593E+03, 1.56880E+03, 1.30593E+03, 1.62190E+03, 1.30593E+03, 1.62300E+03
 1.30846E+03, 1.57090E+03, 1.30846E+03, 1.62700E+03, 1.30846E+03, 1.61970E+03
 1.31098E+03, 1.57040E+03, 1.31098E+03, 1.62320E+03, 1.31098E+03, 1.62570E+03
 1.31351E+03, 1.56790E+03, 1.31351E+03, 1.62650E+03, 1.31351E+03, 1.62410E+03
 1.31603E+03, 1.57110E+03, 1.31603E+03, 1.63050E+03, 1.31603E+03, 1.62250E+03
 1.31856E+03, 1.56980E+03, 1.31856E+03, 1.62630E+03, 1.31856E+03, 1.63020E+03
 1.32108E+03, 1.56950E+03, 1.32108E+03, 1.62700E+03, 1.32108E+03, 1.62530E+03
 1.32360E+03, 1.56950E+03, 1.32360E+03, 1.62480E+03, 1.32360E+03, 1.62660E+03
 1.32612E+03, 1.56860E+03, 1.32612E+03, 1.62260E+03, 1.32612E+03, 1.62900E+03
 1.32864E+03, 1.56870E+03, 1.32864E+03, 1.63050E+03, 1.32864E+03, 1.62640E+03
 1.33116E+03, 1.56970E+03, 1.33116E+03, 1.62750E+03, 1.33116E+03, 1.62930E+03
 1.33368E+03, 1.57100E+03, 1.33368E+03, 1.62360E+03, 1.33368E+03, 1.62950E+03
 1.33620E+03, 1.57070E+03, 1.33620E+03, 1.63040E+03, 1.33620E+03, 1.63310E+03
 1.33872E+03, 1.56910E+03, 1.33872E+03, 1.62980E+03, 1.33872E+03, 1.63680E+03
 1.34123E+03, 1.57080E+03, 1.34123E+03, 1.62900E+03, 1.34123E+03, 1.63990E+03
 1.34375E+03, 1.56790E+03, 1.34375E+03, 1.62610E+03, 1.34375E+03, 1.66070E+03
 1.34626E+03, 1.56700E+03, 1.34626E+03, 1.62370E+03, 1.34626E+03, 1.65690E+03
 1.34878E+03, 1.56890E+03, 1.34878E+03, 1.62760E+03, 1.34878E+03, 1.67250E+03
 1.35129E+03, 1.56930E+03, 1.35129E+03, 1.62640E+03, 1.35129E+03, 1.68960E+03
 1.35380E+03, 1.56910E+03, 1.35380E+03, 1.63040E+03, 1.35380E+03, 1.72720E+03
 1.35632E+03, 1.57090E+03, 1.35632E+03, 1.62720E+03, 1.35632E+03, 1.78610E+03
 1.35883E+03, 1.57020E+03, 1.35883E+03, 1.62670E+03, 1.35883E+03, 1.87220E+03
 1.36134E+03, 1.57100E+03, 1.36134E+03, 1.62630E+03, 1.36134E+03, 2.03030E+03
 1.36385E+03, 1.56950E+03, 1.36385E+03, 1.62170E+03, 1.36385E+03, 2.25160E+03
 1.36636E+03, 1.57370E+03, 1.36636E+03, 1.62720E+03, 1.36636E+03, 2.56840E+03
 1.36886E+03, 1.57240E+03, 1.36886E+03, 1.62620E+03, 1.36886E+03, 2.63390E+03
 1.37137E+03, 1.56980E+03, 1.37137E+03, 1.62930E+03, 1.37137E+03, 2.36220E+03
 1.37388E+03, 1.57190E+03, 1.37388E+03, 1.62120E+03, 1.37388E+03, 2.05790E+03
 1.37638E+03, 1.57130E+03, 1.37638E+03, 1.62340E+03, 1.37638E+03, 1.84680E+03
 1.37889E+03, 1.56910E+03, 1.37889E+03, 1.62670E+03, 1.37889E+03, 1.73600E+03
 1.38139E+03, 1.57070E+03, 1.38139E+03, 1.62520E+03, 1.38139E+03, 1.69110E+03
 1.38389E+03, 1.56840E+03, 1.38389E+03, 1.63120E+03, 1.38389E+03, 1.66510E+03
 1.38640E+03, 1.57060E+03, 1.38640E+03, 1.63170E+03, 1.38640E+03, 1.64760E+03
 1.38890E+03, 1.56830E+03, 1.38890E+03, 1.62540E+03, 1.38890E+03, 1.63840E+03
 1.39140E+03, 1.56870E+03, 1.39140E+03, 1.62610E+03, 1.39140E+03, 1.64180E+03
 1.39390E+03, 1.56960E+03, 1.39390E+03, 1.62370E+03, 1.39390E+03, 1.62980E+03
 1.39640E+03, 1.56810E+03, 1.39640E+03, 1.61730E+03, 1.39640E+03, 1.62620E+03
 1.39890E+03, 1.57090E+03, 1.39890E+03, 1.62380E+03, 1.39890E+03, 1.62500E+03
 1.40139E+03, 1.57190E+03, 1.40139E+03, 1.62710E+03, 1.40139E+03, 1.62260E+03
 1.40389E+03, 1.56770E+03, 1.40389E+03, 1.62360E+03, 1.40389E+03, 1.62090E+03
 1.40639E+03, 1.56780E+03, 1.40639E+03, 1.62370E+03, 1.40639E+03, 1.61880E+03
 1.40888E+03, 1.56840E+03, 1.40888E+03, 1.62410E+03, 1.40888E+03, 1.61410E+03
 1.41138E+03, 1.57060E+03, 1.41138E+03, 1.62320E+03, 1.41138E+03, 1.61710E+03
 1.41387E+03, 1.57030E+03, 1.41387E+03, 1.62390E+03, 1.41387E+03, 1.61510E+03
 1.41636E+03, 1.57100E+03, 1.41636E+03, 1.62030E+03, 1.41636E+03, 1.61320E+03
 1.41885E+03, 1.56720E+03, 1.41885E+03, 1.62200E+03, 1.41885E+03, 1.61160E+03
 1.42135E+03, 1.57140E+03, 1.42135E+03, 1.62210E+03, 1.42135E+03, 1.61780E+03
 1.42384E+03, 1.57100E+03, 1.42384E+03, 1.62220E+03, 1.42384E+03, 1.61580E+03
 1.42633E+03, 1.57410E+03, 1.42633E+03, 1.62790E+03, 1.42633E+03, 1.61410E+03
 1.42881E+03, 1.57120E+03, 1.42881E+03, 1.62240E+03, 1.42881E+03, 1.61540E+03
 1.43130E+03, 1.57260E+03, 1.43130E+03, 1.62070E+03, 1.43130E+03, 1.61470E+03
 1.43379E+03, 1.56970E+03, 1.43379E+03, 1.62120E+03, 1.43379E+03, 1.61760E+03
 1.43628E+03, 1.57320E+03, 1.43628E+03, 1.61710E+03, 1.43628E+03, 1.61040E+03
 1.43876E+03, 1.57080E+03, 1.43876E+03, 1.62450E+03, 1.43876E+03, 1.61530E+03
 1.44125E+03, 1.57070E+03, 1.44125E+03, 1.62240E+03, 1.44125E+03, 1.61390E+03
 1.44373E+03, 1.56880E+03, 1.44373E+03, 1.62560E+03, 1.44373E+03, 1.61580E+03
 1.44622E+03, 1.57140E+03, 1.44622E+03, 1.62560E+03, 1.44622E+03, 1.61390E+03
 1.44870E+03, 1.57120E+03, 1.44870E+03, 1.61900E+03, 1.44870E+03, 1.61240E+03
 1.45118E+03, 1.57150E+03, 1.45118E+03, 1.62240E+03, 1.45118E+03, 1.61740E+03
 1.45366E+03, 1.57020E+03, 1.45366E+03, 1.62050E+03, 1.45366E+03, 1.61940E+03
 1.45614E+03, 1.56910E+03, 1.45614E+03, 1.62620E+03, 1.45614E+03, 1.61450E+03
 1.45862E+03, 1.56910E+03, 1.45862E+03, 1.62320E+03, 1.45862E+03, 1.61380E+03
 1.46110E+03, 1.56860E+03, 1.46110E+03, 1.61880E+03, 1.46110E+03, 1.61170E+03
 1.46358E+03, 1.57230E+03, 1.46358E+03, 1.62440E+03, 1.46358E+03, 1.60550E+03
 1.46606E+03, 1.57120E+03, 1.46606E+03, 1.61930E+03, 1.46606E+03, 1.61700E+03
 1.46853E+03, 1.56670E+03, 1.46853E+03, 1.61680E+03, 1.46853E+03, 1.60730E+03
 1.47101E+03, 1.56940E+03, 1.47101E+03, 1.61640E+03, 1.47101E+03, 1.60740E+03
 1.47348E+03, 1.57110E+03, 1.47348E+03, 1.62310E+03, 1.47348E+03, 1.60970E+03
 1.47596E+03, 1.57100E+03, 1.47596E+03, 1.61790E+03, 1.47596E+03, 1.60810E+03
 1.47843E+03, 1.56910E+03, 1.47843E+03, 1.62000E+03, 1.47843E+03, 1.61270E+03
 1.48090E+03, 1.56910E+03, 1.48090E+03, 1.61310E+03, 1.48090E+03, 1.61190E+03
 1.48338E+03, 1.56910E+03, 1.48338E+03, 1.62300E+03, 1.48338E+03, 1.60450E+03
 1.48585E+03, 1.56840E+03, 1.48585E+03, 1.62480E+03, 1.48585E+03, 1.60510E+03
 1.48832E+03, 1.56910E+03, 1.48832E+03, 1.61760E+03, 1.48832E+03, 1.61100E+03
 1.49079E+03, 1.57030E+03, 1.49079E+03, 1.61930E+03, 1.49079E+03, 1.60840E+03
 1.49326E+03, 1.57010E+03, 1.49326E+03, 1.61590E+03, 1.49326E+03, 1.60900E+03
 1.49572E+03, 1.56920E+03, 1.49572E+03, 1.62010E+03, 1.49572E+03, 1.60540E+03
 1.49819E+03, 1.57170E+03, 1.49819E+03, 1.61680E+03, 1.49819E+03, 1.60440E+03
 1.50066E+03, 1.57020E+03, 1.50066E+03, 1.61370E+03, 1.50066E+03, 1.60210E+03
 1.50312E+03, 1.56970E+03, 1.50312E+03, 1.62150E+03, 1.50312E+03, 1.60850E+03
 1.50559E+03, 1.57110E+03, 1.50559E+03, 1.62120E+03, 1.50559E+03, 1.60360E+03
 1.50805E+03, 1.57080E+03, 1.50805E+03, 1.61700E+03, 1.50805E+03, 1.60320E+03
 1.51052E+03, 1.57120E+03, 1.51052E+03, 1.62040E+03, 1.51052E+03, 1.60350E+03
 1.51298E+03, 1.57350E+03, 1.51298E+03, 1.62100E+03, 1.51298E+03, 1.60500E+03
 1.51544E+03, 1.57180E+03, 1.51544E+03, 1.61930E+03, 1.51544E+03, 1.60100E+03
 1.51790E+03, 1.57000E+03, 1.51790E+03, 1.61970E+03, 1.51790E+03, 1.60690E+03
 1.52036E+03, 1.57040E+03, 1.52036E+03, 1.62270E+03, 1.52036E+03, 1.60530E+03
 1.52282E+03, 1.57030E+03, 1.52282E+03, 1.62500E+03, 1.52282E+03, 1.60460E+03
 1.52528E+03, 1.57110E+03, 1.52528E+03, 1.62370E+03, 1.52528E+03, 1.60380E+03
 1.52774E+03, 1.57130E+03, 1.52774E+03, 1.62450E+03, 1.52774E+03, 1.60570E+03
 1.53020E+03, 1.57130E+03, 1.53020E+03, 1.62370E+03, 1.53020E+03, 1.60350E+03
 1.53265E+03, 1.56900E+03, 1.53265E+03, 1.62380E+03, 1.53265E+03, 1.60330E+03
 1.53511E+03, 1.56900E+03, 1.53511E+03, 1.62430E+03, 1.53511E+03, 1.60700E+03
 1.53756E+03, 1.56710E+03, 1.53756E+03, 1.62290E+03, 1.53756E+03, 1.60200E+03
 1.54002E+03, 1.57000E+03, 1.54002E+03, 1.62220E+03, 1.54002E+03, 1.60120E+03
 1.54247E+03, 1.56880E+03, 1.54247E+03, 1.62000E+03, 1.54247E+03, 1.60550E+03
 1.54492E+03, 1.56980E+03, 1.54492E+03, 1.62390E+03, 1.54492E+03, 1.60080E+03
 1.54738E+03, 1.57020E+03, 1.54738E+03, 1.62250E+03, 1.54738E+03, 1.60570E+03
 1.54983E+03, 1.57080E+03, 1.54983E+03, 1.62710E+03, 1.54983E+03, 1.59980E+03
 1.55228E+03, 1.56750E+03, 1.55228E+03, 1.62130E+03, 1.55228E+03, 1.59900E+03
 1.55473E+03, 1.56740E+03, 1.55473E+03, 1.62400E+03, 1.55473E+03, 1.60220E+03
 1.55718E+03, 1.56830E+03, 1.55718E+03, 1.62380E+03, 1.55718E+03, 1.60520E+03
 1.55962E+03, 1.57010E+03, 1.55962E+03, 1.62320E+03, 1.55962E+03, 1.60390E+03
 1.56207E+03, 1.57030E+03, 1.56207E+03, 1.62360E+03, 1.56207E+03, 1.60370E+03
 1.56452E+03, 1.56890E+03, 1.56452E+03, 1.62440E+03, 1.56452E+03, 1.60690E+03
 1.56696E+03, 1.56970E+03, 1.56696E+03, 1.62350E+03, 1.56696E+03, 1.59820E+03
 1.56941E+03, 1.56880E+03, 1.56941E+03, 1.62390E+03, 1.56941E+03, 1.60290E+03
 1.57185E+03, 1.57010E+03, 1.57185E+03, 1.63390E+03, 1.57185E+03, 1.60200E+03
 1.57430E+03, 1.56990E+03, 1.57430E+03, 1.62420E+03, 1.57430E+03, 1.60230E+03
 1.57674E+03, 1.56930E+03, 1.57674E+03, 1.62870E+03, 1.57674E+03, 1.60310E+03
 1.57918E+03, 1.57070E+03, 1.57918E+03, 1.62560E+03, 1.57918E+03, 1.60060E+03
 1.58162E+03, 1.57060E+03, 1.58162E+03, 1.62930E+03, 1.58162E+03, 1.60450E+03
 1.58406E+03, 1.56750E+03, 1.58406E+03, 1.62870E+03, 1.58406E+03, 1.60190E+03
 1.58650E+03, 1.56930E+03, 1.58650E+03, 1.63090E+03, 1.58650E+03, 1.60230E+03
 1.58894E+03, 1.57070E+03, 1.58894E+03, 1.62960E+03, 1.58894E+03, 1.60420E+03
 1.59138E+03, 1.57030E+03, 1.59138E+03, 1.62950E+03, 1.59138E+03, 1.60230E+03
 1.59382E+03, 1.57040E+03, 1.59382E+03, 1.62610E+03, 1.59382E+03, 1.60150E+03
 1.59626E+03, 1.57030E+03, 1.59626E+03, 1.62680E+03, 1.59626E+03, 1.60230E+03
 1.59869E+03, 1.56890E+03, 1.59869E+03, 1.62880E+03, 1.59869E+03, 1.59970E+03
 1.60113E+03, 1.56980E+03, 1.60113E+03, 1.62860E+03, 1.60113E+03, 1.60290E+03
 1.60356E+03, 1.56960E+03, 1.60356E+03, 1.62210E+03, 1.60356E+03, 1.60200E+03
 1.60600E+03, 1.57060E+03, 1.60600E+03, 1.62870E+03, 1.60600E+03, 1.59930E+03
 1.60843E+03, 1.57110E+03, 1.60843E+03, 1.62800E+03, 1.60843E+03, 1.60490E+03
 1.61086E+03, 1.56970E+03, 1.61086E+03, 1.62350E+03, 1.61086E+03, 1.60170E+03
 1.61329E+03, 1.56870E+03, 1.61329E+03, 1.62680E+03, 1.61329E+03, 1.60290E+03
 1.61572E+03, 1.56950E+03, 1.61572E+03, 1.62110E+03, 1.61572E+03, 1.59690E+03
 1.61815E+03, 1.56960E+03, 1.61815E+03, 1.61850E+03, 1.61815E+03, 1.60360E+03
 1.62058E+03, 1.56890E+03, 1.62058E+03, 1.62410E+03, 1.62058E+03, 1.60490E+03
 1.62301E+03, 1.56970E+03, 1.62301E+03, 1.62340E+03, 1.62301E+03, 1.60160E+03
 1.62544E+03, 1.57040E+03, 1.62544E+03, 1.61830E+03, 1.62544E+03, 1.60000E+03
 1.62787E+03, 1.56910E+03, 1.62787E+03, 1.61330E+03, 1.62787E+03, 1.59800E+03
 1.63029E+03, 1.56940E+03, 1.63029E+03, 1.61350E+03, 1.63029E+03, 1.60110E+03
 1.63272E+03, 1.56750E+03, 1.63272E+03, 1.61370E+03, 1.63272E+03, 1.59880E+03
 1.63514E+03, 1.56870E+03, 1.63514E+03, 1.61410E+03, 1.63514E+03, 1.60160E+03
 1.63757E+03, 1.57000E+03, 1.63757E+03, 1.61500E+03, 1.63757E+03, 1.60010E+03
 1.63999E+03, 1.57110E+03, 1.63999E+03, 1.61180E+03, 1.63999E+03, 1.60400E+03
 1.64241E+03, 1.56980E+03, 1.64241E+03, 1.61010E+03, 1.64241E+03, 1.60120E+03
 1.64483E+03, 1.56900E+03, 1.64483E+03, 1.61700E+03, 1.64483E+03, 1.59940E+03
 1.64726E+03, 1.56980E+03, 1.64726E+03, 1.61110E+03, 1.64726E+03, 1.60040E+03
 1.64968E+03, 1.56870E+03, 1.64968E+03, 1.60760E+03, 1.64968E+03, 1.60320E+03
 1.65210E+03, 1.57060E+03, 1.65210E+03, 1.61330E+03, 1.65210E+03, 1.59740E+03
 1.65451E+03, 1.56900E+03, 1.65451E+03, 1.61050E+03, 1.65451E+03, 1.60310E+03
 1.65693E+03, 1.56960E+03, 1.65693E+03, 1.60910E+03, 1.65693E+03, 1.60650E+03
 1.65935E+03, 1.57060E+03, 1.65935E+03, 1.60780E+03, 1.65935E+03, 1.59960E+03
 1.66177E+03, 1.56890E+03, 1.66177E+03, 1.60630E+03, 1.66177E+03, 1.60380E+03
 1.66418E+03, 1.57170E+03, 1.66418E+03, 1.60940E+03, 1.66418E+03, 1.59920E+03
 1.66660E+03, 1.57160E+03, 1.66660E+03, 1.60580E+03, 1.66660E+03, 1.60040E+03
 1.66901E+03, 1.56860E+03, 1.66901E+03, 1.60780E+03, 1.66901E+03, 1.59930E+03
 1.67143E+03, 1.57180E+03, 1.67143E+03, 1.60110E+03, 1.67143E+03, 1.59920E+03
 1.67384E+03, 1.56930E+03, 1.67384E+03, 1.60940E+03, 1.67384E+03, 1.60370E+03
 1.67625E+03, 1.57050E+03, 1.67625E+03, 1.60410E+03, 1.67625E+03, 1.60210E+03
 1.67866E+03, 1.56940E+03, 1.67866E+03, 1.60560E+03, 1.67866E+03, 1.59820E+03
 1.68107E+03, 1.57010E+03, 1.68107E+03, 1.60670E+03, 1.68107E+03, 1.60000E+03
 1.68348E+03, 1.57110E+03, 1.68348E+03, 1.60760E+03, 1.68348E+03, 1.60080E+03
 1.68589E+03, 1.56860E+03, 1.68589E+03, 1.60350E+03, 1.68589E+03, 1.60130E+03
 1.68830E+03, 1.56870E+03, 1.68830E+03, 1.60540E+03, 1.68830E+03, 1.59860E+03
 1.69071E+03, 1.56850E+03, 1.69071E+03, 1.60870E+03, 1.69071E+03, 1.60260E+03
 1.69312E+03, 1.56870E+03, 1.69312E+03, 1.60440E+03, 1.69312E+03, 1.60100E+03
 1.69552E+03, 1.57010E+03, 1.69552E+03, 1.60090E+03, 1.69552E+03, 1.60470E+03
 1.69793E+03, 1.57280E+03, 1.69793E+03, 1.61250E+03, 1.69793E+03, 1.60290E+03
 1.70033E+03, 1.57170E+03, 1.70033E+03, 1.60570E+03, 1.70033E+03, 1.59820E+03
 1.70274E+03, 1.56990E+03, 1.70274E+03, 1.60260E+03, 1.70274E+03, 1.60090E+03
 1.70514E+03, 1.56990E+03, 1.70514E+03, 1.60490E+03, 1.70514E+03, 1.60240E+03
 1.70754E+03, 1.57020E+03, 1.70754E+03, 1.60600E+03, 1.70754E+03, 1.59910E+03
 1.70994E+03, 1.56930E+03, 1.70994E+03, 1.60200E+03, 1.70994E+03, 1.59410E+03
 1.71234E+03, 1.56940E+03, 1.71234E+03, 1.60350E+03, 1.71234E+03, 1.59740E+03
 1.71475E+03, 1.56950E+03, 1.71475E+03, 1.60600E+03, 1.71475E+03, 1.59910E+03
 1.71714E+03, 1.57040E+03, 1.71714E+03, 1.60780E+03, 1.71714E+03, 1.59430E+03
 1.71954E+03, 1.57260E+03, 1.71954E+03, 1.60750E+03, 1.71954E+03, 1.59810E+03
 1.72194E+03, 1.57210E+03, 1.72194E+03, 1.60310E+03, 1.72194E+03, 1.60060E+03
 1.72434E+03, 1.57050E+03, 1.72434E+03, 1.60520E+03, 1.72434E+03, 1.60260E+03
 1.72674E+03, 1.57180E+03, 1.72674E+03, 1.59830E+03, 1.72674E+03, 1.59960E+03
 1.72913E+03, 1.57060E+03, 1.72913E+03, 1.60310E+03, 1.72913E+03, 1.60030E+03
 1.73153E+03, 1.57140E+03, 1.73153E+03, 1.60440E+03, 1.73153E+03, 1.60270E+03
 1.73392E+03, 1.57070E+03, 1.73392E+03, 1.60290E+03, 1.73392E+03, 1.59960E+03
 1.73632E+03, 1.57090E+03, 1.73632E+03, 1.60030E+03, 1.73632E+03, 1.60100E+03
 1.73871E+03, 1.57050E+03, 1.73871E+03, 1.60630E+03, 1.73871E+03, 1.59930E+03
 1.74110E+03, 1.57170E+03, 1.74110E+03, 1.60100E+03, 1.74110E+03, 1.60160E+03
 1.74349E+03, 1.57130E+03, 1.74349E+03, 1.60300E+03, 1.74349E+03, 1.59620E+03
 1.74588E+03, 1.57140E+03, 1.74588E+03, 1.60310E+03, 1.74588E+03, 1.60000E+03
 1.74827E+03, 1.57030E+03, 1.74827E+03, 1.60130E+03, 1.74827E+03, 1.59930E+03
 1.75066E+03, 1.57110E+03, 1.75066E+03, 1.60100E+03, 1.75066E+03, 1.59620E+03
 1.75305E+03, 1.57110E+03, 1.75305E+03, 1.60380E+03, 1.75305E+03, 1.59730E+03
 1.75544E+03, 1.57060E+03, 1.75544E+03, 1.60110E+03, 1.75544E+03, 1.59620E+03
 1.75783E+03, 1.57120E+03, 1.75783E+03, 1.60030E+03, 1.75783E+03, 1.59780E+03
 1.76021E+03, 1.56870E+03, 1.76021E+03, 1.60230E+03, 1.76021E+03, 1.60120E+03
 1.76260E+03, 1.56720E+03, 1.76260E+03, 1.60360E+03, 1.76260E+03, 1.60090E+03
 1.76498E+03, 1.57060E+03, 1.76498E+03, 1.60280E+03, 1.76498E+03, 1.60210E+03
 1.76737E+03, 1.57150E+03, 1.76737E+03, 1.60660E+03, 1.76737E+03, 1.60290E+03
 1.76975E+03, 1.56930E+03, 1.76975E+03, 1.60010E+03, 1.76975E+03, 1.59810E+03
 1.77213E+03, 1.56930E+03, 1.77213E+03, 1.60040E+03, 1.77213E+03, 1.60320E+03
 1.77452E+03, 1.56870E+03, 1.77452E+03, 1.60270E+03, 1.77452E+03, 1.59960E+03
 1.77690E+03, 1.57000E+03, 1.77690E+03, 1.60400E+03, 1.77690E+03, 1.60050E+03
 1.77928E+03, 1.56900E+03, 1.77928E+03, 1.59500E+03, 1.77928E+03, 1.59940E+03
 1.78166E+03, 1.56760E+03, 1.78166E+03, 1.60110E+03, 1.78166E+03, 1.60090E+03
 1.78404E+03, 1.56950E+03, 1.78404E+03, 1.60280E+03, 1.78404E+03, 1.59970E+03
 1.78642E+03, 1.56850E+03, 1.78642E+03, 1.59960E+03, 1.78642E+03, 1.59800E+03
 1.78879E+03, 1.56890E+03, 1.78879E+03, 1.60060E+03, 1.78879E+03, 1.59990E+03
 1.79117E+03, 1.57120E+03, 1.79117E+03, 1.60720E+03, 1.79117E+03, 1.60060E+03
 1.79355E+03, 1.56900E+03, 1.79355E+03, 1.59690E+03, 1.79355E+03, 1.60190E+03
 1.79592E+03, 1.57050E+03, 1.79592E+03, 1.60570E+03, 1.79592E+03, 1.60180E+03
 1.79830E+03, 1.57030E+03, 1.79830E+03, 1.60530E+03, 1.79830E+03, 1.59940E+03
 1.80067E+03, 1.57020E+03, 1.80067E+03, 1.60200E+03, 1.80067E+03, 1.59820E+03
 1.80305E+03, 1.56910E+03, 1.80305E+03, 1.60240E+03, 1.80305E+03, 1.59680E+03
 1.80542E+03, 1.57100E+03, 1.80542E+03, 1.60230E+03, 1.80542E+03, 1.60220E+03
 1.80779E+03, 1.57250E+03, 1.80779E+03, 1.60100E+03, 1.80779E+03, 1.59980E+03
 1.81016E+03, 1.56960E+03, 1.81016E+03, 1.60390E+03, 1.81016E+03, 1.60160E+03
 1.81253E+03, 1.56910E+03, 1.81253E+03, 1.60140E+03, 1.81253E+03, 1.59760E+03
 1.81490E+03, 1.57240E+03, 1.81490E+03, 1.59930E+03, 1.81490E+03, 1.59870E+03
 1.81727E+03, 1.57150E+03, 1.81727E+03, 1.59960E+03, 1.81727E+03, 1.59940E+03
 1.81964E+03, 1.56910E+03, 1.81964E+03, 1.60130E+03, 1.81964E+03, 1.59760E+03
 1.82201E+03, 1.56920E+03, 1.82201E+03, 1.59660E+03, 1.82201E+03, 1.59830E+03
 1.82438E+03, 1.57060E+03, 1.82438E+03, 1.60480E+03, 1.82438E+03, 1.59410E+03
 1.82674E+03, 1.57000E+03, 1.82674E+03, 1.60010E+03, 1.82674E+03, 1.60140E+03
 1.82911E+03, 1.56960E+03, 1.82911E+03, 1.60000E+03, 1.82911E+03, 1.59890E+03
 1.83147E+03, 1.57000E+03, 1.83147E+03, 1.60220E+03, 1.83147E+03, 1.59630E+03
 1.83384E+03, 1.56790E+03, 1.83384E+03, 1.60330E+03, 1.83384E+03, 1.59940E+03
 1.83620E+03, 1.57070E+03, 1.83620E+03, 1.59900E+03, 1.83620E+03, 1.59880E+03
 1.83856E+03, 1.57100E+03, 1.83856E+03, 1.60120E+03, 1.83856E+03, 1.60040E+03
 1.84092E+03, 1.56950E+03, 1.84092E+03, 1.59700E+03, 1.84092E+03, 1.59600E+03
 1.84329E+03, 1.56920E+03, 1.84329E+03, 1.60330E+03, 1.84329E+03, 1.59960E+03
 1.84565E+03, 1.57030E+03, 1.84565E+03, 1.59980E+03, 1.84565E+03, 1.60110E+03
 1.84801E+03, 1.56790E+03, 1.84801E+03, 1.60130E+03, 1.84801E+03, 1.59830E+03
 1.85036E+03, 1.56850E+03, 1.85036E+03, 1.59950E+03, 1.85036E+03, 1.59810E+03
 1.85272E+03, 1.56790E+03, 1.85272E+03, 1.60380E+03, 1.85272E+03, 1.59760E+03
 1.85508E+03, 1.57280E+03, 1.85508E+03, 1.60000E+03, 1.85508E+03, 1.59830E+03
 1.85744E+03, 1.56900E+03, 1.85744E+03, 1.60180E+03, 1.85744E+03, 1.59900E+03
 1.85979E+03, 1.57010E+03, 1.85979E+03, 1.60000E+03, 1.85979E+03, 1.59620E+03
 1.86215E+03, 1.56890E+03, 1.86215E+03, 1.59890E+03, 1.86215E+03, 1.60130E+03
 1.86450E+03, 1.57160E+03, 1.86450E+03, 1.60340E+03, 1.86450E+03, 1.59790E+03
 1.86686E+03, 1.57110E+03, 1.86686E+03, 1.60220E+03, 1.86686E+03, 1.59920E+03
