Radial distance r (atomic units), calculated hydrogen wavefunction from basis of four gaussians (atomic units) with 1000 points,Radial distance r (a.u.), Calculated helium wavefunction
4.404404404404405,0.0004612269726599,8.81,2.9130751697038286e-06
4.40940940940941,0.0004552214783478,8.82,2.869350778626727e-06
4.414414414414415,0.0004492874920763,8.83,2.8261865455746445e-06
4.41941941941942,0.000443424257211,8.84,2.7835742275132453e-06
4.424424424424425,0.000437631023847,8.85,2.741505689484304e-06
4.42942942942943,0.0004319070487661,8.86,2.6999729030295395e-06
4.434434434434435,0.0004262515953929,8.870000000000001,2.658967944637206e-06
4.43943943943944,0.000420663933752,8.88,2.6184829942098955e-06
4.444444444444445,0.0004151433404242,8.89,2.5785103335504046e-06
4.44944944944945,0.0004096890985038,8.9,2.53904234487057e-06
4.454454454454455,0.0004043004975551,8.91,2.500071509317597e-06
4.45945945945946,0.0003989768335698,8.92,2.461590405522398e-06
4.464464464464465,0.000393717408924,8.93,2.423591708164076e-06
4.46946946946947,0.0003885215323351,8.94,2.386068186556473e-06
4.474474474474475,0.0003833885188196,8.950000000000001,2.3490127032511566e-06
4.47947947947948,0.00037831768965,8.96,2.312418212660999e-06
4.484484484484485,0.0003733083723126,8.97,2.2762777596994985e-06
4.48948948948949,0.0003683599004649,8.98,2.24058447843868e-06
4.494494494494495,0.0003634716138934,8.99,2.2053315907876444e-06
4.4994994994995,0.0003586428584715,9.0,2.170512405183563e-06
4.504504504504505,0.0003538729861171,9.01,2.136120315302879e-06
4.50950950950951,0.000349161354751,9.02,2.1021487987895325e-06
4.514514514514515,0.0003445073282546,9.03,2.068591415998001e-06
4.51951951951952,0.0003399102764287,9.04,2.035441808754421e-06
4.524524524524525,0.0003353695749515,9.05,2.002693699132636e-06
4.52952952952953,0.0003308846053369,9.06,1.970340888246867e-06
4.534534534534535,0.0003264547548938,9.07,1.9383772550600573e-06
4.53953953953954,0.0003220794166841,9.08,1.9067967552069108e-06
4.544544544544545,0.0003177579894822,9.09,1.8755934198326567e-06
4.54954954954955,0.0003134898777334,9.1,1.8447613544475435e-06
4.554554554554555,0.0003092744915135,9.11,1.8142947377939365e-06
4.55955955955956,0.0003051112464879,9.12,1.7841878207305158e-06
4.564564564564565,0.0003009995638709,9.13,1.7544349251286646e-06
4.56956956956957,0.0002969388703853,9.14,1.7250304427840729e-06
4.574574574574575,0.0002929285982222,9.15,1.6959688343421214e-06
4.57957957957958,0.0002889681850005,9.16,1.6672446282368025e-06
4.584584584584585,0.0002850570737272,9.17,1.6388524196424683e-06
4.58958958958959,0.0002811947127572,9.18,1.610786869440025e-06
4.594594594594595,0.0002773805557539,9.19,1.5830427031954574e-06
4.5995995995996,0.000273614061649,9.2,1.5556147101514266e-06
4.604604604604605,0.0002698946946036,9.21,1.5284977422306063e-06
4.60960960960961,0.0002662219239688,9.22,1.501686713053685e-06
4.614614614614615,0.000262595224246,9.23,1.475176596967088e-06
4.61961961961962,0.0002590140750486,9.24,1.4489624280845907e-06
4.624624624624625,0.0002554779610627,9.25,1.4230392993400174e-06
4.62962962962963,0.0002519863720085,9.26,1.3974023615517352e-06
4.634634634634635,0.0002485388026016,9.27,1.3720468224989123e-06
4.63963963963964,0.0002451347525152,9.28,1.346967946008848e-06
4.644644644644645,0.0002417737263408,9.29,1.3221610510559176e-06
4.64964964964965,0.0002384552335513,9.3,1.2976215108709957e-06
4.654654654654655,0.0002351787884622,9.31,1.2733447520618602e-06
4.65965965965966,0.0002319439101942,9.32,1.2493262537447303e-06
4.664664664664665,0.0002287501226356,9.33,1.2255615466854392e-06
4.66966966966967,0.0002255969544049,9.34,1.20204621245164e-06
4.674674674674675,0.0002224839388136,9.35,1.1787758825749035e-06
4.67967967967968,0.0002194106138287,9.36,1.1557462377228434e-06
4.684684684684685,0.0002163765220363,9.37,1.1329530068812486e-06
4.68968968968969,0.0002133812106045,9.38,1.110391966545244e-06
4.694694694694695,0.0002104242312471,9.39,1.088058939920856e-06
4.6996996996997,0.0002075051401867,9.4,1.0659497961356682e-06
4.704704704704705,0.0002046234981191,9.41,1.0440604494580808e-06
4.70970970970971,0.0002017788701766,9.42,1.02238685852661e-06
4.714714714714715,0.0001989708258925,9.43,1.0009250255873164e-06
4.71971971971972,0.0001961989391654,9.44,9.79670995740502e-07
4.724724724724725,0.0001934627882231,9.45,9.586208561960416e-07
4.72972972972973,0.0001907619555881,9.46,9.377707355364532e-07
4.734734734734735,0.0001880960280415,9.47,9.17116802989499e-07
4.73973973973974,0.0001854645965886,9.48,8.966552677079336e-07
4.744744744744745,0.0001828672564239,9.49,8.763823780580188e-07
4.74974974974975,0.0001803036068962,9.5,8.562944209156681e-07
4.754754754754755,0.0001777732514744,9.51,8.363877209702101e-07
4.75975975975976,0.0001752757977128,9.52,8.166586400363912e-07
4.764764764764765,0.0001728108572177,9.53,7.971035763730335e-07
4.76976976976977,0.0001703780456124,9.54,7.777189640101148e-07
4.774774774774775,0.0001679769825044,9.55,7.585012720826107e-07
4.77977977977978,0.0001656072914512,9.56,7.394470041709879e-07
4.784784784784785,0.0001632685999272,9.57,7.205526976496797e-07
4.78978978978979,0.0001609605392902,9.58,7.018149230416688e-07
4.794794794794795,0.0001586827447486,9.59,6.832302833806111e-07
4.7997997997998,0.0001564348553285,9.6,6.647954135784564e-07
4.804804804804805,0.0001542165138408,9.61,6.465069798011994e-07
4.80980980980981,0.0001520273668489,9.62,6.283616788492563e-07
4.814814814814815,0.0001498670646362,9.63,6.103562375455909e-07
4.81981981981982,0.0001477352611745,9.64,5.924874121295572e-07
4.824824824824825,0.0001456316140911,9.65,5.747519876559333e-07
4.82982982982983,0.000143555784638,9.66,5.57146777401804e-07
4.834834834834835,0.0001415074376597,9.67,5.396686222770554e-07
4.83983983983984,0.000139486241562,9.68,5.223143902423952e-07
4.844844844844845,0.0001374918682809,9.69,5.050809757320906e-07
4.84984984984985,0.0001355239932512,9.7,4.879652990823583e-07
4.854854854854855,0.0001335822953762,9.71,4.709643059653209e-07
4.85985985985986,0.0001316664569967,9.72,4.540749668278807e-07
4.864864864864865,0.0001297761638603,9.73,4.3729427633650133e-07
4.86986986986987,0.0001279111050918,9.74,4.206192528260706e-07
4.874874874874875,0.0001260709731625,9.75,4.040469377547905e-07
4.87987987987988,0.0001242554638603,9.76,3.875743951630784e-07
4.884884884884885,0.0001224642762604,9.77,3.711987111377402e-07
4.88988988988989,0.0001206971126954,9.78,3.549169932807034e-07
4.894894894894895,0.0001189536787259,9.79,3.387263701822984e-07
4.8998998998999,0.0001172336831117,9.8,3.226239908990101e-07
4.904904904904905,0.0001155368377824,9.81,3.0660702443561064e-07
4.90990990990991,0.0001138628578087,9.82,2.906726592316985e-07
4.914914914914915,0.000112211461374,9.83,2.748181026520802e-07
4.91991991991992,0.0001105823697455,9.84,2.590405804817983e-07
4.924924924924925,0.0001089753072465,9.85,2.433373364245599e-07
4.92992992992993,0.000107390001228,9.86,2.2770563160570026e-07
4.934934934934935,0.0001058261820408,9.87,2.121427440782214e-07
4.93993993993994,0.0001042835830078,9.88,1.9664596833319226e-07
4.944944944944945,0.0001027619403968,9.89,1.812126148135537e-07
4.94994994994995,0.0001012609933927,9.9,1.658400094313743e-07
4.954954954954955,9.978048407078856e-05,9.91,1.505254930886782e-07
4.95995995995996,9.832015736917504e-05,9.92,1.3526642120154914e-07
4.964964964964965,9.687976106269452e-05,9.93,1.200601632277047e-07
4.96996996996997,9.545904573588925e-05,9.94,1.049041021969179e-07
4.974974974974975,9.405776475668158e-05,9.95,8.979563424493645e-08
4.97997997997998,9.267567425013294e-05,9.96,7.473216815014511e-08
4.984984984984985,9.131253307238448e-05,9.97,5.9711124873264e-08
4.98998998998999,8.996810278477811e-05,9.98,4.4729937099905386e-08
4.994994994994995,8.86421476281586e-05,9.99,2.9786048785797857e-08
5.0,8.733443449735526e-05,10.0,1.4876914704927612e-08
