x-axis (inverse cm), DICING_transmission_spectrum (percent), PDMS_transmission_spectrum (percent), x-axis (inverse cm), KAPTON_transmission_spectrum (percent), PMMA_transmission_spectrum (percent)
2335.2272,1.05969,1.06066,2335.2272,1.0562,1.0176
2333.29885,1.05917,1.06031,2333.29885,1.0552,1.01678
2331.3705,1.05873,1.06004,2331.3705,1.05383,1.01588
2329.44216,1.05838,1.05982,2329.44216,1.05255,1.01513
2327.51381,1.05807,1.05957,2327.51381,1.0516,1.01457
2325.58547,1.05761,1.05911,2325.58547,1.05093,1.01407
2323.65712,1.05695,1.05848,2323.65712,1.05044,1.0135
2321.72877,1.05618,1.05777,2321.72877,1.05025,1.01304
2319.80043,1.05567,1.0572,2319.80043,1.05041,1.01291
2317.87208,1.05565,1.05705,2317.87208,1.05062,1.01299
2315.94373,1.05583,1.05721,2315.94373,1.05045,1.01292
2314.01539,1.05585,1.05732,2314.01539,1.04988,1.01257
2312.08704,1.05565,1.05716,2312.08704,1.0495,1.01229
2310.1587,1.05547,1.05691,2310.1587,1.04955,1.01233
2308.23035,1.05535,1.05673,2308.23035,1.05008,1.0127
2306.302,1.05522,1.05659,2306.302,1.05087,1.01322
2304.37366,1.05511,1.05646,2304.37366,1.0516,1.01366
2302.44531,1.05502,1.05635,2302.44531,1.0521,1.01397
2300.51697,1.05506,1.05638,2300.51697,1.05247,1.01427
2298.58862,1.0552,1.05658,2298.58862,1.05282,1.01458
2296.66027,1.05527,1.05676,2296.66027,1.05305,1.0148
2294.73193,1.05526,1.05684,2294.73193,1.05313,1.01492
2292.80358,1.05529,1.05685,2292.80358,1.05314,1.01505
2290.87523,1.05535,1.05686,2290.87523,1.05314,1.01517
2288.94689,1.05536,1.05685,2288.94689,1.05322,1.01524
2287.01854,1.05534,1.05681,2287.01854,1.05334,1.01526
2285.0902,1.0553,1.05677,2285.0902,1.05346,1.01528
2283.16185,1.05527,1.05675,2283.16185,1.0536,1.01533
2281.2335,1.05526,1.05676,2281.2335,1.05375,1.01542
2279.30516,1.05526,1.05674,2279.30516,1.05393,1.01551
2277.37681,1.0552,1.05666,2277.37681,1.05414,1.01558
2275.44847,1.0551,1.05654,2275.44847,1.05429,1.01566
2273.52012,1.05495,1.05638,2273.52012,1.05435,1.01575
2271.59177,1.05485,1.05624,2271.59177,1.05436,1.01587
2269.66343,1.05484,1.05615,2269.66343,1.05433,1.016
2267.73508,1.05483,1.05604,2267.73508,1.05423,1.01609
2265.80673,1.05479,1.05594,2265.80673,1.05412,1.01619
2263.87839,1.05477,1.05595,2263.87839,1.05406,1.01638
2261.95004,1.0548,1.05608,2261.95004,1.05414,1.01666
2260.0217,1.05486,1.0562,2260.0217,1.0543,1.01692
2258.09335,1.05489,1.05622,2258.09335,1.05432,1.01705
2256.165,1.05484,1.05618,2256.165,1.05414,1.01703
2254.23666,1.05479,1.05618,2254.23666,1.05396,1.01701
2252.30831,1.0547,1.05608,2252.30831,1.05394,1.01699
2250.37997,1.05478,1.05612,2250.37997,1.05374,1.01683
2248.45162,1.05546,1.05698,2248.45162,1.05282,1.01649
2246.52327,1.05515,1.05669,2246.52327,1.05326,1.01662
2244.59493,1.05492,1.05647,2244.59493,1.0537,1.01677
2242.66658,1.05474,1.05629,2242.66658,1.05404,1.01689
2240.73823,1.05456,1.05611,2240.73823,1.05424,1.01696
2238.80989,1.05435,1.05592,2238.80989,1.05437,1.01694
2236.88154,1.05418,1.05576,2236.88154,1.05454,1.01693
2234.9532,1.05413,1.05564,2234.9532,1.05474,1.01704
2233.02485,1.05413,1.05556,2233.02485,1.05486,1.01716
2231.0965,1.05403,1.05545,2231.0965,1.05483,1.01716
2229.16816,1.05391,1.05531,2229.16816,1.05482,1.0171
2227.23981,1.0539,1.05525,2227.23981,1.05495,1.01712
2225.31147,1.05396,1.05527,2225.31147,1.05511,1.01718
2223.38312,1.05394,1.05527,2223.38312,1.05516,1.01716
2221.45477,1.05384,1.05521,2221.45477,1.05512,1.01705
2219.52643,1.05374,1.05512,2219.52643,1.05509,1.01693
2217.59808,1.05366,1.05504,2217.59808,1.05512,1.01686
2215.66973,1.0536,1.05501,2215.66973,1.0552,1.01684
2213.74139,1.0536,1.05502,2213.74139,1.05528,1.01682
2211.81304,1.05361,1.055,2211.81304,1.05533,1.01681
2209.8847,1.05357,1.05491,2209.8847,1.05533,1.01683
2207.95635,1.05349,1.05484,2207.95635,1.05531,1.01691
2206.028,1.0534,1.0548,2206.028,1.05532,1.01701
2204.09966,1.05333,1.05476,2204.09966,1.05537,1.01705
2202.17131,1.05332,1.05473,2202.17131,1.05543,1.01715
2200.24297,1.05336,1.05473,2200.24297,1.05552,1.01738
2198.31462,1.05337,1.05474,2198.31462,1.0556,1.01761
2196.38627,1.05329,1.05472,2196.38627,1.05564,1.0177
2194.45793,1.05315,1.05464,2194.45793,1.05561,1.01768
2192.52958,1.05305,1.05454,2192.52958,1.05557,1.01769
2190.60123,1.053,1.05449,2190.60123,1.05558,1.0178
2188.67289,1.05287,1.05443,2188.67289,1.05554,1.0179
2186.74454,1.05271,1.05433,2186.74454,1.05543,1.01794
2184.8162,1.05262,1.05426,2184.8162,1.05535,1.01801
2182.88785,1.0525,1.05423,2182.88785,1.05533,1.01808
2180.9595,1.05238,1.0542,2180.9595,1.0553,1.01816
2179.03116,1.05237,1.05414,2179.03116,1.05525,1.0183
2177.10281,1.0524,1.05404,2177.10281,1.05522,1.01848
2175.17447,1.05235,1.05392,2175.17447,1.05519,1.01863
2173.24612,1.05229,1.05379,2173.24612,1.05511,1.01877
2171.31777,1.05229,1.05371,2171.31777,1.05504,1.01894
2169.38943,1.05232,1.05364,2169.38943,1.05496,1.01909
2167.46108,1.05235,1.05357,2167.46108,1.05488,1.01915
2165.53273,1.05238,1.05353,2165.53273,1.05481,1.01919
2163.60439,1.05245,1.05348,2163.60439,1.05476,1.01927
2161.67604,1.05253,1.05338,2161.67604,1.05468,1.01934
2159.7477,1.0526,1.05323,2159.7477,1.05456,1.01933
2157.81935,1.05259,1.05308,2157.81935,1.05439,1.01927
2155.891,1.05254,1.05297,2155.891,1.0542,1.01921
2153.96266,1.05253,1.05291,2153.96266,1.05407,1.01922
2152.03431,1.05261,1.05292,2152.03431,1.05404,1.01931
2150.10597,1.05271,1.053,2150.10597,1.05401,1.01943
2148.17762,1.05273,1.05303,2148.17762,1.05388,1.01944
2146.24927,1.0527,1.05301,2146.24927,1.05373,1.01941
2144.32093,1.05273,1.053,2144.32093,1.05367,1.01946
2142.39258,1.05278,1.05301,2142.39258,1.0536,1.01951
2140.46423,1.05277,1.05306,2140.46423,1.05347,1.01946
2138.53589,1.05274,1.05312,2138.53589,1.05339,1.01938
2136.60754,1.05276,1.0532,2136.60754,1.05338,1.01932
2134.6792,1.05282,1.05332,2134.6792,1.05338,1.01933
2132.75085,1.05285,1.05344,2132.75085,1.05333,1.01936
2130.8225,1.05287,1.05353,2130.8225,1.05325,1.01935
2128.89416,1.05289,1.05355,2128.89416,1.05316,1.01933
2126.96581,1.05285,1.05349,2126.96581,1.05304,1.01932
2125.03747,1.0528,1.05343,2125.03747,1.05288,1.01933
2123.10912,1.05281,1.05343,2123.10912,1.05277,1.01936
2121.18077,1.05285,1.05346,2121.18077,1.0527,1.01936
2119.25243,1.05283,1.05345,2119.25243,1.05262,1.01931
2117.32408,1.05274,1.05344,2117.32408,1.05255,1.01929
2115.39573,1.05266,1.05347,2115.39573,1.05252,1.01935
2113.46739,1.05269,1.05354,2113.46739,1.05252,1.01944
2111.53904,1.05272,1.05357,2111.53904,1.05249,1.01947
2109.6107,1.05264,1.05353,2109.6107,1.05241,1.01942
2107.68235,1.05253,1.05348,2107.68235,1.05236,1.01938
2105.754,1.05252,1.05346,2105.754,1.05243,1.0194
2103.82566,1.05255,1.05345,2103.82566,1.05255,1.01946
2101.89731,1.05259,1.05342,2101.89731,1.05262,1.01953
2099.96897,1.05268,1.05345,2099.96897,1.05261,1.01959
2098.04062,1.05274,1.05349,2098.04062,1.05256,1.01958
2096.11227,1.05271,1.05348,2096.11227,1.05256,1.01956
2094.18393,1.05267,1.05346,2094.18393,1.05265,1.01962
2092.25558,1.05264,1.05343,2092.25558,1.05273,1.01967
2090.32723,1.05257,1.0534,2090.32723,1.0527,1.01959
2088.39889,1.0525,1.05336,2088.39889,1.05269,1.01948
2086.47054,1.05248,1.05333,2086.47054,1.05287,1.01949
2084.5422,1.05254,1.05331,2084.5422,1.05315,1.01957
2082.61385,1.05257,1.05328,2082.61385,1.05331,1.0196
2080.6855,1.05255,1.0533,2080.6855,1.05332,1.0196
2078.75716,1.0526,1.05336,2078.75716,1.05327,1.01968
2076.82881,1.05265,1.05333,2076.82881,1.0533,1.01981
2074.90047,1.05257,1.05318,2074.90047,1.05345,1.01994
2072.97212,1.05243,1.05308,2072.97212,1.05368,1.02011
2071.04377,1.05233,1.05305,2071.04377,1.05384,1.02027
2069.11543,1.05229,1.05299,2069.11543,1.05391,1.02032
2067.18708,1.05223,1.05289,2067.18708,1.05394,1.02023
2065.25873,1.05217,1.05282,2065.25873,1.05399,1.02009
2063.33039,1.0522,1.05283,2063.33039,1.05412,1.02006
2061.40204,1.05229,1.05285,2061.40204,1.0543,1.02014
2059.4737,1.05228,1.05281,2059.4737,1.05443,1.02013
2057.54535,1.05218,1.05278,2057.54535,1.05453,1.02005
2055.617,1.05213,1.05277,2055.617,1.05466,1.01997
2053.68866,1.05219,1.05277,2053.68866,1.05481,1.01994
2051.76031,1.0523,1.05277,2051.76031,1.05496,1.01994
2049.83196,1.05233,1.05274,2049.83196,1.05507,1.01989
2047.90362,1.05224,1.05271,2047.90362,1.05511,1.01979
2045.97527,1.05212,1.05274,2045.97527,1.05509,1.0197
2044.04693,1.05203,1.05279,2044.04693,1.05502,1.01965
2042.11858,1.05198,1.05283,2042.11858,1.05493,1.01968
2040.19023,1.05199,1.05289,2040.19023,1.05494,1.01981
2038.26189,1.0521,1.05303,2038.26189,1.05508,1.02
2036.33354,1.05218,1.05316,2036.33354,1.05521,1.02012
2034.4052,1.05216,1.05321,2034.4052,1.05519,1.02012
2032.47685,1.05211,1.05327,2032.47685,1.05515,1.02008
2030.5485,1.05212,1.05337,2030.5485,1.05516,1.02005
2028.62016,1.05215,1.0534,2028.62016,1.05517,1.02001
2026.69181,1.05218,1.05333,2026.69181,1.0551,1.01991
2024.76346,1.05217,1.05323,2024.76346,1.05492,1.01971
2022.83512,1.05208,1.05314,2022.83512,1.05468,1.01943
2020.90677,1.05191,1.05297,2020.90677,1.05442,1.01911
2018.97843,1.05168,1.05268,2018.97843,1.05412,1.01876
2017.05008,1.05154,1.05246,2017.05008,1.05392,1.01856
2015.12173,1.05164,1.0525,2015.12173,1.05401,1.01868
2013.19339,1.05184,1.05262,2013.19339,1.05418,1.01893
2011.26504,1.05193,1.05264,2011.26504,1.05416,1.01909
2009.3367,1.05186,1.05256,2009.3367,1.05397,1.01921
2007.40835,1.05173,1.05244,2007.40835,1.05377,1.01937
2005.48,1.05169,1.05237,2005.48,1.05365,1.01961
2003.55166,1.05177,1.05236,2003.55166,1.05359,1.01993
2001.62331,1.05186,1.05236,2001.62331,1.05354,1.02027
1999.69496,1.05187,1.0523,1999.69496,1.05345,1.02057
1997.76662,1.05181,1.05221,1997.76662,1.0533,1.02079
1995.83827,1.05172,1.05212,1995.83827,1.0531,1.02087
1993.90993,1.05158,1.052,1993.90993,1.05284,1.02077
1991.98158,1.05147,1.05189,1991.98158,1.05259,1.02064
1990.05323,1.05148,1.05186,1990.05323,1.05241,1.0207
1988.12489,1.05157,1.05185,1988.12489,1.05231,1.02094
1986.19654,1.05171,1.05185,1986.19654,1.05227,1.02121
1984.2682,1.05181,1.05182,1984.2682,1.05221,1.02135
1982.33985,1.05181,1.05172,1982.33985,1.05209,1.02137
1980.4115,1.05172,1.05159,1980.4115,1.05196,1.02143
1978.48316,1.05157,1.05143,1978.48316,1.05178,1.02153
1976.55481,1.05142,1.05123,1976.55481,1.05149,1.02159
1974.62646,1.05135,1.05105,1974.62646,1.05115,1.02165
1972.69812,1.05138,1.05094,1972.69812,1.05079,1.02169
1970.76977,1.05136,1.05081,1970.76977,1.05021,1.02159
1968.84143,1.05123,1.05055,1968.84143,1.04928,1.02136
1966.91308,1.05113,1.05026,1966.91308,1.04818,1.02115
1964.98473,1.05116,1.05013,1964.98473,1.04722,1.02105
1963.05639,1.05119,1.05006,1963.05639,1.04658,1.02092
1961.12804,1.05116,1.04999,1961.12804,1.04631,1.02064
1959.1997,1.05113,1.0499,1959.1997,1.04649,1.02022
1957.27135,1.05109,1.04974,1957.27135,1.04695,1.01964
1955.343,1.05101,1.04951,1955.343,1.04747,1.01893
1953.41466,1.05096,1.0493,1953.41466,1.04796,1.01829
1951.48631,1.05094,1.04915,1951.48631,1.04843,1.01783
1949.55796,1.05094,1.04902,1949.55796,1.04887,1.0176
1947.62962,1.0509,1.04884,1947.62962,1.04928,1.0175
1945.70127,1.05076,1.04856,1945.70127,1.04959,1.01739
1943.77293,1.05055,1.04826,1943.77293,1.04981,1.0173
1941.84458,1.05054,1.04825,1941.84458,1.05017,1.01743
1939.91623,1.05078,1.04857,1939.91623,1.05075,1.01786
1937.98789,1.05105,1.04899,1937.98789,1.05136,1.01835
1936.05954,1.0512,1.0493,1936.05954,1.05181,1.01875
1934.1312,1.05125,1.04953,1934.1312,1.05212,1.01907
1932.20285,1.0513,1.04977,1932.20285,1.05241,1.01939
1930.2745,1.05138,1.05001,1930.2745,1.05274,1.01961
1928.34616,1.05141,1.05013,1928.34616,1.05298,1.01966
1926.41781,1.05126,1.05006,1926.41781,1.05295,1.01951
1924.48946,1.05093,1.04983,1924.48946,1.05268,1.01924
1922.56112,1.05078,1.04975,1922.56112,1.05253,1.01914
1920.63277,1.0509,1.04994,1920.63277,1.05274,1.01934
1918.70443,1.05107,1.05021,1918.70443,1.05309,1.01963
1916.77608,1.05123,1.05047,1916.77608,1.05341,1.0199
1914.84773,1.05133,1.0507,1914.84773,1.05366,1.02009
1912.91939,1.05131,1.05079,1912.91939,1.05378,1.02007
1910.99104,1.05126,1.05076,1910.99104,1.05383,1.01986
1909.0627,1.0513,1.05078,1909.0627,1.0539,1.01962
1907.13435,1.05142,1.05089,1907.13435,1.05405,1.01945
1905.206,1.05147,1.05097,1905.206,1.05418,1.01929
1903.27766,1.05146,1.051,1903.27766,1.05424,1.0191
1901.34931,1.05141,1.05099,1901.34931,1.05426,1.01887
1899.42096,1.05134,1.05091,1899.42096,1.05425,1.01864
1897.49262,1.05123,1.05076,1897.49262,1.05418,1.01843
1895.56427,1.05114,1.05065,1895.56427,1.05411,1.01828
1893.63593,1.05106,1.0506,1893.63593,1.05409,1.01826
1891.70758,1.05097,1.05052,1891.70758,1.05405,1.01837
1889.77923,1.05093,1.05046,1889.77923,1.05403,1.01864
1887.85089,1.05107,1.05058,1887.85089,1.05411,1.01908
1885.92254,1.05123,1.05074,1885.92254,1.05425,1.01956
1883.9942,1.05126,1.0508,1883.9942,1.05434,1.01993
1882.06585,1.05118,1.05073,1882.06585,1.05436,1.02021
1880.1375,1.05108,1.05063,1880.1375,1.05432,1.02045
1878.20916,1.05106,1.05061,1878.20916,1.05427,1.02075
1876.28081,1.0511,1.05067,1876.28081,1.05425,1.02111
1874.35246,1.05109,1.05065,1874.35246,1.05415,1.02137
1872.42412,1.05089,1.05041,1872.42412,1.05388,1.02141
1870.49577,1.05056,1.05007,1870.49577,1.05351,1.0214
1868.56743,1.05045,1.04999,1868.56743,1.05329,1.02163
1866.63908,1.05063,1.05024,1866.63908,1.05331,1.02213
1864.71073,1.05081,1.05049,1864.71073,1.05332,1.0226
1862.78239,1.05081,1.05051,1862.78239,1.05316,1.02293
1860.85404,1.05074,1.05042,1860.85404,1.05292,1.0232
1858.9257,1.05069,1.0504,1858.9257,1.0527,1.02349
1856.99735,1.05066,1.05047,1856.99735,1.05248,1.02381
1855.069,1.05062,1.05053,1855.069,1.05223,1.02409
1853.14066,1.05057,1.0505,1853.14066,1.05187,1.02423
1851.21231,1.05044,1.05035,1851.21231,1.05133,1.02411
1849.28396,1.0502,1.05009,1849.28396,1.05064,1.02378
1847.35562,1.04996,1.04988,1847.35562,1.04997,1.02346
1845.42727,1.04989,1.04983,1845.42727,1.04942,1.0233
1843.49893,1.04999,1.04994,1843.49893,1.04893,1.02322
1841.57058,1.05014,1.05016,1841.57058,1.04848,1.0231
1839.64223,1.05024,1.05038,1839.64223,1.04807,1.02287
1837.71389,1.05024,1.0505,1837.71389,1.04765,1.02249
1835.78554,1.05017,1.05055,1835.78554,1.04716,1.02197
1833.8572,1.05003,1.05052,1833.8572,1.04666,1.02132
1831.92885,1.04988,1.05041,1831.92885,1.04617,1.02056
1830.0005,1.04983,1.05036,1830.0005,1.04568,1.01989
1828.07216,1.04979,1.05036,1828.07216,1.04512,1.01937
1826.14381,1.04961,1.05029,1826.14381,1.04456,1.01895
1824.21546,1.04944,1.05022,1824.21546,1.04415,1.01873
1822.28712,1.04939,1.0502,1822.28712,1.04392,1.01879
1820.35877,1.04933,1.05013,1820.35877,1.0437,1.01893
1818.43043,1.04923,1.05002,1818.43043,1.04342,1.01905
1816.50208,1.04914,1.04998,1816.50208,1.0432,1.01918
1814.57373,1.04899,1.04996,1814.57373,1.043,1.0193
1812.64539,1.04881,1.04987,1812.64539,1.04274,1.01925
1810.71704,1.04869,1.04977,1810.71704,1.04248,1.01898
1808.7887,1.04864,1.04971,1808.7887,1.04227,1.01849
1806.86035,1.04852,1.04964,1806.86035,1.04208,1.01764
1804.932,1.04826,1.0495,1804.932,1.04174,1.01612
1803.00366,1.04795,1.04932,1803.00366,1.04132,1.01368
1801.07531,1.04778,1.04926,1801.07531,1.04118,1.01038
1799.14696,1.04772,1.04928,1799.14696,1.04135,1.00627
1797.21862,1.04754,1.04923,1797.21862,1.04146,1.00141
1795.29027,1.04727,1.04911,1795.29027,1.04142,0.99608
1793.36193,1.04702,1.04897,1793.36193,1.04128,0.99037
1791.43358,1.04685,1.04888,1791.43358,1.04107,0.98436
1789.50523,1.04673,1.04891,1789.50523,1.04084,0.97796
1787.57689,1.04656,1.04901,1787.57689,1.04053,0.96968
1785.64854,1.04625,1.04903,1785.64854,1.04011,0.95798
1783.7202,1.04592,1.04898,1783.7202,1.03978,0.94354
1781.79185,1.04565,1.04891,1781.79185,1.03957,0.92799
1779.8635,1.04544,1.04894,1779.8635,1.03926,0.91262
1777.93516,1.04519,1.04904,1777.93516,1.03884,0.90023
1776.00681,1.0449,1.04913,1776.00681,1.03848,0.89521
1774.07846,1.04462,1.04925,1774.07846,1.03818,0.90155
1772.15012,1.04413,1.04933,1772.15012,1.0375,0.91883
1770.22177,1.04323,1.04919,1770.22177,1.03602,0.93862
1768.29343,1.0422,1.04901,1768.29343,1.03436,0.95282
1766.36508,1.04131,1.04903,1766.36508,1.03316,0.96071
1764.43673,1.04033,1.04919,1764.43673,1.03217,0.96437
1762.50839,1.03887,1.04928,1762.50839,1.0307,0.96535
1760.58004,1.03682,1.04931,1760.58004,1.02856,0.96454
1758.6517,1.03408,1.04928,1758.6517,1.02581,0.96231
1756.72335,1.03046,1.04922,1756.72335,1.02243,0.9587
1754.795,1.02581,1.04912,1754.795,1.01829,0.9536
1752.86666,1.01948,1.0488,1752.86666,1.01258,0.94606
1750.93831,1.01052,1.04837,1750.93831,1.00395,0.93413
1749.00996,0.99901,1.04818,1749.00996,0.99168,0.91636
1747.08162,0.98571,1.04808,1747.08162,0.97562,0.89233
1745.15327,0.97093,1.04784,1745.15327,0.95511,0.86165
1743.22493,0.95494,1.04772,1743.22493,0.9295,0.82483
1741.29658,0.93822,1.048,1741.29658,0.89847,0.78377
1739.36823,0.92167,1.04838,1739.36823,0.86362,0.74226
1737.43989,0.90702,1.04845,1737.43989,0.82856,0.70493
1735.51154,0.89443,1.04819,1735.51154,0.79067,0.66895
1733.5832,0.88354,1.04795,1733.5832,0.7457,0.62921
1731.65485,0.87651,1.04807,1731.65485,0.70089,0.59068
1729.7265,0.87418,1.04842,1729.7265,0.66094,0.55639
1727.79816,0.87549,1.04879,1727.79816,0.62191,0.52234
1725.86981,0.87973,1.04902,1725.86981,0.58117,0.48649
1723.94146,0.88649,1.04913,1723.94146,0.53802,0.44956
1722.01312,0.89483,1.04917,1722.01312,0.4929,0.41422
1720.08477,0.90452,1.04908,1720.08477,0.44393,0.38189
1718.15643,0.91709,1.04897,1718.15643,0.3914,0.35207
1716.22808,0.93271,1.04909,1716.22808,0.35376,0.32914
1714.29973,0.94867,1.04947,1714.29973,0.35403,0.31956
1712.37139,0.9636,1.04994,1712.37139,0.39347,0.32338
1710.44304,0.97776,1.05029,1710.44304,0.45939,0.33868
1708.5147,0.99127,1.05049,1708.5147,0.53683,0.36442
1706.58635,1.0038,1.05059,1706.58635,0.61499,0.39911
1704.658,1.01422,1.05065,1704.658,0.68408,0.43716
1702.72966,1.02184,1.05077,1702.72966,0.73824,0.47292
1700.80131,1.02786,1.05102,1700.80131,0.78427,0.50903
1698.87296,1.03276,1.05122,1698.87296,0.82479,0.54527
1696.94462,1.03595,1.05121,1696.94462,0.85481,0.57657
1695.01627,1.03795,1.05109,1695.01627,0.87686,0.60408
1693.08793,1.03927,1.05086,1693.08793,0.8934,0.62787
1691.15958,1.0401,1.05048,1691.15958,0.90546,0.64829
1689.23123,1.04061,1.04999,1689.23123,0.91471,0.66761
1687.30289,1.04102,1.0496,1687.30289,0.92132,0.68632
1685.37454,1.04155,1.04932,1685.37454,0.92585,0.70633
1683.4462,1.04231,1.04906,1683.4462,0.93012,0.72822
1681.51785,1.04301,1.04892,1681.51785,0.93561,0.74689
1679.5895,1.04358,1.04899,1679.5895,0.94252,0.76117
1677.66116,1.0441,1.04911,1677.66116,0.95021,0.77418
1675.73281,1.04464,1.0492,1675.73281,0.9578,0.7875
1673.80446,1.04521,1.04931,1673.80446,0.96446,0.79999
1671.87612,1.04576,1.04934,1671.87612,0.97013,0.81047
1669.94777,1.04633,1.04922,1669.94777,0.97583,0.81997
1668.01943,1.04688,1.04907,1668.01943,0.98169,0.82864
1666.09108,1.04734,1.049,1666.09108,0.98692,0.83556
1664.16273,1.04774,1.04898,1664.16273,0.99187,0.84167
1662.23439,1.04812,1.04893,1662.23439,0.99674,0.84781
1660.30604,1.04837,1.04886,1660.30604,1.0008,0.85328
1658.3777,1.04843,1.04874,1658.3777,1.00375,0.85768
1656.44935,1.0484,1.04861,1656.44935,1.00626,0.86187
1654.521,1.04864,1.04871,1654.521,1.00923,0.86742
1652.59266,1.04919,1.04902,1652.59266,1.01243,0.87413
1650.66431,1.04942,1.04902,1650.66431,1.0144,0.8791
1648.73596,1.04941,1.04885,1648.73596,1.01543,0.88266
1646.80762,1.04946,1.04869,1646.80762,1.01664,0.88717
1644.87927,1.04955,1.0485,1644.87927,1.01792,0.89231
1642.95093,1.04953,1.0483,1642.95093,1.01887,0.89676
1641.02258,1.04945,1.04819,1641.02258,1.01974,0.90068
1639.09423,1.04939,1.04816,1639.09423,1.02093,0.90456
1637.16589,1.04947,1.04813,1637.16589,1.02255,0.90861
1635.23754,1.04954,1.04791,1635.23754,1.02404,0.91234
1633.3092,1.04934,1.04753,1633.3092,1.02469,0.91472
1631.38085,1.04904,1.04729,1631.38085,1.02492,0.91603
1629.4525,1.04894,1.04727,1629.4525,1.02545,0.91723
1627.52416,1.04905,1.04731,1627.52416,1.02634,0.91852
1625.59581,1.0492,1.04728,1625.59581,1.02718,0.91959
1623.66746,1.04925,1.04713,1623.66746,1.02771,0.92044
1621.73912,1.0492,1.04697,1621.73912,1.02782,0.92123
1619.81077,1.04911,1.04694,1619.81077,1.02761,0.92227
1617.88243,1.04906,1.04701,1617.88243,1.02714,0.92382
1615.95408,1.04894,1.04688,1615.95408,1.02637,0.92544
1614.02573,1.04869,1.04651,1614.02573,1.02578,0.92652
1612.09739,1.04853,1.04619,1612.09739,1.02613,0.92735
1610.16904,1.04859,1.046,1610.16904,1.02758,0.92818
1608.24069,1.0487,1.04581,1608.24069,1.02955,0.92825
1606.31235,1.04869,1.04558,1606.31235,1.03138,0.9263
1604.384,1.04855,1.04536,1604.384,1.03278,0.92163
1602.45566,1.04837,1.04514,1602.45566,1.03377,0.91533
1600.52731,1.04822,1.04489,1600.52731,1.03441,0.91011
1598.59896,1.0481,1.04465,1598.59896,1.03477,0.90827
1596.67062,1.04801,1.04453,1596.67062,1.03488,0.91013
1594.74227,1.04796,1.0446,1594.74227,1.03478,0.91475
1592.81393,1.04798,1.04481,1592.81393,1.03445,0.92103
1590.88558,1.04808,1.04505,1590.88558,1.03382,0.92818
1588.95723,1.04824,1.04529,1588.95723,1.03275,0.93579
1587.02889,1.0484,1.04553,1587.02889,1.03095,0.94358
1585.10054,1.04853,1.04575,1585.10054,1.02802,0.9511
1583.17219,1.04858,1.04595,1583.17219,1.02385,0.95786
1581.24385,1.0485,1.04615,1581.24385,1.01935,0.96346
1579.3155,1.04836,1.04644,1579.3155,1.01639,0.96794
1577.38716,1.04843,1.04684,1577.38716,1.01664,0.97182
1575.45881,1.04871,1.0471,1575.45881,1.01983,0.97511
1573.53046,1.04897,1.0471,1573.53046,1.02369,0.97729
1571.60212,1.0492,1.04703,1571.60212,1.02694,0.97872
1569.67377,1.04948,1.04703,1569.67377,1.02966,0.98004
1567.74543,1.04975,1.04715,1567.74543,1.03159,0.98109
1565.81708,1.04991,1.04731,1565.81708,1.03267,0.9816
1563.88873,1.04982,1.04734,1563.88873,1.03326,0.98155
1561.96039,1.04937,1.0471,1561.96039,1.03376,0.981
1560.03204,1.04896,1.04691,1560.03204,1.03451,0.97962
1558.10369,1.04905,1.04701,1558.10369,1.03502,0.97707
1556.17535,1.04908,1.0469,1556.17535,1.03458,0.97442
1554.247,1.04876,1.04644,1554.247,1.03374,0.97315
1552.31866,1.04835,1.04597,1552.31866,1.03325,0.97375
1550.39031,1.0481,1.04575,1550.39031,1.03328,0.97591
1548.46196,1.048,1.04578,1548.46196,1.03364,0.97867
1546.53362,1.04771,1.04562,1546.53362,1.03398,0.98071
1544.60527,1.0474,1.04545,1544.60527,1.03444,0.98178
1542.67693,1.04771,1.04598,1542.67693,1.03562,0.98254
1540.74858,1.04851,1.0469,1540.74858,1.03715,0.98278
1538.82023,1.04887,1.04709,1538.82023,1.03763,0.98145
1536.89189,1.04856,1.04656,1536.89189,1.03689,0.97884
1534.96354,1.04804,1.04601,1534.96354,1.03587,0.97535
1533.03519,1.04761,1.04567,1533.03519,1.0349,0.97061
1531.10685,1.04733,1.04556,1531.10685,1.03387,0.96466
1529.1785,1.04701,1.04539,1529.1785,1.03271,0.95696
1527.25016,1.04674,1.0451,1527.25016,1.03164,0.94563
1525.32181,1.04669,1.04495,1525.32181,1.03109,0.92915
1523.39346,1.04668,1.04494,1523.39346,1.03113,0.90634
1521.46512,1.04644,1.0448,1521.46512,1.0314,0.87732
1519.53677,1.04604,1.04454,1519.53677,1.03154,0.84737
1517.60843,1.04565,1.04426,1517.60843,1.03124,0.81924
1515.68008,1.04547,1.04413,1515.68008,1.03024,0.79081
1513.75173,1.04544,1.04409,1513.75173,1.0279,0.76412
1511.82339,1.04518,1.04386,1511.82339,1.02271,0.74209
1509.89504,1.04463,1.04355,1509.89504,1.01267,0.71844
1507.96669,1.0445,1.04394,1507.96669,0.99815,0.67253
1506.03835,1.04523,1.04512,1506.03835,0.98701,0.59475
1504.11,1.04594,1.04584,1504.11,0.98846,0.51704
1502.18166,1.04611,1.04574,1502.18166,0.99949,0.4642
1500.25331,1.04592,1.04535,1500.25331,1.01274,0.43965
1498.32496,1.04554,1.04499,1498.32496,1.02361,0.45011
1496.39662,1.04512,1.0447,1496.39662,1.03028,0.49842
