Wavelength [nm],Voltage [V],Normalised voltage,Wavelength simulation [nm],Relative intensity simulation
758.09375,0.1113905235,0.3135233947,,
758.1875,0.1113821088,0.3134997104,,
758.3125,0.1116581529,0.3142766732,,
758.40625,0.1113623735,0.3134441628,,
758.5,0.1113554059,0.3134245514,,
758.59375,0.1114887294,0.3137998082,,
758.6875,0.1119040882,0.3149688907,,
758.8125,0.1119887059,0.3152070582,,
758.90625,0.1120443,0.3153635353,,
759.0,0.1117692235,0.3145892961,,
759.09375,0.1116821706,0.314344274,,
759.1875,0.1118011382,0.3146791242,,
759.3125,0.1122281676,0.3158810551,,
759.40625,0.1114066441,0.3135687682,,
759.5,0.1114725735,0.3137543353,,
759.59375,0.1113809912,0.3134965646,,
759.6875,0.1115951324,0.3140992934,,
759.8125,0.1111733647,0.3129121724,,
759.90625,0.1114589529,0.3137159984,,
760.0,0.1113922294,0.3135281961,,
760.09375,0.11087455,0.3120711188,,
760.1875,0.1119617618,0.3151312204,,
760.3125,0.1118634353,0.3148544676,,
760.40625,0.1113222765,0.3133313043,,
760.5,0.1116549412,0.3142676332,,
760.59375,0.1118072088,0.3146962107,,
760.6875,0.11177915,0.3146172354,,
760.8125,0.1116670706,0.3143017731,,
760.90625,0.1116811588,0.3143414263,,
761.0,0.1119733647,0.3151638785,,
761.09375,0.1118094912,0.3147026347,,
761.1875,0.11235585,0.316240434,,
761.3125,0.1119059324,0.3149740812,,
761.40625,0.1121322382,0.3156110491,,
761.5,0.1125700147,0.316843229,,
761.59375,0.1124017353,0.3163695843,,
761.6875,0.1120358324,0.3153397019,,
761.8125,0.1120709029,0.3154384128,,
761.90625,0.1122004118,0.3158029325,,
762.0,0.1115732765,0.3140377771,,
762.09375,0.1113633618,0.3134469443,,
762.1875,0.1115506647,0.3139741333,,
762.3125,0.1116474529,0.3142465566,,
762.40625,0.1122314735,0.31589036,,
762.5,0.1117553088,0.3145501313,,
762.59375,0.1112523,0.3131343463,,
762.6875,0.1113307441,0.3133551376,,
762.8125,0.1117061235,0.3144116927,,
762.90625,0.1114103706,0.3135792569,,
763.0,0.1113975176,0.3135430806,,
763.09375,0.1113775147,0.3134867797,,
763.1875,0.1117322706,0.3144852871,,
763.3125,0.1117112824,0.3144262129,,
763.40625,0.1117151206,0.3144370162,,
763.5,0.1115839441,0.3140678026,,
763.59375,0.1122176618,0.3158514849,,
763.6875,0.11176,0.3145633352,,
763.8125,0.1115496676,0.3139713269,,
763.90625,0.1113179559,0.3133191434,,
764.0,0.1113704235,0.3134668206,,
764.09375,0.1114004853,0.3135514334,,
764.1875,0.1112058647,0.313003648,,
764.3125,0.1114808588,0.3137776554,,
764.40625,0.1113293265,0.3133511475,,
764.5,0.1113607912,0.3134397091,,
764.59375,0.1116856882,0.3143541749,,
764.6875,0.1115314353,0.3139200095,,
764.8125,0.1115641206,0.3140120066,,
764.90625,0.1110850382,0.3126635659,,
765.0,0.1113091294,0.3132943002,,
765.09375,0.1108856412,0.3121023364,,
765.1875,0.1116801324,0.3143385371,,
765.3125,0.1117836412,0.3146298764,,
765.40625,0.1111854176,0.312946097,,
765.5,0.1110832647,0.312658574,,
765.59375,0.1114175471,0.313599456,,
765.6875,0.1115516,0.3139767658,,
765.8125,0.1109985441,0.3124201167,,
765.90625,0.1118810029,0.314903914,,
766.0,0.1112925529,0.3132476435,,
766.09375,0.1114853676,0.3137903461,,
766.1875,0.1113587324,0.3134339142,,
766.3125,0.1113234794,0.3133346902,,
766.40625,0.1117751382,0.3146059438,,
766.5,0.1117961588,0.314665109,,
766.59375,0.1117396647,0.3145060988,,
766.6875,0.1113995029,0.3135486685,,
766.8125,0.1116356676,0.3142133853,,
766.90625,0.1115638824,0.3140113361,,
767.0,0.1108480971,0.3119966635,,
767.09375,0.1115336324,0.3139261935,,
767.1875,0.1109885382,0.3123919538,,
767.3125,0.1119358471,0.3150582801,,
767.40625,0.1111355912,0.3128058538,,
767.5,0.1112960588,0.3132575113,,
767.59375,0.1115959529,0.314101603,,
767.6875,0.1117648,0.3145768455,,
767.8125,0.1112496882,0.3131269951,,
767.90625,0.1111172059,0.312754106,,
768.0,0.1114029294,0.3135583127,,
768.09375,0.1110084853,0.3124480975,,
768.1875,0.1112181206,0.3130381438,,
768.3125,0.1113247735,0.3133383326,,
768.40625,0.1106794824,0.3115220751,,
768.5,0.1111942765,0.3129710313,,
768.59375,0.1117293676,0.3144771164,,
768.6875,0.1118406324,0.3147902857,,
768.8125,0.1117349824,0.3144929197,,
768.90625,0.1109239324,0.312210112,,
769.0,0.1118486912,0.3148129683,,
769.09375,0.1111078147,0.3127276732,,
769.1875,0.1118410294,0.3147914032,,
769.3125,0.11168945,0.3143647629,,
769.40625,0.1116495676,0.3142525087,,
769.5,0.1112780912,0.3132069389,,
769.59375,0.1110465118,0.312555128,,
769.6875,0.1112966853,0.3132592746,,
769.8125,0.1111351412,0.3128045872,,
769.90625,0.1114792971,0.3137732596,,
770.0,0.1114015412,0.3135544053,,
770.09375,0.1109037824,0.3121533971,,
770.1875,0.1111984412,0.3129827535,,
770.3125,0.1113410794,0.3133842277,,
770.40625,0.1113214706,0.3133290361,,
770.5,0.1111620765,0.3128804002,,
770.59375,0.1110507971,0.3125671895,,
770.6875,0.11165635,0.3142715985,,
770.8125,0.1113856206,0.3135095947,,
770.90625,0.1118946618,0.3149423586,,
771.0,0.1119586118,0.3151223544,,
771.09375,0.1115718059,0.3140336379,,
771.1875,0.1115126382,0.3138671027,,
771.3125,0.1115948441,0.3140984821,,
771.40625,0.1112420324,0.3131054466,,
771.5,0.1113838441,0.3135045946,,
771.59375,0.1113575088,0.3134304704,,
771.6875,0.11141265,0.3135856726,,
771.8125,0.1113138294,0.3133075289,,
771.90625,0.1115206294,0.313889595,,
772.0,0.1117074382,0.3144153932,,
772.09375,0.1126525912,0.3170756514,,
772.1875,0.1133960235,0.3191681403,,
772.3125,0.1134882824,0.319427815,,
772.40625,0.1137625353,0.3201997363,,
772.5,0.1140442765,0.3209927342,,
772.59375,0.1148302118,0.3232048532,,
772.6875,0.1149138941,0.3234403883,,
772.8125,0.1149027412,0.3234089969,,
772.90625,0.1144774353,0.3222119171,,
773.0,0.1143231765,0.3217777352,,
773.09375,0.1138259824,0.3203783164,,
773.1875,0.1126517765,0.3170733583,,
773.3125,0.1124561912,0.3165228576,,
773.40625,0.1125483706,0.3167823087,,
773.5,0.1124139,0.3164038234,,
773.59375,0.1115436029,0.313954257,,
773.6875,0.1118760235,0.3148898988,,
773.8125,0.1116364324,0.3142155377,,
773.90625,0.1110880706,0.3126721008,,
774.0,0.1111658059,0.3128908971,,
774.09375,0.1112169412,0.3130348242,,
774.1875,0.1117218882,0.3144560646,,
774.3125,0.11113765,0.3128116486,,
774.40625,0.1116059471,0.3141297328,,
774.5,0.1115560676,0.3139893406,,
774.59375,0.1115032971,0.3138408108,,
774.6875,0.1118524412,0.3148235232,,
774.8125,0.1113535118,0.3134192202,,
774.90625,0.1112128324,0.3130232593,,
775.0,0.1113303912,0.3133541442,,
775.09375,0.1112875059,0.3132334379,,
775.1875,0.1114192588,0.313604274,,
775.3125,0.1118317118,0.3147651775,,
775.40625,0.1115569676,0.3139918737,,
775.5,0.1113324912,0.313360055,,
775.59375,0.1118993824,0.3149556453,,
775.6875,0.1111751118,0.3129170897,,
775.8125,0.1113876324,0.3135152571,,
775.90625,0.1114006882,0.3135520046,,
776.0,0.1108648529,0.3120438252,,
776.09375,0.1113001441,0.3132690099,,
776.1875,0.1115265353,0.3139062179,,
776.3125,0.1114437676,0.3136732573,,
776.40625,0.1116497794,0.3142531048,,
776.5,0.1111918971,0.3129643342,,
776.59375,0.1115442941,0.3139562024,,
776.6875,0.1117234118,0.3144603528,,
776.8125,0.1120561971,0.3153970211,,
776.90625,0.1120807853,0.3154662279,,
777.0,0.1130662176,0.3182398579,,
777.09375,0.1135075735,0.3194821126,,
777.1875,0.1153127794,0.3245631038,,
777.3125,0.1154928647,0.3250699778,,
777.40625,0.11585215,0.3260812339,,
777.5,0.1162968765,0.3273329755,,
777.59375,0.1172295912,0.3299582246,,
777.6875,0.11655195,0.3280509137,,
777.8125,0.1163400941,0.3274546173,,
777.90625,0.1159427941,0.3263363637,,
778.0,0.1157169382,0.3257006624,,
778.09375,0.1142934971,0.3216941985,,
778.1875,0.1136756941,0.3199553103,,
778.3125,0.1127332265,0.3173026101,,
778.40625,0.1124436382,0.3164875257,,
778.5,0.1122562471,0.3159600883,,
778.59375,0.1115641147,0.3140119901,,
778.6875,0.1116017382,0.3141178865,,
778.8125,0.11148485,0.3137888891,,
778.90625,0.1116687176,0.3143064089,,
779.0,0.1111848118,0.3129443917,,
779.09375,0.1119772294,0.3151747562,,
779.1875,0.1117242559,0.3144627287,,
779.3125,0.1116075353,0.3141342031,,
779.40625,0.1112524824,0.3131348595,,
779.5,0.1117501176,0.31453552,,
779.59375,0.1112823324,0.3132188763,,
779.6875,0.1117535118,0.3145450732,,
779.8125,0.1110252176,0.3124951929,,
779.90625,0.1116190118,0.3141665051,,
780.0,0.1114000059,0.313550084,,
780.09375,0.1113292853,0.3133510316,,
780.1875,0.1111681941,0.3128976191,,
780.3125,0.11154565,0.3139600187,,
780.40625,0.1111041382,0.3127173253,,
780.5,0.1112310882,0.3130746429,,
780.59375,0.1117809353,0.3146222604,,
780.6875,0.1116122559,0.3141474898,,
780.8125,0.1113589324,0.3134344772,,
780.90625,0.1117813824,0.3146235187,,
781.0,0.1115755353,0.3140441348,,
781.09375,0.1113190412,0.3133221982,,
781.1875,0.1114936235,0.3138135833,,
781.3125,0.1113858618,0.3135102736,,
781.40625,0.1113038382,0.3132794075,,
781.5,0.11108705,0.3126692282,,
781.59375,0.1112888735,0.3132372873,,
781.6875,0.1112827176,0.3132199608,,
781.8125,0.1114508882,0.3136932992,,
781.90625,0.1115567794,0.3139913439,,
782.0,0.1109310353,0.3122301042,,
782.09375,0.1119133206,0.3149948763,,
782.1875,0.1118538912,0.3148276044,,
782.3125,0.1112843706,0.3132246132,,
782.40625,0.1115850294,0.3140708573,,
782.5,0.1113224235,0.3133317182,,
782.59375,0.1116594735,0.3142803901,,
782.6875,0.1119556059,0.3151138939,,
782.8125,0.1113519559,0.313414841,,
782.90625,0.1114665324,0.3137373316,,
783.0,0.1111864912,0.3129491186,,
783.09375,0.1116060118,0.3141299149,,
783.1875,0.1119218912,0.3150189994,,
783.3125,0.1121417029,0.3156376887,,
783.40625,0.1119708882,0.3151569081,,
783.5,0.1118476441,0.3148100212,,
783.59375,0.1119642588,0.3151382487,,
783.6875,0.1124726471,0.3165691748,,
783.8125,0.1124220529,0.316426771,,
783.90625,0.1129215676,0.3178327213,,
784.0,0.1131540324,0.3184870241,,
784.09375,0.1128881324,0.3177386133,,
784.1875,0.1130526029,0.3182015375,,
784.3125,0.1127164676,0.3172554402,,
784.40625,0.1128999824,0.3177719667,,
784.5,0.1129477029,0.3179062826,,
784.59375,0.1128080765,0.3175132854,,
784.6875,0.1116079882,0.314135478,,
784.8125,0.1122115088,0.3158341667,,
784.90625,0.11197765,0.31517594,,
785.0,0.1117707471,0.3145935842,,
785.09375,0.1111067265,0.3127246103,,
785.1875,0.1112128324,0.3130232593,,
785.3125,0.1119813471,0.3151863459,,
785.40625,0.1109958294,0.3124124758,,
785.5,0.1112220735,0.3130492699,,
785.59375,0.1114487235,0.3136872063,,
785.6875,0.1110095294,0.3124510363,,
785.8125,0.1111973941,0.3129798064,,
785.90625,0.1113870029,0.3135134855,,
786.0,0.1112002853,0.312987944,,
786.09375,0.1116517147,0.3142585519,,
786.1875,0.1113332735,0.313362257,,
786.3125,0.1110682206,0.3126162304,,
786.40625,0.1114761412,0.3137643769,,
786.5,0.1114253824,0.3136215095,,
786.59375,0.1112615147,0.3131602823,,
786.6875,0.1115254,0.3139030224,,
786.8125,0.1117142206,0.314434483,,
786.90625,0.1114762,0.3137645425,,
787.0,0.11167545,0.314325358,,
787.09375,0.1113704265,0.3134668289,,
787.1875,0.1114364147,0.3136525615,,
787.3125,0.1113687118,0.3134620026,,
787.40625,0.1117121559,0.3144286716,,
787.5,0.1115719176,0.3140339525,,
787.59375,0.1116006,0.3141146828,,
787.6875,0.1112576706,0.3131494625,,
787.8125,0.1109137176,0.3121813613,,
787.90625,0.11147545,0.3137624315,,
788.0,0.1114126882,0.3135857802,,
788.09375,0.1109360971,0.3122443512,,
788.1875,0.1114816412,0.3137798574,,
788.3125,0.11117865,0.3129270486,,
788.40625,0.1114014147,0.3135540494,,
788.5,0.1112423588,0.3131063655,,
788.59375,0.1113141412,0.3133084065,,
788.6875,0.1114796265,0.3137741867,,
788.8125,0.1112259294,0.3130601227,,
788.90625,0.1118171824,0.3147242825,,
789.0,0.1113477853,0.3134031023,,
789.09375,0.11215255,0.3156682192,,
789.1875,0.1113626441,0.3134449244,,
789.3125,0.11139295,0.3135302243,,
789.40625,0.1110177941,0.3124742984,,
789.5,0.1114808,0.3137774898,,
789.59375,0.1114016294,0.3135546537,,
789.6875,0.1113635471,0.3134474659,,
789.8125,0.1112671706,0.3131762015,,
789.90625,0.1112509,0.3131304058,,
790.0,0.11101785,0.3124744557,,
790.09375,0.1109844853,0.3123805463,,
790.1875,0.1113287971,0.3133496574,,
790.3125,0.1109014029,0.3121467,,
790.40625,0.1108552235,0.3120167219,,
790.5,0.1113301765,0.3133535399,,
790.59375,0.1115938471,0.3140956757,,
790.6875,0.1109858971,0.3123845199,,
790.8125,0.1116572765,0.3142742062,,
790.90625,0.1111987529,0.312983631,,
791.0,0.1116064059,0.3141310242,,
791.09375,0.1111283471,0.3127854643,,
791.1875,0.1117191882,0.3144484651,,
791.3125,0.1114182382,0.3136014014,,
791.40625,0.1118286324,0.3147565101,,
791.5,0.1109799118,0.3123676735,,
791.59375,0.1109957441,0.3124122357,,
791.6875,0.1117957412,0.3146639335,,
791.8125,0.1115152088,0.313874338,,
791.90625,0.1114059529,0.3135668228,,
792.0,0.1112561676,0.3131452323,,
792.09375,0.111242,0.3131053555,,
792.1875,0.1114670735,0.3137388548,,
792.3125,0.1116060676,0.3141300722,,
792.40625,0.1110729382,0.3126295088,,
792.5,0.1116203382,0.3141702387,,
792.59375,0.1114256794,0.3136223456,,
792.6875,0.1114748206,0.31376066,,
792.8125,0.1116894206,0.3143646801,,
792.90625,0.1115178971,0.3138819044,,
793.0,0.1119448294,0.3150835621,,
793.09375,0.1114835824,0.3137853211,,
793.1875,0.1118453265,0.3148034979,,
793.3125,0.1114525059,0.3136978523,,
793.40625,0.1114230147,0.3136148454,,
793.5,0.1112785176,0.3132081393,,
793.59375,0.1107042647,0.3115918283,,
793.6875,0.11147825,0.3137703125,,
793.8125,0.1112494471,0.3131263163,,
793.90625,0.1113975265,0.3135431054,,
794.0,0.1112477588,0.3131215645,,
794.09375,0.1113480412,0.3134038225,,
794.1875,0.1112562294,0.3131454061,,
794.3125,0.1109207559,0.3122011714,,
794.40625,0.1118550559,0.3148308826,,
794.5,0.1116913706,0.3143701686,,
794.59375,0.1117366588,0.3144976384,,
794.6875,0.1110315735,0.3125130824,,
794.8125,0.1116180294,0.3141637402,,
794.90625,0.1111300618,0.3127902905,,
795.0,0.1111610206,0.3128774283,,
795.09375,0.1111927382,0.3129667018,,
795.1875,0.1114031588,0.3135589584,,
795.3125,0.1117782588,0.3146147271,,
795.40625,0.1118037235,0.3146864009,,
795.5,0.1112160176,0.3130322248,,
795.59375,0.1117256647,0.314466694,,
795.6875,0.1113154853,0.3133121896,,
795.8125,0.1111325176,0.312797203,,
795.90625,0.1115769618,0.3140481498,,
796.0,0.1111486206,0.3128425268,,
796.09375,0.11143665,0.3136532238,,
796.1875,0.1111299971,0.3127901084,,
796.3125,0.1110392324,0.3125346391,,
796.40625,0.1107889,0.3118300455,,
796.5,0.1113948735,0.3135356384,,
796.59375,0.11146705,0.3137387886,,
796.6875,0.1113154941,0.3133122145,,
796.8125,0.1112294176,0.3130699408,,
796.90625,0.1113521088,0.3134152714,,
797.0,0.1117678735,0.3145854963,,
797.09375,0.1113053971,0.313283795,,
797.1875,0.1117466941,0.314525884,,
797.3125,0.1115817706,0.3140616849,,
797.40625,0.1114342412,0.3136464438,,
797.5,0.1114476382,0.3136841516,,
797.59375,0.1110575559,0.3125862131,,
797.6875,0.1111089176,0.3127307776,,
797.8125,0.1115613559,0.314004225,,
797.90625,0.1113008029,0.3132708642,,
798.0,0.1109662735,0.3123292868,,
798.09375,0.1115850794,0.314070998,,
798.1875,0.1116914235,0.3143703176,,
798.3125,0.1110674382,0.3126140283,,
798.40625,0.1115392088,0.3139418892,,
798.5,0.1109971029,0.3124160603,,
798.59375,0.1114184206,0.3136019147,,
798.6875,0.1110780971,0.312644029,,
798.8125,0.1110828176,0.3126573157,,
798.90625,0.1112900529,0.3132406069,,
799.0,0.1116338324,0.3142082196,,
799.09375,0.1115510794,0.3139753005,,
799.1875,0.1111665529,0.3128929998,,
799.3125,0.1121609529,0.3156918704,,
799.40625,0.1115025706,0.313838766,,
799.5,0.1111916588,0.3129636636,,
799.59375,0.1110809588,0.3126520838,,
799.6875,0.1108053941,0.3118764704,,
799.8125,0.1112115706,0.3130197079,,
799.90625,0.1113126412,0.3133041845,,
800.0,0.1114219559,0.3136118652,,
