x_IR_A, y_IR_A, x_IR_B, y_IR_B, x_IR_C, y_IR_C
2379.58078,1.04233,2379.58078,1.03436,2379.58078,1.03885
2377.65243,1.04248,2377.65243,1.03539,2377.65243,1.03904
2375.72408,1.04243,2375.72408,1.03607,2375.72408,1.03903
2373.79573,1.04211,2373.79573,1.03607,2373.79573,1.03883
2371.86739,1.04181,2371.86739,1.03560,2371.86739,1.03880
2369.93904,1.04171,2369.93904,1.03521,2369.93904,1.03905
2368.01069,1.04191,2368.01069,1.03521,2368.01069,1.03944
2366.08234,1.04243,2366.08234,1.03566,2366.08234,1.03984
2364.15400,1.04302,2364.15400,1.03615,2364.15400,1.04006
2362.22565,1.04350,2362.22565,1.03644,2362.22565,1.04016
2360.29730,1.04380,2360.29730,1.03641,2360.29730,1.04012
2358.36895,1.04379,2358.36895,1.03598,2358.36895,1.03974
2356.44061,1.04370,2356.44061,1.03555,2356.44061,1.03922
2354.51226,1.04405,2354.51226,1.03565,2354.51226,1.03914
2352.58391,1.04532,2352.58391,1.03661,2352.58391,1.04000
2350.65556,1.04712,2350.65556,1.03826,2350.65556,1.04138
2348.72722,1.04766,2348.72722,1.03877,2348.72722,1.04164
2346.79887,1.04644,2346.79887,1.03734,2346.79887,1.04038
2344.87052,1.04535,2344.87052,1.03594,2344.87052,1.03941
2342.94217,1.04548,2342.94217,1.03603,2342.94217,1.03959
2341.01383,1.04602,2341.01383,1.03684,2341.01383,1.04007
2339.08548,1.04637,2339.08548,1.03754,2339.08548,1.04038
2337.15713,1.04643,2337.15713,1.03771,2337.15713,1.04048
2335.22878,1.04631,2335.22878,1.03742,2335.22878,1.04039
2333.30044,1.04614,2333.30044,1.03690,2333.30044,1.04019
2331.37209,1.04593,2331.37209,1.03640,2331.37209,1.04002
2329.44374,1.04581,2329.44374,1.03621,2329.44374,1.04003
2327.51539,1.04585,2327.51539,1.03623,2327.51539,1.04011
2325.58705,1.04585,2325.58705,1.03598,2325.58705,1.04007
2323.65870,1.04571,2323.65870,1.03522,2323.65870,1.03986
2321.73035,1.04552,2321.73035,1.03431,2321.73035,1.03958
2319.80200,1.04556,2319.80200,1.03391,2319.80200,1.03941
2317.87366,1.04588,2317.87366,1.03415,2317.87366,1.03947
2315.94531,1.04622,2315.94531,1.03439,2315.94531,1.03958
2314.01696,1.04639,2314.01696,1.03425,2314.01696,1.03959
2312.08861,1.04646,2312.08861,1.03387,2312.08861,1.03957
2310.16027,1.04645,2310.16027,1.03354,2310.16027,1.03951
2308.23192,1.04637,2308.23192,1.03327,2308.23192,1.03942
2306.30357,1.04626,2306.30357,1.03305,2306.30357,1.03937
2304.37522,1.04620,2304.37522,1.03292,2304.37522,1.03941
2302.44688,1.04616,2302.44688,1.03283,2302.44688,1.03944
2300.51853,1.04612,2300.51853,1.03281,2300.51853,1.03942
2298.59018,1.04608,2298.59018,1.03294,2298.59018,1.03935
2296.66183,1.04596,2296.66183,1.03314,2296.66183,1.03924
2294.73349,1.04579,2294.73349,1.03334,2294.73349,1.03918
2292.80514,1.04572,2292.80514,1.03355,2292.80514,1.03928
2290.87679,1.04574,2290.87679,1.03375,2290.87679,1.03945
2288.94844,1.04570,2288.94844,1.03386,2288.94844,1.03948
2287.02010,1.04561,2287.02010,1.03393,2287.02010,1.03941
2285.09175,1.04560,2285.09175,1.03404,2285.09175,1.03936
2283.16340,1.04567,2283.16340,1.03418,2283.16340,1.03941
2281.23506,1.04574,2281.23506,1.03427,2281.23506,1.03949
2279.30671,1.04578,2279.30671,1.03426,2279.30671,1.03954
2277.37836,1.04584,2277.37836,1.03417,2277.37836,1.03956
2275.45001,1.04599,2275.45001,1.03408,2275.45001,1.03957
2273.52167,1.04621,2273.52167,1.03399,2273.52167,1.03958
2271.59332,1.04636,2271.59332,1.03387,2271.59332,1.03958
2269.66497,1.04640,2269.66497,1.03379,2269.66497,1.03954
2267.73662,1.04644,2267.73662,1.03376,2267.73662,1.03950
2265.80828,1.04660,2265.80828,1.03380,2265.80828,1.03951
2263.87993,1.04686,2263.87993,1.03389,2263.87993,1.03954
2261.95158,1.04714,2261.95158,1.03394,2261.95158,1.03953
2260.02323,1.04739,2260.02323,1.03395,2260.02323,1.03954
2258.09489,1.04758,2258.09489,1.03395,2258.09489,1.03961
2256.16654,1.04771,2256.16654,1.03395,2256.16654,1.03971
2254.23819,1.04779,2254.23819,1.03392,2254.23819,1.03972
2252.30984,1.04783,2252.30984,1.03381,2252.30984,1.03965
2250.38150,1.04799,2250.38150,1.03399,2250.38150,1.03961
2248.45315,1.04838,2248.45315,1.03493,2248.45315,1.03969
2246.52480,1.04820,2246.52480,1.03463,2246.52480,1.03964
2244.59645,1.04804,2244.59645,1.03436,2244.59645,1.03969
2242.66811,1.04802,2242.66811,1.03417,2242.66811,1.03980
2240.73976,1.04801,2240.73976,1.03402,2240.73976,1.03981
2238.81141,1.04796,2238.81141,1.03385,2238.81141,1.03973
2236.88306,1.04791,2236.88306,1.03377,2236.88306,1.03963
2234.95472,1.04792,2234.95472,1.03379,2234.95472,1.03959
2233.02637,1.04794,2233.02637,1.03381,2233.02637,1.03960
2231.09802,1.04786,2231.09802,1.03371,2231.09802,1.03963
2229.16967,1.04774,2229.16967,1.03359,2229.16967,1.03964
2227.24133,1.04771,2227.24133,1.03353,2227.24133,1.03963
2225.31298,1.04772,2225.31298,1.03349,2225.31298,1.03958
2223.38463,1.04766,2223.38463,1.03345,2223.38463,1.03950
2221.45628,1.04755,2221.45628,1.03347,2221.45628,1.03947
2219.52794,1.04747,2219.52794,1.03351,2219.52794,1.03949
2217.59959,1.04739,2217.59959,1.03351,2217.59959,1.03949
2215.67124,1.04730,2215.67124,1.03343,2215.67124,1.03950
2213.74289,1.04725,2213.74289,1.03334,2213.74289,1.03952
2211.81455,1.04721,2211.81455,1.03333,2211.81455,1.03948
2209.88620,1.04716,2209.88620,1.03340,2209.88620,1.03939
2207.95785,1.04719,2207.95785,1.03340,2207.95785,1.03934
2206.02950,1.04735,2206.02950,1.03333,2206.02950,1.03935
2204.10116,1.04760,2204.10116,1.03324,2204.10116,1.03936
2202.17281,1.04787,2202.17281,1.03319,2202.17281,1.03935
2200.24446,1.04811,2200.24446,1.03320,2200.24446,1.03933
2198.31611,1.04824,2198.31611,1.03320,2198.31611,1.03930
2196.38777,1.04830,2196.38777,1.03314,2196.38777,1.03928
2194.45942,1.04840,2194.45942,1.03308,2194.45942,1.03931
2192.53107,1.04854,2192.53107,1.03306,2192.53107,1.03934
2190.60272,1.04868,2190.60272,1.03304,2190.60272,1.03930
2188.67438,1.04878,2188.67438,1.03295,2188.67438,1.03925
2186.74603,1.04885,2186.74603,1.03284,2186.74603,1.03923
2184.81768,1.04897,2184.81768,1.03276,2184.81768,1.03921
2182.88933,1.04918,2182.88933,1.03272,2182.88933,1.03921
2180.96099,1.04943,2180.96099,1.03268,2180.96099,1.03923
2179.03264,1.04965,2179.03264,1.03260,2179.03264,1.03924
2177.10429,1.04988,2177.10429,1.03248,2177.10429,1.03921
2175.17594,1.05008,2175.17594,1.03241,2175.17594,1.03916
2173.24760,1.05025,2173.24760,1.03240,2173.24760,1.03916
2171.31925,1.05040,2171.31925,1.03235,2171.31925,1.03922
2169.39090,1.05055,2169.39090,1.03226,2169.39090,1.03923
2167.46255,1.05071,2167.46255,1.03221,2167.46255,1.03917
2165.53421,1.05090,2165.53421,1.03215,2165.53421,1.03910
2163.60586,1.05108,2163.60586,1.03206,2163.60586,1.03910
2161.67751,1.05116,2161.67751,1.03199,2161.67751,1.03909
2159.74916,1.05111,2159.74916,1.03192,2159.74916,1.03903
2157.82082,1.05105,2157.82082,1.03186,2157.82082,1.03898
2155.89247,1.05107,2155.89247,1.03183,2155.89247,1.03902
2153.96412,1.05115,2153.96412,1.03180,2153.96412,1.03911
2152.03577,1.05124,2152.03577,1.03178,2152.03577,1.03913
2150.10743,1.05129,2150.10743,1.03175,2150.10743,1.03904
2148.17908,1.05129,2148.17908,1.03177,2148.17908,1.03895
2146.25073,1.05127,2146.25073,1.03184,2146.25073,1.03895
2144.32238,1.05122,2144.32238,1.03193,2144.32238,1.03895
2142.39404,1.05113,2142.39404,1.03200,2142.39404,1.03890
2140.46569,1.05103,2140.46569,1.03205,2140.46569,1.03884
2138.53734,1.05096,2138.53734,1.03213,2138.53734,1.03884
2136.60899,1.05091,2136.60899,1.03223,2136.60899,1.03885
2134.68065,1.05084,2134.68065,1.03229,2134.68065,1.03885
2132.75230,1.05070,2132.75230,1.03226,2132.75230,1.03883
2130.82395,1.05059,2130.82395,1.03221,2130.82395,1.03881
2128.89561,1.05056,2128.89561,1.03226,2128.89561,1.03875
2126.96726,1.05055,2126.96726,1.03234,2126.96726,1.03868
2125.03891,1.05051,2125.03891,1.03235,2125.03891,1.03869
2123.11056,1.05042,2123.11056,1.03234,2123.11056,1.03877
2121.18222,1.05036,2121.18222,1.03241,2121.18222,1.03885
2119.25387,1.05036,2119.25387,1.03251,2119.25387,1.03886
2117.32552,1.05042,2117.32552,1.03253,2117.32552,1.03883
2115.39717,1.05046,2115.39717,1.03244,2115.39717,1.03876
2113.46883,1.05040,2113.46883,1.03234,2113.46883,1.03863
2111.54048,1.05027,2111.54048,1.03230,2111.54048,1.03851
2109.61213,1.05022,2109.61213,1.03236,2109.61213,1.03848
2107.68378,1.05025,2107.68378,1.03244,2107.68378,1.03856
2105.75544,1.05029,2105.75544,1.03241,2105.75544,1.03862
2103.82709,1.05029,2103.82709,1.03238,2103.82709,1.03856
2101.89874,1.05030,2101.89874,1.03238,2101.89874,1.03846
2099.97039,1.05032,2099.97039,1.03248,2099.97039,1.03842
2098.04205,1.05027,2098.04205,1.03253,2098.04205,1.03841
2096.11370,1.05016,2096.11370,1.03251,2096.11370,1.03837
2094.18535,1.05006,2094.18535,1.03243,2094.18535,1.03833
2092.25700,1.04996,2092.25700,1.03238,2092.25700,1.03831
2090.32866,1.04988,2090.32866,1.03242,2090.32866,1.03830
2088.40031,1.04983,2088.40031,1.03247,2088.40031,1.03832
2086.47196,1.04975,2086.47196,1.03246,2086.47196,1.03832
2084.54361,1.04969,2084.54361,1.03235,2084.54361,1.03827
2082.61527,1.04974,2082.61527,1.03221,2082.61527,1.03825
2080.68692,1.04988,2080.68692,1.03217,2080.68692,1.03830
2078.75857,1.05008,2078.75857,1.03228,2078.75857,1.03831
2076.83022,1.05032,2076.83022,1.03235,2076.83022,1.03822
2074.90188,1.05057,2074.90188,1.03229,2074.90188,1.03812
2072.97353,1.05071,2072.97353,1.03219,2072.97353,1.03805
2071.04518,1.05075,2071.04518,1.03212,2071.04518,1.03798
2069.11683,1.05077,2069.11683,1.03204,2069.11683,1.03793
2067.18849,1.05068,2067.18849,1.03198,2067.18849,1.03788
2065.26014,1.05049,2065.26014,1.03201,2065.26014,1.03783
2063.33179,1.05046,2063.33179,1.03201,2063.33179,1.03782
2061.40344,1.05042,2061.40344,1.03195,2061.40344,1.03783
2059.47510,1.05021,2059.47510,1.03191,2059.47510,1.03780
2057.54675,1.05000,2057.54675,1.03186,2057.54675,1.03776
2055.61840,1.04984,2055.61840,1.03181,2055.61840,1.03773
2053.69005,1.04971,2053.69005,1.03178,2053.69005,1.03774
2051.76171,1.04955,2051.76171,1.03176,2051.76171,1.03773
2049.83336,1.04933,2049.83336,1.03176,2049.83336,1.03772
2047.90501,1.04915,2047.90501,1.03178,2047.90501,1.03769
2045.97666,1.04911,2045.97666,1.03185,2045.97666,1.03765
2044.04832,1.04910,2044.04832,1.03194,2044.04832,1.03763
2042.11997,1.04907,2042.11997,1.03204,2042.11997,1.03764
2040.19162,1.04923,2040.19162,1.03213,2040.19162,1.03767
2038.26327,1.04949,2038.26327,1.03223,2038.26327,1.03773
2036.33493,1.04960,2036.33493,1.03231,2036.33493,1.03780
2034.40658,1.04961,2034.40658,1.03231,2034.40658,1.03785
2032.47823,1.04954,2032.47823,1.03232,2032.47823,1.03789
2030.54988,1.04933,2030.54988,1.03236,2030.54988,1.03790
2028.62154,1.04900,2028.62154,1.03239,2028.62154,1.03788
2026.69319,1.04866,2026.69319,1.03234,2026.69319,1.03788
2024.76484,1.04837,2024.76484,1.03226,2024.76484,1.03795
2022.83649,1.04806,2022.83649,1.03219,2022.83649,1.03806
2020.90815,1.04770,2020.90815,1.03209,2020.90815,1.03810
2018.97980,1.04717,2018.97980,1.03207,2018.97980,1.03810
2017.05145,1.04683,2017.05145,1.03208,2017.05145,1.03816
2015.12310,1.04700,2015.12310,1.03191,2015.12310,1.03825
2013.19476,1.04723,2013.19476,1.03178,2013.19476,1.03824
2011.26641,1.04731,2011.26641,1.03179,2011.26641,1.03813
2009.33806,1.04751,2009.33806,1.03181,2009.33806,1.03804
2007.40971,1.04780,2007.40971,1.03171,2007.40971,1.03797
2005.48137,1.04815,2005.48137,1.03152,2005.48137,1.03790
2003.55302,1.04863,2003.55302,1.03142,2003.55302,1.03783
2001.62467,1.04915,2001.62467,1.03147,2001.62467,1.03773
1999.69632,1.04958,1999.69632,1.03148,1999.69632,1.03763
1997.76798,1.04999,1997.76798,1.03132,1997.76798,1.03756
1995.83963,1.05043,1995.83963,1.03112,1995.83963,1.03755
1993.91128,1.05042,1993.91128,1.03123,1993.91128,1.03754
1991.98293,1.05026,1991.98293,1.03144,1991.98293,1.03742
1990.05459,1.05060,1990.05459,1.03127,1990.05459,1.03723
1988.12624,1.05085,1988.12624,1.03104,1988.12624,1.03712
1986.19789,1.05095,1986.19789,1.03094,1986.19789,1.03714
1984.26954,1.05111,1984.26954,1.03090,1984.26954,1.03720
1982.34120,1.05125,1982.34120,1.03092,1982.34120,1.03722
1980.41285,1.05138,1980.41285,1.03090,1980.41285,1.03720
1978.48450,1.05146,1978.48450,1.03082,1978.48450,1.03714
1976.55616,1.05149,1976.55616,1.03068,1976.55616,1.03710
1974.62781,1.05146,1974.62781,1.03052,1974.62781,1.03711
1972.69946,1.05144,1972.69946,1.03035,1972.69946,1.03712
1970.77111,1.05136,1970.77111,1.03016,1970.77111,1.03705
1968.84277,1.05090,1968.84277,1.03008,1968.84277,1.03692
1966.91442,1.05042,1966.91442,1.02996,1966.91442,1.03680
1964.98607,1.05036,1964.98607,1.02963,1964.98607,1.03678
1963.05772,1.04994,1963.05772,1.02945,1963.05772,1.03682
1961.12938,1.04907,1961.12938,1.02942,1961.12938,1.03687
1959.20103,1.04817,1959.20103,1.02930,1959.20103,1.03692
1957.27268,1.04719,1957.27268,1.02912,1957.27268,1.03693
1955.34433,1.04612,1955.34433,1.02896,1955.34433,1.03695
1953.41599,1.04523,1953.41599,1.02879,1953.41599,1.03703
1951.48764,1.04457,1951.48764,1.02862,1951.48764,1.03716
1949.55929,1.04417,1949.55929,1.02843,1949.55929,1.03727
1947.63094,1.04404,1947.63094,1.02820,1947.63094,1.03733
1945.70260,1.04398,1945.70260,1.02803,1945.70260,1.03737
1943.77425,1.04359,1943.77425,1.02823,1943.77425,1.03741
1941.84590,1.04379,1941.84590,1.02836,1941.84590,1.03750
1939.91755,1.04476,1939.91755,1.02821,1939.91755,1.03761
1937.98921,1.04528,1937.98921,1.02842,1937.98921,1.03771
1936.06086,1.04556,1936.06086,1.02882,1936.06086,1.03780
1934.13251,1.04601,1934.13251,1.02909,1934.13251,1.03791
1932.20416,1.04646,1932.20416,1.02923,1932.20416,1.03803
1930.27582,1.04683,1930.27582,1.02929,1930.27582,1.03814
1928.34747,1.04715,1928.34747,1.02929,1928.34747,1.03819
1926.41912,1.04735,1926.41912,1.02929,1926.41912,1.03816
1924.49077,1.04699,1924.49077,1.02953,1924.49077,1.03809
1922.56243,1.04693,1922.56243,1.02957,1922.56243,1.03808
1920.63408,1.04715,1920.63408,1.02951,1920.63408,1.03815
1918.70573,1.04642,1918.70573,1.03012,1918.70573,1.03828
1916.77738,1.04629,1916.77738,1.03025,1916.77738,1.03838
1914.84904,1.04675,1914.84904,1.02988,1914.84904,1.03842
1912.92069,1.04631,1912.92069,1.02997,1912.92069,1.03842
1910.99234,1.04535,1910.99234,1.03026,1910.99234,1.03845
1909.06399,1.04461,1909.06399,1.03044,1909.06399,1.03846
1907.13565,1.04424,1907.13565,1.03042,1907.13565,1.03847
1905.20730,1.04377,1905.20730,1.03042,1905.20730,1.03851
1903.27895,1.04310,1903.27895,1.03045,1903.27895,1.03857
1901.35060,1.04246,1901.35060,1.03043,1901.35060,1.03860
1899.42226,1.04193,1899.42226,1.03040,1899.42226,1.03857
1897.49391,1.04135,1897.49391,1.03050,1897.49391,1.03856
1895.56556,1.04098,1895.56556,1.03064,1895.56556,1.03864
1893.63721,1.04131,1893.63721,1.03045,1893.63721,1.03876
1891.70887,1.04134,1891.70887,1.03047,1891.70887,1.03881
1889.78052,1.04097,1889.78052,1.03085,1889.78052,1.03886
1887.85217,1.04173,1887.85217,1.03071,1887.85217,1.03893
1885.92382,1.04256,1885.92382,1.03052,1885.92382,1.03892
1883.99548,1.04275,1883.99548,1.03061,1883.99548,1.03884
1882.06713,1.04305,1882.06713,1.03059,1882.06713,1.03876
1880.13878,1.04345,1880.13878,1.03058,1880.13878,1.03865
1878.21043,1.04391,1878.21043,1.03065,1878.21043,1.03854
1876.28209,1.04459,1876.28209,1.03066,1876.28209,1.03851
1874.35374,1.04558,1874.35374,1.03043,1874.35374,1.03855
1872.42539,1.04637,1872.42539,1.03019,1872.42539,1.03856
1870.49704,1.04594,1870.49704,1.03070,1870.49704,1.03851
1868.56870,1.04583,1868.56870,1.03111,1868.56870,1.03848
1866.64035,1.04731,1866.64035,1.03062,1866.64035,1.03843
1864.71200,1.04849,1864.71200,1.03032,1864.71200,1.03836
1862.78365,1.04859,1862.78365,1.03055,1862.78365,1.03829
1860.85531,1.04852,1860.85531,1.03074,1860.85531,1.03823
1858.92696,1.04861,1858.92696,1.03080,1858.92696,1.03812
1856.99861,1.04871,1856.99861,1.03082,1856.99861,1.03798
1855.07026,1.04870,1855.07026,1.03084,1855.07026,1.03784
1853.14192,1.04865,1853.14192,1.03084,1853.14192,1.03770
1851.21357,1.04861,1851.21357,1.03078,1851.21357,1.03755
1849.28522,1.04858,1849.28522,1.03055,1849.28522,1.03747
1847.35687,1.04826,1847.35687,1.03041,1847.35687,1.03748
1845.42853,1.04689,1845.42853,1.03128,1845.42853,1.03748
1843.50018,1.04628,1843.50018,1.03170,1843.50018,1.03741
1841.57183,1.04729,1841.57183,1.03077,1841.57183,1.03725
1839.64348,1.04720,1839.64348,1.03068,1839.64348,1.03706
1837.71514,1.04608,1837.71514,1.03119,1837.71514,1.03689
1835.78679,1.04549,1835.78679,1.03114,1835.78679,1.03675
1833.85844,1.04511,1833.85844,1.03069,1833.85844,1.03661
1831.93009,1.04370,1831.93009,1.03086,1831.93009,1.03651
1830.00175,1.04218,1830.00175,1.03125,1830.00175,1.03651
1828.07340,1.04204,1828.07340,1.03088,1828.07340,1.03652
1826.14505,1.04144,1826.14505,1.03100,1826.14505,1.03647
1824.21671,1.04064,1824.21671,1.03130,1824.21671,1.03637
1822.28836,1.04073,1822.28836,1.03097,1822.28836,1.03626
1820.36001,1.04063,1820.36001,1.03087,1820.36001,1.03611
1818.43166,1.04030,1818.43166,1.03104,1818.43166,1.03592
1816.50332,1.04039,1816.50332,1.03099,1816.50332,1.03571
1814.57497,1.04057,1814.57497,1.03073,1814.57497,1.03546
1812.64662,1.04002,1812.64662,1.03078,1812.64662,1.03522
1810.71827,1.03929,1810.71827,1.03094,1810.71827,1.03508
1808.78993,1.03904,1808.78993,1.03078,1808.78993,1.03503
1806.86158,1.03860,1806.86158,1.03047,1806.86158,1.03499
1804.93323,1.03733,1804.93323,1.03036,1804.93323,1.03493
1803.00488,1.03471,1803.00488,1.03078,1803.00488,1.03488
1801.07654,1.03071,1801.07654,1.03126,1801.07654,1.03480
1799.14819,1.02601,1799.14819,1.03093,1799.14819,1.03467
1797.21984,1.02030,1797.21984,1.03013,1797.21984,1.03444
1795.29149,1.01254,1795.29149,1.02997,1795.29149,1.03417
1793.36315,1.00303,1793.36315,1.03074,1793.36315,1.03395
1791.43480,0.99528,1791.43480,1.03083,1791.43480,1.03383
1789.50645,0.99045,1789.50645,1.02992,1789.50645,1.03373
1787.57810,0.98382,1787.57810,1.02978,1787.57810,1.03358
1785.64976,0.97113,1785.64976,1.03033,1785.64976,1.03333
1783.72141,0.95104,1783.72141,1.03029,1783.72141,1.03300
1781.79306,0.92422,1781.79306,1.02998,1781.79306,1.03267
1779.86471,0.89564,1779.86471,1.02975,1779.86471,1.03240
1777.93637,0.87331,1777.93637,1.02918,1777.93637,1.03212
1776.00802,0.86337,1776.00802,1.02886,1776.00802,1.03171
1774.07967,0.87017,1774.07967,1.02957,1774.07967,1.03121
1772.15132,0.89463,1772.15132,1.03015,1772.15132,1.03062
1770.22298,0.92602,1770.22298,1.02973,1770.22298,1.02980
1768.29463,0.94943,1768.29463,1.02951,1768.29463,1.02872
1766.36628,0.96240,1766.36628,1.02912,1766.36628,1.02750
1764.43793,0.96805,1764.43793,1.02901,1764.43793,1.02613
1762.50959,0.96963,1762.50959,1.02969,1762.50959,1.02433
1760.58124,0.97104,1760.58124,1.02963,1760.58124,1.02174
1758.65289,0.97171,1758.65289,1.02937,1758.65289,1.01816
1756.72454,0.97091,1756.72454,1.02931,1756.72454,1.01320
1754.79620,0.96951,1754.79620,1.02863,1754.79620,1.00640
1752.86785,0.96468,1752.86785,1.02875,1752.86785,0.99636
1750.93950,0.95483,1750.93950,1.02939,1750.93950,0.98037
1749.01115,0.94020,1749.01115,1.02899,1749.01115,0.95718
1747.08281,0.91874,1747.08281,1.02815,1747.08281,0.92820
1745.15446,0.88748,1745.15446,1.02762,1745.15446,0.89480
1743.22611,0.84551,1743.22611,1.02734,1743.22611,0.85771
1741.29776,0.79481,1741.29776,1.02728,1741.29776,0.81799
1739.36942,0.74232,1739.36942,1.02641,1739.36942,0.77860
1737.44107,0.69511,1737.44107,1.02513,1737.44107,0.74358
1735.51272,0.64784,1735.51272,1.02620,1735.51272,0.71028
1733.58437,0.59678,1733.58437,1.02720,1733.58437,0.67463
1731.65603,0.55040,1731.65603,1.02587,1731.65603,0.64298
1729.72768,0.50961,1729.72768,1.02542,1729.72768,0.61994
1727.79933,0.46900,1727.79933,1.02587,1727.79933,0.60428
1725.87098,0.42617,1725.87098,1.02615,1725.87098,0.59693
1723.94264,0.38160,1723.94264,1.02595,1723.94264,0.60011
1722.01429,0.33810,1722.01429,1.02512,1722.01429,0.61428
1720.08594,0.29669,1720.08594,1.02538,1720.08594,0.64065
1718.15759,0.25873,1718.15759,1.02686,1718.15759,0.68333
1716.22925,0.23400,1716.22925,1.02690,1716.22925,0.73843
1714.30090,0.23165,1714.30090,1.02583,1714.30090,0.79092
1712.37255,0.24991,1712.37255,1.02529,1712.37255,0.83365
1710.44420,0.28327,1710.44420,1.02533,1710.44420,0.86878
1708.51586,0.32682,1708.51586,1.02575,1708.51586,0.89884
1706.58751,0.37672,1706.58751,1.02621,1706.58751,0.92485
1704.65916,0.42671,1704.65916,1.02564,1704.65916,0.94582
1702.73081,0.46981,1702.73081,1.02578,1702.73081,0.96094
1700.80247,0.50975,1700.80247,1.02744,1700.80247,0.97261
1698.87412,0.55038,1698.87412,1.02696,1698.87412,0.98202
1696.94577,0.58529,1696.94577,1.02675,1696.94577,0.98831
1695.01742,0.61549,1695.01742,1.02706,1695.01742,0.99235
1693.08908,0.64227,1693.08908,1.02585,1693.08908,0.99510
1691.16073,0.66411,1691.16073,1.02547,1691.16073,0.99715
1689.23238,0.68414,1689.23238,1.02504,1689.23238,0.99903
1687.30403,0.70303,1687.30403,1.02480,1687.30403,1.00098
1685.37569,0.72168,1685.37569,1.02665,1685.37569,1.00352
1683.44734,0.74481,1683.44734,1.02698,1683.44734,1.00683
1681.51899,0.76770,1681.51899,1.02490,1681.51899,1.00985
1679.59064,0.78424,1679.59064,1.02401,1679.59064,1.01213
1677.66230,0.79683,1677.66230,1.02476,1677.66230,1.01413
1675.73395,0.80914,1675.73395,1.02579,1675.73395,1.01617
1673.80560,0.82260,1673.80560,1.02526,1673.80560,1.01804
1671.87726,0.83365,1671.87726,1.02509,1671.87726,1.01948
1669.94891,0.84219,1669.94891,1.02636,1669.94891,1.02068
1668.02056,0.85199,1668.02056,1.02615,1668.02056,1.02165
1666.09221,0.86070,1666.09221,1.02526,1666.09221,1.02232
1664.16387,0.86612,1664.16387,1.02608,1664.16387,1.02291
1662.23552,0.87169,1662.23552,1.02689,1662.23552,1.02352
1660.30717,0.87892,1660.30717,1.02607,1660.30717,1.02397
1658.37882,0.88519,1658.37882,1.02465,1658.37882,1.02410
1656.45048,0.88829,1656.45048,1.02456,1656.45048,1.02402
1654.52213,0.88916,1654.52213,1.02725,1654.52213,1.02412
1652.59378,0.89525,1652.59378,1.02777,1652.59378,1.02458
1650.66543,0.90559,1650.66543,1.02424,1650.66543,1.02492
1648.73709,0.91005,1648.73709,1.02442,1648.73709,1.02505
1646.80874,0.91238,1646.80874,1.02726,1646.80874,1.02514
1644.88039,0.91902,1644.88039,1.02722,1644.88039,1.02514
1642.95204,0.92591,1642.95204,1.02590,1642.95204,1.02499
1641.02370,0.93047,1641.02370,1.02545,1641.02370,1.02484
1639.09535,0.93329,1639.09535,1.02561,1639.09535,1.02480
1637.16700,0.93426,1637.16700,1.02703,1637.16700,1.02491
1635.23865,0.93646,1635.23865,1.02773,1635.23865,1.02512
1633.31031,0.94115,1633.31031,1.02598,1633.31031,1.02520
1631.38196,0.94341,1631.38196,1.02506,1631.38196,1.02519
1629.45361,0.94258,1629.45361,1.02586,1629.45361,1.02526
1627.52526,0.94179,1627.52526,1.02624,1627.52526,1.02544
1625.59692,0.94110,1625.59692,1.02620,1625.59692,1.02569
1623.66857,0.93983,1623.66857,1.02625,1623.66857,1.02601
1621.74022,0.94005,1621.74022,1.02507,1621.74022,1.02626
1619.81187,0.93988,1619.81187,1.02421,1619.81187,1.02635
1617.88353,0.93707,1617.88353,1.02551,1617.88353,1.02652
1615.95518,0.93600,1615.95518,1.02569,1615.95518,1.02696
1614.02683,0.93765,1614.02683,1.02404,1614.02683,1.02743
1612.09848,0.93777,1612.09848,1.02357,1612.09848,1.02774
1610.17014,0.93601,1610.17014,1.02396,1610.17014,1.02796
1608.24179,0.93330,1608.24179,1.02384,1608.24179,1.02814
1606.31344,0.92830,1606.31344,1.02329,1606.31344,1.02829
1604.38509,0.91936,1604.38509,1.02289,1604.38509,1.02841
1602.45675,0.90783,1602.45675,1.02268,1602.45675,1.02853
1600.52840,0.89788,1600.52840,1.02238,1600.52840,1.02866
1598.60005,0.89296,1598.60005,1.02208,1598.60005,1.02881
1596.67170,0.89420,1596.67170,1.02210,1596.67170,1.02899
1594.74336,0.90111,1594.74336,1.02245,1594.74336,1.02918
1592.81501,0.91201,1592.81501,1.02293,1592.81501,1.02940
1590.88666,0.92480,1590.88666,1.02346,1590.88666,1.02960
1588.95831,0.93829,1588.95831,1.02394,1588.95831,1.02977
1587.02997,0.95181,1587.02997,1.02434,1587.02997,1.02991
1585.10162,0.96454,1585.10162,1.02471,1585.10162,1.03007
1583.17327,0.97588,1583.17327,1.02490,1583.17327,1.03025
1581.24492,0.98547,1581.24492,1.02466,1581.24492,1.03041
1579.31658,0.99223,1579.31658,1.02487,1579.31658,1.03051
1577.38823,0.99621,1577.38823,1.02661,1577.38823,1.03061
1575.45988,1.00179,1575.45988,1.02701,1575.45988,1.03074
1573.53153,1.00868,1573.53153,1.02540,1573.53153,1.03079
1571.60319,1.01117,1571.60319,1.02585,1571.60319,1.03081
1569.67484,1.01133,1569.67484,1.02757,1569.67484,1.03089
1567.74649,1.01375,1567.74649,1.02751,1567.74649,1.03104
