x_IR_A, y_IR_A, x_IR_B, y_IR_B, x_IR_C, y_IR_C
726.98700,0.53576,726.98700,0.89007,726.98700,1.01443
725.05865,0.47574,725.05865,0.89382,725.05865,1.01645
723.13030,0.44944,723.13030,0.89908,723.13030,1.01813
721.20195,0.46159,721.20195,0.90154,721.20195,1.01884
719.27361,0.51190,719.27361,0.90224,719.27361,1.01931
717.34526,0.58387,717.34526,0.90091,717.34526,1.01979
715.41691,0.65443,715.41691,0.89673,715.41691,1.02013
713.48856,0.71031,713.48856,0.88984,713.48856,1.02032
711.56022,0.74745,711.56022,0.88010,711.56022,1.02046
709.63187,0.76524,709.63187,0.86857,709.63187,1.02073
707.70352,0.76746,707.70352,0.85760,707.70352,1.02114
705.77517,0.76466,705.77517,0.84929,705.77517,1.02151
703.84683,0.76937,703.84683,0.84435,703.84683,1.02175
701.91848,0.78637,701.91848,0.84244,701.91848,1.02194
699.99013,0.81057,699.99013,0.84274,699.99013,1.02211
698.06178,0.83393,698.06178,0.84415,698.06178,1.02231
696.13344,0.85217,696.13344,0.84536,696.13344,1.02261
694.20509,0.86532,694.20509,0.84560,694.20509,1.02310
692.27674,0.87502,692.27674,0.84506,692.27674,1.02365
690.34839,0.88269,690.34839,0.84472,690.34839,1.02409
688.42005,0.88915,688.42005,0.84588,688.42005,1.02444
686.49170,0.89473,686.49170,0.84967,686.49170,1.02486
684.56335,0.89965,684.56335,0.85632,684.56335,1.02534
682.63500,0.90406,682.63500,0.86501,682.63500,1.02569
680.70666,0.90804,680.70666,0.87436,680.70666,1.02579
678.77831,0.91169,678.77831,0.88306,678.77831,1.02564
676.84996,0.91502,676.84996,0.89035,676.84996,1.02554
674.92161,0.91820,674.92161,0.89627,674.92161,1.02594
672.99327,0.92130,672.99327,0.90098,672.99327,1.02679
671.06492,0.92284,671.06492,0.90296,671.06492,1.02614
669.13657,0.92229,669.13657,0.90143,669.13657,1.02341
667.20822,0.92324,667.20822,0.90022,667.20822,1.02307
665.27988,0.92570,665.27988,0.89967,665.27988,1.02562
663.35153,0.92572,663.35153,0.89678,663.35153,1.02630
661.42318,0.92400,661.42318,0.89559,661.42318,1.02522
659.49483,0.92343,659.49483,0.90372,659.49483,1.02459
657.56649,0.92458,657.56649,0.92166,657.56649,1.02461
655.63814,0.92696,655.63814,0.94254,655.63814,1.02482
653.70979,0.92965,653.70979,0.95941,653.70979,1.02498
651.78144,0.93156,651.78144,0.97056,651.78144,1.02520
649.85310,0.93212,649.85310,0.97824,649.85310,1.02569
