All days with start 2021-01-01,Fitted curve MK (deg),Fitted curve BA (deg),Days when measured beta,Beta naive min (deg), Beta uncertainty pm (deg)
705.0,80.21070122812084,80.91027735423624,,,
706.0,80.32327532782074,80.97270522882768,,,
707.0,80.42943190884591,81.02853112020497,,,
708.0,80.52914080187675,81.07773916309007,,,
709.0,80.62237367000336,81.12031537294527,,,
710.0,80.70910401677895,81.1562476499475,,,
711.0,80.78930719374999,81.18552578242705,,,
712.0,80.86296040746116,81.20814144976956,,,
713.0,80.93004272593325,81.22408822478073,,,
714.0,80.99053508461188,81.23336157551287,,,
715.0,81.04442029178567,81.23595886655283,,,
716.0,81.09168303347192,81.231879359771,,,
717.0,81.13230987776896,81.22112421453102,,,
718.0,81.1662892786733,81.20369648736035,,,
719.0,81.19361157936106,81.1796011310816,,,
720.0,81.21426901493236,81.14884499340499,,,
721.0,81.22825571461807,81.1114368149823,,,
722.0,81.23556770344831,81.0673872269228,,,
723.0,81.23620290338206,81.01670874777203,,,
724.0,81.23016113389781,80.95941577995406,,,
725.0,81.21744411204475,80.8955246056785,,,
726.0,81.1980554519549,80.82505338231323,,,
727.0,81.17200066381592,80.7480221372241,,,
728.0,81.13928715230519,80.66445276208347,,,
