Distance (nm),Atom Count,C atom%,Co atom%,W atom%,WC atom%,Cr atom%,Fe atom%,C3 atom%,CoH atom%,Ga atom%,Ti atom%,Ni atom%,OH atom%,N atom%,Mn atom%,WO atom%,Ta atom%,P atom%,Al atom%,CrH atom%,Zr atom%,Noise refernece atom%,H atom%,O atom%,C atom% Sigma,Co atom% Sigma,W atom% Sigma,WC atom% Sigma,Cr atom% Sigma,Fe atom% Sigma,C3 atom% Sigma,CoH atom% Sigma,Ga atom% Sigma,Ti atom% Sigma,Ni atom% Sigma,OH atom% Sigma,N atom% Sigma,Mn atom% Sigma,WO atom% Sigma,Ta atom% Sigma,P atom% Sigma,Al atom% Sigma,CrH atom% Sigma,Zr atom% Sigma,Noise refernece atom% Sigma,H atom% Sigma,O atom% Sigma
6.150000244379044,3429,45.2318460192476,0.029163021289005542,54.27238261883931,0,0.029163021289005542,0,0,0,0.058326042578011085,0,0.029163021289005542,0,0.029163021289005542,0,0,0,0,0.029163021289005542,0,0,0,0.1458151064450277,0.1458151064450277,0.8499677841348028,0.029158768569874073,0.8507363469937721,0,0.029158768569874073,0,0,0,0.041230710843252784,0,0.029158768569874073,0,0.029158768569874073,0,0,0,0,0.029158768569874073,0,0,0,0.06516293730892654,0.06516293730892654
6.4500002562999725,3529,44.37517710399547,0.11334655709832814,55.11476338906206,0,0.05667327854916407,0.0850099178237461,0,0,0.028336639274582034,0.028336639274582034,0,0,0,0,0,0,0,0,0,0,0,0.0850099178237461,0.11334655709832814,0.8363316666670247,0.05664115083765404,0.8372591528640725,0,0.04006270232312411,0.049059632857917354,0,0,0.02833262416449818,0.02833262416449818,0,0,0,0,0,0,0,0,0,0,0,0.049059632857917354,0.05664115083765404
6.7500002682209015,3486,43.861158921399884,0.11474469305794606,55.59380378657487,0,0.028686173264486515,0.028686173264486515,0,0,0.028686173264486515,0,0.08605851979345956,0,0.028686173264486515,0,0,0,0.028686173264486515,0,0,0,0,0.17211703958691912,0.028686173264486515,0.8404426459546934,0.05733942121978841,0.841533269797417,0,0.02868205848668948,0.02868205848668948,0,0,0.02868205848668948,0,0.04966452548795808,0,0.02868205848668948,0,0,0,0.02868205848668948,0,0,0,0,0.07020599082995199,0.02868205848668948
7.0500002801418304,3593,45.67214027275258,0.08349568605622043,53.882549401614256,0,0.027831895352073477,0,0,0,0.027831895352073477,0.027831895352073477,0,0,0.027831895352073477,0,0,0,0.027831895352073477,0,0,0,0,0.13915947676036738,0.08349568605622043,0.8310140593725426,0.04818612754565758,0.8316260884892615,0,0.027828022010554187,0,0,0,0.027828022010554187,0.027828022010554187,0,0,0.027828022010554187,0,0,0,0.027828022010554187,0,0,0,0,0.06219069261329886,0.04818612754565758
7.350000292062759,3504,44.74885844748858,0.08561643835616438,54.823059360730596,0,0.05707762557077625,0.028538812785388126,0,0,0,0,0.028538812785388126,0,0.05707762557077625,0,0,0,0,0,0,0.028538812785388126,0,0.08561643835616438,0.05707762557077625,0.8400005287145488,0.0494095088097029,0.8407328048123117,0,0.040348456193048284,0.028534740175622776,0,0,0,0,0.028534740175622776,0,0.040348456193048284,0,0,0,0,0,0,0.028534740175622776,0,0.0494095088097029,0.040348456193048284
7.650000303983688,3632,44.90638766519824,0.027533039647577095,54.73568281938326,0,0,0,0,0,0.05506607929515419,0.027533039647577095,0.027533039647577095,0,0.05506607929515419,0,0,0,0,0,0,0,0,0.08259911894273128,0.08259911894273128,0.8253378552269262,0.02752924904528095,0.8259244767252689,0,0,0,0,0,0.0389268759023673,0.02752924904528095,0.02752924904528095,0,0.0389268759023673,0,0,0,0,0,0,0,0,0.04766892429627089,0.04766892429627089
7.950000315904617,3770,43.95225464190982,0.1326259946949602,55.437665782493376,0,0.02652519893899204,0.05305039787798408,0,0,0,0,0.05305039787798408,0,0.07957559681697612,0,0,0,0,0,0,0.02652519893899204,0,0.15915119363395225,0.07957559681697612,0.8083491340804543,0.05927280323154107,0.8094979599553397,0,0.026521680774782792,0.03750234455299725,0,0,0,0,0.03750234455299725,0,0.045924708900076,0,0,0,0,0,0,0.026521680774782792,0,0.06492147932470618,0.045924708900076
8.250000327825546,3682,43.97066811515481,0.10863661053775121,55.35035306898425,0,0.027159152634437803,0.05431830526887561,0,0,0.10863661053775121,0.05431830526887561,0.027159152634437803,0,0.027159152634437803,0,0,0.027159152634437803,0.027159152634437803,0,0,0,0,0.16295491580662683,0.05431830526887561,0.8179888090614066,0.05428879246839814,0.8192705055935267,0,0.027155464286130658,0.03839840906521898,0,0,0.05428879246839814,0.03839840906521898,0.027155464286130658,0,0.027155464286130658,0,0,0.027155464286130658,0.027155464286130658,0,0,0,0,0.0664718399535528,0.03839840906521898
8.550000339746475,3728,45.037553648068666,0,54.72103004291845,0,0.0536480686695279,0.0536480686695279,0,0,0.02682403433476395,0,0.02682403433476395,0,0,0,0,0,0,0,0,0.02682403433476395,0,0.02682403433476395,0.02682403433476395,0.8148590096003593,0,0.8152436961768418,0,0.03792473611452614,0.03792473611452614,0,0,0.026820436449383304,0,0.026820436449383304,0,0,0,0,0,0,0,0,0.026820436449383304,0,0.026820436449383304,0.026820436449383304
8.850000351667404,3725,46.14765100671141,0.026845637583892613,53.39597315436242,0,0.026845637583892613,0.026845637583892613,0,0,0.05369127516778523,0.026845637583892613,0.05369127516778523,0,0.026845637583892613,0,0,0,0,0,0,0.026845637583892613,0,0.10738255033557045,0.08053691275167785,0.8167967237005969,0.02684203390073202,0.8173401559691602,0,0.02684203390073202,0.02684203390073202,0,0,0.037955271322186235,0.02684203390073202,0.037955271322186235,0,0.02684203390073202,0,0,0,0,0,0,0.02684203390073202,0,0.05366243989440157,0.046479280455254235
9.150000363588333,3766,44.13170472650027,0.05310674455655868,55.07169410515136,0,0.05310674455655868,0.07966011683483802,0,0,0.10621348911311736,0.05310674455655868,0.05310674455655868,0,0,0.05310674455655868,0,0,0,0,0,0,0,0.18587360594795538,0.15932023366967604,0.8091292551311154,0.03754216651914574,0.8105579726372331,0,0.03754216651914574,0.04597346769188736,0,0,0.05307853380048749,0.03754216651914574,0.03754216651914574,0,0,0.03754216651914574,0,0,0,0,0,0,0,0.07018829768235858,0.06499037967556952
9.450000375509262,3799,45.06449065543564,0.07896814951302975,54.409055014477495,0,0.052645433008686494,0.052645433008686494,0,0,0.052645433008686494,0,0.026322716504343247,0,0.07896814951302975,0,0,0.026322716504343247,0,0,0,0,0,0.10529086601737299,0.052645433008686494,0.8072520644959585,0.04557427713259225,0.8080537346510595,0,0.037216142509581676,0.037216142509581676,0,0,0.037216142509581676,0,0.026319251849309572,0,0.04557427713259225,0,0,0.026319251849309572,0,0,0,0,0,0.0526177102932261,0.037216142509581676
9.750000387430191,3869,45.463944171620575,0.07753941586973379,54.070819333161026,0,0.051692943913155855,0.025846471956577927,0,0,0.10338588782631171,0,0.051692943913155855,0,0.025846471956577927,0,0,0,0,0.025846471956577927,0,0.025846471956577927,0,0.051692943913155855,0.025846471956577927,0.8005271262718621,0.044750043068171964,0.8011732850703761,0,0.03654298244537368,0.025843131540156015,0,0,0.051666215398487224,0,0.03654298244537368,0,0.025843131540156015,0,0,0,0,0.025843131540156015,0,0.025843131540156015,0,0.03654298244537368,0.025843131540156015
10.05000039935112,1294,44.35857805255023,0.07727975270479134,55.255023183925815,0,0.07727975270479134,0.07727975270479134,0,0,0,0,0,0,0,0.07727975270479134,0,0,0,0,0,0,0,0,0.07727975270479134,1.3810861814177133,0.07724988613258225,1.382263652957637,0,0.07724988613258225,0.07724988613258225,0,0,0,0,0,0,0,0.07724988613258225,0,0,0,0,0,0,0,0,0.07724988613258225

